GEOID,NAME,variable,estimate,moe,Hispanic_or_Latino,Two_or_more,Including_other_race,zip_pop,prop_His_Lat,prop_Two_more,prop_incl_other,prop_His_Lat_Two_more,prop_His_Lat_incl_other,prop_Two_more_incl_other,prop_His_Lat_Two_more_incl_other
60640,ZCTA5 60640,B03002_010,63,36,No,Two or more races,Including,2263,0.7808219178082192,1,0.08440123729562528,0.7808219178082192,0.027839151568714096,0.08440123729562528,0.027839151568714096
60640,ZCTA5 60640,B03002_011,1704,389,No,Two or more races,Excluding,2263,0.7808219178082192,1,0.9155987627043747,0.7808219178082192,0.7529827662395051,0.9155987627043747,0.7529827662395051
60640,ZCTA5 60640,B03002_020,128,78,Yes,Two or more races,Including,2263,0.2191780821917808,1,0.08440123729562528,0.2191780821917808,0.05656208572691118,0.08440123729562528,0.05656208572691118
60640,ZCTA5 60640,B03002_021,368,185,Yes,Two or more races,Excluding,2263,0.2191780821917808,1,0.9155987627043747,0.2191780821917808,0.16261599646486966,0.9155987627043747,0.16261599646486966
60641,ZCTA5 60641,B03002_010,83,73,No,Two or more races,Including,3068,0.5290091264667536,1,0.3318122555410691,0.5290091264667536,0.027053455019556714,0.3318122555410691,0.027053455019556714
60641,ZCTA5 60641,B03002_011,1540,378,No,Two or more races,Excluding,3068,0.5290091264667536,1,0.6681877444589309,0.5290091264667536,0.5019556714471969,0.6681877444589309,0.5019556714471969
60641,ZCTA5 60641,B03002_020,935,386,Yes,Two or more races,Including,3068,0.4709908735332464,1,0.3318122555410691,0.4709908735332464,0.3047588005215124,0.3318122555410691,0.3047588005215124
60641,ZCTA5 60641,B03002_021,510,187,Yes,Two or more races,Excluding,3068,0.4709908735332464,1,0.6681877444589309,0.4709908735332464,0.16623207301173404,0.6681877444589309,0.16623207301173404
60642,ZCTA5 60642,B03002_010,14,16,No,Two or more races,Including,831,0.6570397111913358,1,0.1865222623345367,0.6570397111913358,0.01684717208182912,0.1865222623345367,0.01684717208182912
60642,ZCTA5 60642,B03002_011,532,164,No,Two or more races,Excluding,831,0.6570397111913358,1,0.8134777376654633,0.6570397111913358,0.6401925391095066,0.8134777376654633,0.6401925391095066
60642,ZCTA5 60642,B03002_020,141,73,Yes,Two or more races,Including,831,0.34296028880866425,1,0.1865222623345367,0.34296028880866425,0.16967509025270758,0.1865222623345367,0.16967509025270758
60642,ZCTA5 60642,B03002_021,144,120,Yes,Two or more races,Excluding,831,0.34296028880866425,1,0.8134777376654633,0.34296028880866425,0.17328519855595667,0.8134777376654633,0.17328519855595667
60643,ZCTA5 60643,B03002_010,0,23,No,Two or more races,Including,1371,0.7556528081692195,1,0.20350109409190373,0.7556528081692195,0,0.20350109409190373,0
60643,ZCTA5 60643,B03002_011,1036,383,No,Two or more races,Excluding,1371,0.7556528081692195,1,0.7964989059080962,0.7556528081692195,0.7556528081692195,0.7964989059080962,0.7556528081692195
60643,ZCTA5 60643,B03002_020,279,317,Yes,Two or more races,Including,1371,0.24434719183078046,1,0.20350109409190373,0.24434719183078046,0.20350109409190373,0.20350109409190373,0.20350109409190373
60643,ZCTA5 60643,B03002_021,56,84,Yes,Two or more races,Excluding,1371,0.24434719183078046,1,0.7964989059080962,0.24434719183078046,0.040846097738876735,0.7964989059080962,0.040846097738876735
60644,ZCTA5 60644,B03002_010,0,23,No,Two or more races,Including,543,0.7182320441988951,1,0.281767955801105,0.7182320441988951,0,0.281767955801105,0
60644,ZCTA5 60644,B03002_011,390,261,No,Two or more races,Excluding,543,0.7182320441988951,1,0.7182320441988951,0.7182320441988951,0.7182320441988951,0.7182320441988951,0.7182320441988951
60644,ZCTA5 60644,B03002_020,153,114,Yes,Two or more races,Including,543,0.281767955801105,1,0.281767955801105,0.281767955801105,0.281767955801105,0.281767955801105,0.281767955801105
60644,ZCTA5 60644,B03002_021,0,23,Yes,Two or more races,Excluding,543,0.281767955801105,1,0.7182320441988951,0.281767955801105,0,0.7182320441988951,0
60645,ZCTA5 60645,B03002_010,168,111,No,Two or more races,Including,1969,0.9603859827323514,1,0.10309801929913662,0.9603859827323514,0.08532249873031995,0.10309801929913662,0.08532249873031995
60645,ZCTA5 60645,B03002_011,1723,448,No,Two or more races,Excluding,1969,0.9603859827323514,1,0.8969019807008634,0.9603859827323514,0.8750634840020315,0.8969019807008634,0.8750634840020315
60645,ZCTA5 60645,B03002_020,35,41,Yes,Two or more races,Including,1969,0.03961401726764855,1,0.10309801929913662,0.03961401726764855,0.017775520568816656,0.10309801929913662,0.017775520568816656
60645,ZCTA5 60645,B03002_021,43,60,Yes,Two or more races,Excluding,1969,0.03961401726764855,1,0.8969019807008634,0.03961401726764855,0.021838496698831894,0.8969019807008634,0.021838496698831894
60646,ZCTA5 60646,B03002_010,18,26,No,Two or more races,Including,650,0.7615384615384615,1,0.18615384615384614,0.7615384615384615,0.027692307692307693,0.18615384615384614,0.027692307692307693
60646,ZCTA5 60646,B03002_011,477,186,No,Two or more races,Excluding,650,0.7615384615384615,1,0.8138461538461539,0.7615384615384615,0.7338461538461538,0.8138461538461539,0.7338461538461538
60646,ZCTA5 60646,B03002_020,103,109,Yes,Two or more races,Including,650,0.23846153846153847,1,0.18615384615384614,0.23846153846153847,0.15846153846153846,0.18615384615384614,0.15846153846153846
60646,ZCTA5 60646,B03002_021,52,45,Yes,Two or more races,Excluding,650,0.23846153846153847,1,0.8138461538461539,0.23846153846153847,0.08,0.8138461538461539,0.08
60647,ZCTA5 60647,B03002_010,69,59,No,Two or more races,Including,3348,0.5689964157706093,1,0.22520908004778972,0.5689964157706093,0.02060931899641577,0.22520908004778972,0.02060931899641577
60647,ZCTA5 60647,B03002_011,1836,258,No,Two or more races,Excluding,3348,0.5689964157706093,1,0.7747909199522103,0.5689964157706093,0.5483870967741935,0.7747909199522103,0.5483870967741935
60647,ZCTA5 60647,B03002_020,685,203,Yes,Two or more races,Including,3348,0.43100358422939067,1,0.22520908004778972,0.43100358422939067,0.20459976105137395,0.22520908004778972,0.20459976105137395
60647,ZCTA5 60647,B03002_021,758,246,Yes,Two or more races,Excluding,3348,0.43100358422939067,1,0.7747909199522103,0.43100358422939067,0.22640382317801672,0.7747909199522103,0.22640382317801672
60649,ZCTA5 60649,B03002_010,0,23,No,Two or more races,Including,668,0.9116766467065869,1,0.08832335329341318,0.9116766467065869,0,0.08832335329341318,0
60649,ZCTA5 60649,B03002_011,609,206,No,Two or more races,Excluding,668,0.9116766467065869,1,0.9116766467065869,0.9116766467065869,0.9116766467065869,0.9116766467065869,0.9116766467065869
60649,ZCTA5 60649,B03002_020,59,67,Yes,Two or more races,Including,668,0.08832335329341318,1,0.08832335329341318,0.08832335329341318,0.08832335329341318,0.08832335329341318,0.08832335329341318
60649,ZCTA5 60649,B03002_021,0,23,Yes,Two or more races,Excluding,668,0.08832335329341318,1,0.9116766467065869,0.08832335329341318,0,0.9116766467065869,0
60651,ZCTA5 60651,B03002_010,12,19,No,Two or more races,Including,1740,0.34022988505747126,1,0.40229885057471265,0.34022988505747126,0.006896551724137931,0.40229885057471265,0.006896551724137931
60651,ZCTA5 60651,B03002_011,580,398,No,Two or more races,Excluding,1740,0.34022988505747126,1,0.5977011494252874,0.34022988505747126,0.3333333333333333,0.5977011494252874,0.3333333333333333
60651,ZCTA5 60651,B03002_020,688,511,Yes,Two or more races,Including,1740,0.6597701149425287,1,0.40229885057471265,0.6597701149425287,0.3954022988505747,0.40229885057471265,0.3954022988505747
60651,ZCTA5 60651,B03002_021,460,260,Yes,Two or more races,Excluding,1740,0.6597701149425287,1,0.5977011494252874,0.6597701149425287,0.26436781609195403,0.5977011494252874,0.26436781609195403
60652,ZCTA5 60652,B03002_010,301,308,No,Two or more races,Including,1354,0.7156573116691285,1,0.43870014771048743,0.7156573116691285,0.2223042836041359,0.43870014771048743,0.2223042836041359
60652,ZCTA5 60652,B03002_011,668,445,No,Two or more races,Excluding,1354,0.7156573116691285,1,0.5612998522895125,0.7156573116691285,0.4933530280649926,0.5612998522895125,0.4933530280649926
60652,ZCTA5 60652,B03002_020,293,178,Yes,Two or more races,Including,1354,0.2843426883308715,1,0.43870014771048743,0.2843426883308715,0.21639586410635156,0.43870014771048743,0.21639586410635156
60652,ZCTA5 60652,B03002_021,92,77,Yes,Two or more races,Excluding,1354,0.2843426883308715,1,0.5612998522895125,0.2843426883308715,0.06794682422451995,0.5612998522895125,0.06794682422451995
60653,ZCTA5 60653,B03002_010,39,32,No,Two or more races,Including,580,0.9258620689655173,1,0.06724137931034482,0.9258620689655173,0.06724137931034482,0.06724137931034482,0.06724137931034482
60653,ZCTA5 60653,B03002_011,498,147,No,Two or more races,Excluding,580,0.9258620689655173,1,0.9327586206896552,0.9258620689655173,0.8586206896551725,0.9327586206896552,0.8586206896551725
60653,ZCTA5 60653,B03002_020,0,23,Yes,Two or more races,Including,580,0.07413793103448275,1,0.06724137931034482,0.07413793103448275,0,0.06724137931034482,0
60653,ZCTA5 60653,B03002_021,43,37,Yes,Two or more races,Excluding,580,0.07413793103448275,1,0.9327586206896552,0.07413793103448275,0.07413793103448275,0.9327586206896552,0.07413793103448275
60654,ZCTA5 60654,B03002_010,35,38,No,Two or more races,Including,610,0.9721311475409836,1,0.05737704918032787,0.9721311475409836,0.05737704918032787,0.05737704918032787,0.05737704918032787
60654,ZCTA5 60654,B03002_011,558,252,No,Two or more races,Excluding,610,0.9721311475409836,1,0.9426229508196722,0.9721311475409836,0.9147540983606557,0.9426229508196722,0.9147540983606557
60654,ZCTA5 60654,B03002_020,0,17,Yes,Two or more races,Including,610,0.027868852459016394,1,0.05737704918032787,0.027868852459016394,0,0.05737704918032787,0
60654,ZCTA5 60654,B03002_021,17,27,Yes,Two or more races,Excluding,610,0.027868852459016394,1,0.9426229508196722,0.027868852459016394,0.027868852459016394,0.9426229508196722,0.027868852459016394
60655,ZCTA5 60655,B03002_010,0,20,No,Two or more races,Including,281,0.9572953736654805,1,0.017793594306049824,0.9572953736654805,0,0.017793594306049824,0
60655,ZCTA5 60655,B03002_011,269,139,No,Two or more races,Excluding,281,0.9572953736654805,1,0.9822064056939501,0.9572953736654805,0.9572953736654805,0.9822064056939501,0.9572953736654805
60655,ZCTA5 60655,B03002_020,5,8,Yes,Two or more races,Including,281,0.042704626334519574,1,0.017793594306049824,0.042704626334519574,0.017793594306049824,0.017793594306049824,0.017793594306049824
60655,ZCTA5 60655,B03002_021,7,14,Yes,Two or more races,Excluding,281,0.042704626334519574,1,0.9822064056939501,0.042704626334519574,0.02491103202846975,0.9822064056939501,0.02491103202846975
60656,ZCTA5 60656,B03002_010,0,20,No,Two or more races,Including,919,0.7040261153427638,1,0.2578890097932535,0.7040261153427638,0,0.2578890097932535,0
60656,ZCTA5 60656,B03002_011,647,318,No,Two or more races,Excluding,919,0.7040261153427638,1,0.7421109902067464,0.7040261153427638,0.7040261153427638,0.7421109902067464,0.7040261153427638
60656,ZCTA5 60656,B03002_020,237,196,Yes,Two or more races,Including,919,0.2959738846572361,1,0.2578890097932535,0.2959738846572361,0.2578890097932535,0.2578890097932535,0.2578890097932535
60656,ZCTA5 60656,B03002_021,35,48,Yes,Two or more races,Excluding,919,0.2959738846572361,1,0.7421109902067464,0.2959738846572361,0.03808487486398259,0.7421109902067464,0.03808487486398259
60657,ZCTA5 60657,B03002_010,131,88,No,Two or more races,Including,2224,0.9091726618705036,1,0.08767985611510791,0.9091726618705036,0.05890287769784173,0.08767985611510791,0.05890287769784173
60657,ZCTA5 60657,B03002_011,1891,310,No,Two or more races,Excluding,2224,0.9091726618705036,1,0.9123201438848921,0.9091726618705036,0.8502697841726619,0.9123201438848921,0.8502697841726619
60657,ZCTA5 60657,B03002_020,64,39,Yes,Two or more races,Including,2224,0.09082733812949641,1,0.08767985611510791,0.09082733812949641,0.02877697841726619,0.08767985611510791,0.02877697841726619
60657,ZCTA5 60657,B03002_021,138,77,Yes,Two or more races,Excluding,2224,0.09082733812949641,1,0.9123201438848921,0.09082733812949641,0.06205035971223022,0.9123201438848921,0.06205035971223022
60659,ZCTA5 60659,B03002_010,94,89,No,Two or more races,Including,1911,0.8199895342752486,1,0.13971742543171115,0.8199895342752486,0.049188906331763475,0.13971742543171115,0.049188906331763475
60659,ZCTA5 60659,B03002_011,1473,568,No,Two or more races,Excluding,1911,0.8199895342752486,1,0.8602825745682888,0.8199895342752486,0.7708006279434851,0.8602825745682888,0.7708006279434851
60659,ZCTA5 60659,B03002_020,173,111,Yes,Two or more races,Including,1911,0.18001046572475143,1,0.13971742543171115,0.18001046572475143,0.09052851909994768,0.13971742543171115,0.09052851909994768
60659,ZCTA5 60659,B03002_021,171,165,Yes,Two or more races,Excluding,1911,0.18001046572475143,1,0.8602825745682888,0.18001046572475143,0.08948194662480377,0.8602825745682888,0.08948194662480377
60660,ZCTA5 60660,B03002_010,77,64,No,Two or more races,Including,1388,0.8443804034582133,1,0.17435158501440923,0.8443804034582133,0.05547550432276657,0.17435158501440923,0.05547550432276657
60660,ZCTA5 60660,B03002_011,1095,251,No,Two or more races,Excluding,1388,0.8443804034582133,1,0.8256484149855908,0.8443804034582133,0.7889048991354467,0.8256484149855908,0.7889048991354467
60660,ZCTA5 60660,B03002_020,165,90,Yes,Two or more races,Including,1388,0.15561959654178675,1,0.17435158501440923,0.15561959654178675,0.11887608069164265,0.17435158501440923,0.11887608069164265
60660,ZCTA5 60660,B03002_021,51,40,Yes,Two or more races,Excluding,1388,0.15561959654178675,1,0.8256484149855908,0.15561959654178675,0.03674351585014409,0.8256484149855908,0.03674351585014409
60661,ZCTA5 60661,B03002_010,32,51,No,Two or more races,Including,314,0.9076433121019108,1,0.15286624203821655,0.9076433121019108,0.10191082802547771,0.15286624203821655,0.10191082802547771
60661,ZCTA5 60661,B03002_011,253,153,No,Two or more races,Excluding,314,0.9076433121019108,1,0.8471337579617835,0.9076433121019108,0.8057324840764332,0.8471337579617835,0.8057324840764332
60661,ZCTA5 60661,B03002_020,16,25,Yes,Two or more races,Including,314,0.09235668789808917,1,0.15286624203821655,0.09235668789808917,0.050955414012738856,0.15286624203821655,0.050955414012738856
60661,ZCTA5 60661,B03002_021,13,21,Yes,Two or more races,Excluding,314,0.09235668789808917,1,0.8471337579617835,0.09235668789808917,0.041401273885350316,0.8471337579617835,0.041401273885350316
