GEOID,zip_pop,zip_pop_hisp,zip_pop_work_eligible,prop_over_18,prop_citizen,prop_female_over_18,prop_female_citizen,prop_over_18_citizen,prop_female_over_18_citizen,prop_female_hisp,prop_18_to_34_hisp,prop_female_18_to_34_hisp,prop_19_to_34,prop_with_HI,prop_female_19_to_34,prop_female_with_HI,prop_19_to_34_with_HI,prop_female_19_to_34_with_HI,prop_not_His,prop_White,prop_not_His_White,prop_male_work_eligible,prop_service,prop_male_work_eligible_service,prop_female,prop_18_to_34,prop_female_18_to_34,prop_one_policy,prop_employer,prop_medicaid,prop_19_to_34_one_policy,prop_19_to_34_no_HI,prop_19_to_34_employer,prop_19_to_34_medicaid
60618,94395,38152,53869,0.7830605434609884,0.8502145240743684,0.3808252555749775,0.42259653583346574,0.636771015413952,0.31526034217914084,0.48091843153700986,0.29427028727196475,0.12403019500943593,0.2870977686591757,0.8597518842551743,0.1363148327291669,0.4335647237665969,0.230607320158607,0.11593617451019995,0.5958260501085862,0.787668838391864,0.48257852640500026,0.5505763982995786,0.3697673986894132,0.24808331322281832,0.48989882938714974,0.2966682557338842,0.13997563430266433,0.7831698008908354,0.5523817623234009,0.12838448373002795,0.22316597391276616,0.05649044850056873,0.1728518427962453,0.02507733684848356
60619,61258,869,23862,0.7877175226092918,0.9931437526527147,0.4444154232916517,0.5445166345620164,0.7821182539423422,0.4417708707434131,0.35558112773302647,0.20368239355581128,0.03222094361334868,0.20632222421993757,0.8983017603504356,0.1025481767215312,0.508589267909972,0.16143900884261453,0.08780503751164577,0.9858140977504979,0.016275425250579515,0.013941036272813347,0.45717039644623253,0.3508507250020954,0.21146592909228062,0.5481243266185641,0.2147964347513794,0.10826341049332332,0.7302430493126951,0.31723901211160327,0.30455533580686817,0.1518608718392965,0.044883215377323024,0.07332341740082705,0.07132933427044344
60620,68096,911,24897,0.7843632518796992,0.993171405075188,0.4529047227443609,0.5568462171052632,0.7775346569548872,0.4503201362781955,0.47420417124039516,0.22941822173435786,0.15587266739846323,0.21364928068202002,0.9014859984607188,0.11754780652418448,0.5174205198034456,0.17894144810846013,0.10690604463915694,0.9866218280075187,0.01657953477443609,0.011087288533834587,0.4328232317146644,0.4023777965216693,0.23199582278989436,0.5594308035714286,0.22453594924812031,0.12375176221804511,0.7502516132851814,0.3263572316618317,0.3074270321472974,0.16966135811970873,0.03470783257355988,0.08371322005801907,0.07612041915813154
60621,29042,1061,8152,0.7310791267819021,0.9826113904001101,0.4082019144687005,0.5374285517526342,0.7154465945871497,0.3999724536877626,0.5711592836946278,0.19604147031102734,0.08105560791705937,0.23695804195804196,0.8737412587412587,0.135,0.49482517482517485,0.18541958041958043,0.1166083916083916,0.963466703395083,0.025755801942015013,0.011018524894979684,0.435107948969578,0.47239941118743867,0.2524533856722277,0.546036774326837,0.24595413539012465,0.13766269540665244,0.7445804195804195,0.1682867132867133,0.4827272727272727,0.1751748251748252,0.05153846153846154,0.03905594405594406,0.12954545454545455
60622,52793,11579,36173,0.8474229538006933,0.9328888299585172,0.4100543632678575,0.45460572424374446,0.7840054552686909,0.3826643683821719,0.4666206062699715,0.30892132308489506,0.1399948182053718,0.45964865431933927,0.936864592671715,0.22400671409769776,0.4630057031682149,0.4274324298548458,0.2131726019035993,0.7806716799575701,0.7844600609929346,0.6467524103574338,0.5302020844276117,0.2903546844331407,0.1782821441406574,0.4844771087075938,0.4632432330043756,0.22735968783740268,0.8804623571823679,0.6535563736242775,0.10084498445457493,0.41957388368588705,0.03221622446449349,0.34310565166803364,0.022393041753295057
60623,85979,56864,31935,0.6930994777794578,0.7795275590551181,0.3623559241210063,0.41143767664197073,0.4800939764361065,0.26586724665325256,0.4924205120990433,0.2561550365785031,0.12733891389983118,0.24374657446386716,0.7861765769127611,0.12380907956572948,0.418527631686355,0.15605284946299255,0.08736720581204156,0.3386292001535259,0.38384954465625326,0.02916991358354947,0.5551902301550024,0.5459214028495382,0.3618913417880069,0.5121250537922051,0.26085439467777016,0.13224159387757475,0.7155084953296095,0.22030716126549507,0.4088719928165778,0.15146991941972876,0.0876937250008746,0.06995673620747962,0.07185754434247198
60624,36158,1915,10704,0.6951158803031141,0.9819680292051551,0.38268156424581007,0.524033408927485,0.6770839095082692,0.37427401958072903,0.44386422976501305,0.27362924281984335,0.14412532637075717,0.2235225114512345,0.8796223885599375,0.11959557591330577,0.4911183108032622,0.16953413026477487,0.09923472237738801,0.9470379998893744,0.03694894629127717,0.02735217655843797,0.4286248131539611,0.44161061285500747,0.24579596412556054,0.5324409535925659,0.24442723601969135,0.12605785718236628,0.7656127806948945,0.18648754329125236,0.5014802815327897,0.1602614233046587,0.053988381186459614,0.0438498491788627,0.10942911406546754
60625,79243,25978,44583,0.8003609151596986,0.8244008934543114,0.4038716353494946,0.41347500725616143,0.6375957497823151,0.3261613013136807,0.4687042882438987,0.3211948571868504,0.14442990222495958,0.3041181199831549,0.8625847041257768,0.150483020890494,0.44092086624724036,0.2474317581449956,0.12836742767448092,0.6721729364107871,0.6467195840642076,0.4553840717792108,0.5385236525132898,0.36688872440167775,0.24964672633066415,0.4991103315119316,0.3154095629897909,0.15731357974836893,0.7852758387463151,0.4852286213805337,0.18601089827848036,0.2398259338191192,0.05668636183815929,0.17035259886933551,0.03834815788466201
60626,49730,10252,27579,0.8330585159863262,0.8472752865473557,0.41900261411622763,0.4305851598632616,0.6984315302634225,0.3514980896842952,0.4869293796332423,0.34724931720639873,0.17245415528677333,0.3378476924679654,0.8655901656422544,0.17187207000729243,0.44846338160225024,0.277570580268778,0.14449421814772373,0.7938467725718882,0.5919565654534487,0.4513171124069978,0.5381268356358099,0.35537909278799085,0.237753363066101,0.5056907299416851,0.3493263623567263,0.17940880756082847,0.7641420981352224,0.45946452755495365,0.17578914470257317,0.2667569538493593,0.06027711219918742,0.18868632149182207,0.033920200020835505
60628,66724,2292,24223,0.7675049457466578,0.987171032911696,0.4194592650320724,0.5322522630537737,0.7556501408788442,0.4141987890414244,0.4799301919720768,0.25654450261780104,0.12521815008726003,0.21923620933521923,0.9115531613951668,0.11137861506515394,0.5015799452285654,0.17863914050979565,0.09500737307773331,0.9656495413944008,0.04401714525508063,0.019198489299202686,0.4430499938075383,0.38752425380836397,0.21392891053956983,0.5381571848210539,0.23035189736826328,0.1156105749055812,0.749420686749526,0.3049745704053688,0.33366938517559963,0.16700773420807127,0.04059706882542358,0.06664359445063048,0.08549760751151103
60629,111850,79432,45071,0.7105051408135896,0.8059007599463567,0.3608582923558337,0.41843540455967815,0.5222887796155565,0.27222172552525703,0.4915651122973109,0.28162453419276867,0.13689696847618088,0.2497451762307541,0.8489655049087105,0.12446129361062928,0.44369735877398475,0.1894815901003201,0.1021440961356199,0.28983459991059457,0.4204649083594099,0.08227983907018328,0.5630449734862772,0.5715204898937233,0.37798140711322137,0.5099240053643272,0.266544479213232,0.13261510952168082,0.7661075445718066,0.3394610253750827,0.3518445664419449,0.18126464119025054,0.060263586130434005,0.09820997478585862,0.07700148423669105
60630,57344,16007,29586,0.7922537667410714,0.8936070033482143,0.41087123325892855,0.45760672433035715,0.6925746372767857,0.35770089285714285,0.5261448116449053,0.2445180233647779,0.1290685325170238,0.19982850342993141,0.8983095338093238,0.09563558728825423,0.46839563208735824,0.16440921181576368,0.08209085818283635,0.7208600725446429,0.71484375,0.5612444196428571,0.5266342188873115,0.3784560264990198,0.2592104373690259,0.5136544363839286,0.20868791852678573,0.10004534040178571,0.7732220355592888,0.5205970880582388,0.13017989640207195,0.15777684446311074,0.035419291614167715,0.11763264734705306,0.020947081058378832
60631,29529,3152,15390,0.7973178908869247,0.9686748620000677,0.42256764536557284,0.5033695688983711,0.766771648210234,0.40898777472992653,0.5342639593908629,0.18559644670050762,0.09612944162436549,0.18592169545173054,0.9784972132388358,0.09819032546618042,0.5033372325053327,0.17824950113534715,0.09337370123167962,0.8932574757018524,0.9047715804802059,0.8213281858511972,0.5209876543209877,0.29343729694606885,0.19285250162443146,0.5169494395340174,0.18879745335094314,0.10003725151545938,0.8423587696965527,0.647698341705085,0.058866029037363245,0.17453381958301795,0.007672194316383403,0.1370329594715475,0.01737425170302071
60632,91039,76434,38701,0.7047309394874725,0.7450872702907545,0.34764221926866506,0.36998429244609454,0.45769395533782226,0.23146124188534584,0.4878064735588874,0.27262736478530497,0.13537169322552792,0.2488846293664695,0.8197010255901825,0.12092270068409398,0.41219692212785175,0.1729292662238232,0.08948301882635469,0.16042575160096223,0.5175144718197695,0.0878304902294621,0.591715976331361,0.5747396708095398,0.38730265367819955,0.4906358813255857,0.2625907578070937,0.1288348949351377,0.7531643477973495,0.336296639016491,0.3293785870870375,0.16802714343941746,0.07595536314264627,0.1012260814964143,0.056258743954966564
60633,12871,5790,5466,0.7803589464688059,0.9352031699168674,0.3846631963328413,0.4443322197187476,0.716572138916945,0.3562271773754953,0.4284974093264249,0.28203799654576855,0.1151986183074266,0.22059758423394787,0.87730451366815,0.08812778130959949,0.4280038143674507,0.1693420216147489,0.08137317228226319,0.5501515033796908,0.7098904514023774,0.3145054774298811,0.5482985729967069,0.47109403585803145,0.2943651664837175,0.4727682386760935,0.23945303395229586,0.10069147696371689,0.7589001907183726,0.44095677050222504,0.2303719008264463,0.16362047043865224,0.05125556261919898,0.10982199618563256,0.05125556261919898
60634,75995,29065,38783,0.7818145930653333,0.8471873149549313,0.4017237976182644,0.4351207316270807,0.6376603723929206,0.32712678465688533,0.507311199036642,0.2733184242215723,0.14219852055737142,0.21056804217703254,0.8862330043207675,0.10619574265667737,0.46166144739102283,0.1737424188369604,0.09004902155098374,0.6175406276728732,0.7849069017698532,0.5402987038620962,0.5384833561096357,0.4543743392723616,0.31444189464456074,0.5139943417330087,0.22508059740772418,0.11573129811171788,0.7764035887475059,0.48627792973137246,0.1705183599582458,0.16725466101135028,0.036825623340072146,0.12568544284562835,0.026175658355465706
60636,32203,2472,9394,0.7689035183057479,0.9723007173244729,0.40812967735925226,0.515169394155824,0.7420737198397664,0.39626742850045027,0.43042071197411,0.25202265372168287,0.1076051779935275,0.19881932577287556,0.8942053751747708,0.0956656827714774,0.489234115271089,0.14979027497281341,0.08068976231163585,0.9232369655001087,0.039623637549296646,0.010495916529515883,0.4474132424952097,0.418245688737492,0.25793059399616775,0.5272179610595286,0.21466944073533523,0.10300282582368102,0.7715395370514214,0.20910361969861738,0.4179276060276526,0.1427062296100668,0.04902905080006214,0.040391486717414944,0.0953860494018953
60637,47454,1341,16794,0.7565642516963796,0.957748556496818,0.44232309183630464,0.5433472415391748,0.716799426813335,0.42710835756732835,0.4780014914243102,0.5421327367636093,0.2214765100671141,0.2783343570626734,0.9286848961091225,0.15330523372799865,0.5258932921017516,0.24827907567830895,0.13909304640671002,0.9717410544948792,0.1618409407004678,0.14451890251612087,0.4055615100631178,0.25949743956174826,0.1268905561510063,0.5600581615880642,0.31521051966114555,0.1702069372444894,0.8001821532205113,0.32783343570626733,0.36292970156524684,0.233283205896681,0.030055281384364477,0.11238430093406478,0.08828077012687184
60638,58797,30440,27727,0.7567903124309063,0.9161351769648112,0.38071670323315815,0.4627276901882749,0.675340578600949,0.33789138901644644,0.5020367936925099,0.24264126149802892,0.12473718791064389,0.19842849124955356,0.9132948959980951,0.09643349150466861,0.4698879194516727,0.16968552817320612,0.08549755939928907,0.4822865112165587,0.7242716465125771,0.43560045580556833,0.5519890359577307,0.4371190536300357,0.2964979983409673,0.5062163035529024,0.21390547136758678,0.10345765940439137,0.7992414578975118,0.5503852237359049,0.16289946765991462,0.1660628943653588,0.02874296307634743,0.12689422929741315,0.03069884517917581
60639,90517,70538,41592,0.7285261332125457,0.7796656981561475,0.36762155175270944,0.39977020891103326,0.5193278610647724,0.27093253201056156,0.49478295386883664,0.26059712495392556,0.1300575576285123,0.2427207055486616,0.8144389292678603,0.12386988122673284,0.42063685516752347,0.17732893104059563,0.09695754298883177,0.22072096954163306,0.4326590585193941,0.06743484649292399,0.5490478938257357,0.5332515868436237,0.3516060780919408,0.5027563883027497,0.2550681087530519,0.12971044113260494,0.7312533238787449,0.3293299060450275,0.3087218578266265,0.16953997518170538,0.06539177450806595,0.09899618861903918,0.057370147137032444
60640,69715,9939,41344,0.8630854192067704,0.885576992039016,0.4227784551387793,0.4314853331420785,0.7594922183174353,0.3709101341174783,0.4397826743133112,0.26602273870610726,0.10836100211288863,0.3164525438378038,0.9038424915400729,0.16203507024303063,0.449233113106661,0.2781008745586921,0.14549609598171775,0.8574338377680557,0.6427454636735279,0.5530230223050994,0.5438515866873065,0.30144640092879255,0.1934500773993808,0.4891486767553611,0.3162016782614932,0.16195940615362547,0.779954001435624,0.4935470166854665,0.1670744034103394,0.265678332332303,0.03835166927911167,0.2001377027086416,0.02537245652842682
60641,71023,38350,37532,0.7768469369077623,0.8265209861594132,0.4032355715754051,0.42336989425960603,0.610027737493488,0.3204595694352534,0.5097262059973925,0.2686310299869622,0.1419295958279009,0.24863542520998896,0.8427981560564496,0.12703979184931702,0.43360954778132865,0.19475946717950168,0.10283096241409542,0.46003407346915787,0.6822860200216831,0.3661912338256621,0.5346104657359053,0.44242246616220826,0.288447191729724,0.5094406037480816,0.25871900651901497,0.13228109204060656,0.7555077915099409,0.4691591956786108,0.17439690036482933,0.18665686246782998,0.05387595803048729,0.13334653129330581,0.029568143895472156
60642,20201,4074,14668,0.8846096727884758,0.9268353051829117,0.4464630463838424,0.45636354635909115,0.81194000297015,0.403742388990644,0.5279823269513991,0.29455081001472755,0.16887579774177713,0.5116083362209791,0.9376268501559328,0.261571209346072,0.4727488738181278,0.48354041879114895,0.24879956437800108,0.7983268155041829,0.7200138606999653,0.6002673134993317,0.5126806653940551,0.2646577583856013,0.16941641668939186,0.49957922875105193,0.5154695312113262,0.2648878768377803,0.8665907628335231,0.657393198356517,0.09341121726647196,0.46987772882530565,0.028067917429830207,0.4000297014999257,0.01990000495024999
60643,49870,1649,21014,0.7777822338079006,0.9919390415079206,0.4245237617806296,0.542971726488871,0.7702827351112893,0.4214357329055544,0.5627653123104912,0.20497271073377804,0.08914493632504548,0.1689447012981769,0.9428842543053845,0.08830833215561971,0.5228846580929115,0.14980517251822092,0.08241303426137167,0.9669340284740325,0.22241828754762383,0.20328855023059955,0.4668792233748929,0.29075854192443135,0.1725992195679071,0.5460597553639462,0.1802486464808502,0.0944255063164227,0.7522157840544306,0.47469261674506874,0.18277442409803962,0.14152752821465345,0.019139528779955988,0.08982253538188205,0.04243806908804587
60644,47712,3068,16554,0.7414486921529175,0.9834842387659289,0.42228370221327965,0.5317530181086519,0.726903085177733,0.41702297116029513,0.5254237288135594,0.2636897001303781,0.12777053455019557,0.244701718476824,0.8621593961877958,0.13545264594260373,0.4831776896507612,0.1801628928403906,0.11078418830753486,0.9356975184439973,0.0477238430583501,0.029175050301810865,0.3968829285973179,0.4165156457653739,0.2123353872175909,0.5379988262910798,0.2550092219986586,0.14061452045606976,0.7489659289582534,0.24734552897531023,0.3824996801842139,0.17122937188179607,0.06453882563643341,0.0717240202976419,0.08662743593023751
60645,47732,8127,20867,0.7296153523841448,0.8040308388502472,0.3700871532724378,0.4072110952819911,0.56549065616358,0.29282242520740803,0.52750092284976,0.28313030638612036,0.12452319429063616,0.2132175386570642,0.8765092141495446,0.10328320271128998,0.45075195933065026,0.15511544164371954,0.08110569794535057,0.8297368641582167,0.5689684069387413,0.45003352048939915,0.5752623760003834,0.40935448315522116,0.29453203622945323,0.5026397385401827,0.22119332942260958,0.10705606301852007,0.757551366235967,0.3708536327049354,0.2665748782037704,0.14471510273247193,0.05810209701334463,0.0778648591400127,0.05145096377886041
60646,27987,3971,13694,0.7856147497052203,0.9495122735555793,0.4158716546968235,0.49883874656090327,0.7387001107657126,0.38846607353414087,0.5590531352304206,0.3054646184840091,0.16570133467640394,0.1740710097485521,0.939494226411022,0.08050649303931796,0.49631281700780605,0.15209180186337637,0.07248462174898378,0.858112695179905,0.8326365812698753,0.725872726623075,0.5219804293851322,0.29991237038118884,0.19957645684241274,0.5275663701004037,0.18547897238003358,0.0867188337442384,0.7710349293140041,0.5788697435159538,0.06813194719234505,0.14619230907586603,0.021979207885175725,0.11748624051224864,0.012554408431957985
