County,State,variable,estimate,label
Hamilton, Indiana,B19101_007,1668,"$30,000 to $34,999"
Hamilton, Indiana,B19101_008,1607,"$35,000 to $39,999"
Hamilton, Indiana,B19101_009,1990,"$40,000 to $44,999"
Hamilton, Indiana,B19101_010,1965,"$45,000 to $49,999"
Hamilton, Indiana,B19101_011,4680,"$50,000 to $59,999"
Hamilton, Indiana,B19101_012,7240,"$60,000 to $74,999"
Hamilton, Indiana,B19101_013,12989,"$75,000 to $99,999"
Hamilton, Indiana,B19101_014,11407,"$100,000 to $124,999"
Hamilton, Indiana,B19101_015,9226,"$125,000 to $149,999"
Hamilton, Indiana,B19101_016,12199,"$150,000 to $199,999"
Hamilton, Indiana,B19101_017,15948,"$200,000 or more"
Hancock, Indiana,B19101_002,337,"Less than $10,000"
Hancock, Indiana,B19101_003,476,"$10,000 to $14,999"
Hancock, Indiana,B19101_004,247,"$15,000 to $19,999"
Hancock, Indiana,B19101_005,433,"$20,000 to $24,999"
Hancock, Indiana,B19101_006,381,"$25,000 to $29,999"
Hancock, Indiana,B19101_007,569,"$30,000 to $34,999"
Hancock, Indiana,B19101_008,694,"$35,000 to $39,999"
Hancock, Indiana,B19101_009,671,"$40,000 to $44,999"
Hancock, Indiana,B19101_010,678,"$45,000 to $49,999"
Hancock, Indiana,B19101_011,1361,"$50,000 to $59,999"
Hancock, Indiana,B19101_012,2583,"$60,000 to $74,999"
Hancock, Indiana,B19101_013,4134,"$75,000 to $99,999"
Hancock, Indiana,B19101_014,3101,"$100,000 to $124,999"
Hancock, Indiana,B19101_015,1558,"$125,000 to $149,999"
Hancock, Indiana,B19101_016,1704,"$150,000 to $199,999"
Hancock, Indiana,B19101_017,1222,"$200,000 or more"
Harrison, Indiana,B19101_002,317,"Less than $10,000"
Harrison, Indiana,B19101_003,243,"$10,000 to $14,999"
Harrison, Indiana,B19101_004,256,"$15,000 to $19,999"
Harrison, Indiana,B19101_005,409,"$20,000 to $24,999"
Harrison, Indiana,B19101_006,311,"$25,000 to $29,999"
Harrison, Indiana,B19101_007,415,"$30,000 to $34,999"
Harrison, Indiana,B19101_008,408,"$35,000 to $39,999"
Harrison, Indiana,B19101_009,495,"$40,000 to $44,999"
Harrison, Indiana,B19101_010,552,"$45,000 to $49,999"
Harrison, Indiana,B19101_011,885,"$50,000 to $59,999"
Harrison, Indiana,B19101_012,1103,"$60,000 to $74,999"
Harrison, Indiana,B19101_013,2255,"$75,000 to $99,999"
Harrison, Indiana,B19101_014,1013,"$100,000 to $124,999"
Harrison, Indiana,B19101_015,510,"$125,000 to $149,999"
Harrison, Indiana,B19101_016,696,"$150,000 to $199,999"
Harrison, Indiana,B19101_017,406,"$200,000 or more"
Hendricks, Indiana,B19101_002,519,"Less than $10,000"
Hendricks, Indiana,B19101_003,381,"$10,000 to $14,999"
Hendricks, Indiana,B19101_004,648,"$15,000 to $19,999"
Hendricks, Indiana,B19101_005,598,"$20,000 to $24,999"
Hendricks, Indiana,B19101_006,918,"$25,000 to $29,999"
Hendricks, Indiana,B19101_007,803,"$30,000 to $34,999"
Hendricks, Indiana,B19101_008,1121,"$35,000 to $39,999"
Hendricks, Indiana,B19101_009,1766,"$40,000 to $44,999"
Hendricks, Indiana,B19101_010,1434,"$45,000 to $49,999"
Hendricks, Indiana,B19101_011,3178,"$50,000 to $59,999"
Hendricks, Indiana,B19101_012,4990,"$60,000 to $74,999"
Hendricks, Indiana,B19101_013,7675,"$75,000 to $99,999"
Hendricks, Indiana,B19101_014,6762,"$100,000 to $124,999"
Hendricks, Indiana,B19101_015,4770,"$125,000 to $149,999"
Hendricks, Indiana,B19101_016,4438,"$150,000 to $199,999"
Hendricks, Indiana,B19101_017,2938,"$200,000 or more"
Henry, Indiana,B19101_002,748,"Less than $10,000"
Henry, Indiana,B19101_003,284,"$10,000 to $14,999"
Henry, Indiana,B19101_004,437,"$15,000 to $19,999"
Henry, Indiana,B19101_005,575,"$20,000 to $24,999"
Henry, Indiana,B19101_006,570,"$25,000 to $29,999"
Henry, Indiana,B19101_007,549,"$30,000 to $34,999"
Henry, Indiana,B19101_008,646,"$35,000 to $39,999"
Henry, Indiana,B19101_009,744,"$40,000 to $44,999"
Henry, Indiana,B19101_010,644,"$45,000 to $49,999"
Henry, Indiana,B19101_011,1028,"$50,000 to $59,999"
Henry, Indiana,B19101_012,1926,"$60,000 to $74,999"
Henry, Indiana,B19101_013,1876,"$75,000 to $99,999"
Henry, Indiana,B19101_014,1161,"$100,000 to $124,999"
Henry, Indiana,B19101_015,508,"$125,000 to $149,999"
Henry, Indiana,B19101_016,392,"$150,000 to $199,999"
Henry, Indiana,B19101_017,255,"$200,000 or more"
Howard, Indiana,B19101_002,1376,"Less than $10,000"
Howard, Indiana,B19101_003,825,"$10,000 to $14,999"
Howard, Indiana,B19101_004,663,"$15,000 to $19,999"
Howard, Indiana,B19101_005,735,"$20,000 to $24,999"
Howard, Indiana,B19101_006,594,"$25,000 to $29,999"
Howard, Indiana,B19101_007,1128,"$30,000 to $34,999"
Howard, Indiana,B19101_008,996,"$35,000 to $39,999"
Howard, Indiana,B19101_009,899,"$40,000 to $44,999"
Howard, Indiana,B19101_010,917,"$45,000 to $49,999"
Howard, Indiana,B19101_011,2269,"$50,000 to $59,999"
Howard, Indiana,B19101_012,2585,"$60,000 to $74,999"
Howard, Indiana,B19101_013,3950,"$75,000 to $99,999"
Howard, Indiana,B19101_014,2332,"$100,000 to $124,999"
Howard, Indiana,B19101_015,1318,"$125,000 to $149,999"
Howard, Indiana,B19101_016,1279,"$150,000 to $199,999"
Howard, Indiana,B19101_017,709,"$200,000 or more"
Huntington, Indiana,B19101_002,172,"Less than $10,000"
Huntington, Indiana,B19101_003,191,"$10,000 to $14,999"
Huntington, Indiana,B19101_004,256,"$15,000 to $19,999"
Huntington, Indiana,B19101_005,541,"$20,000 to $24,999"
Huntington, Indiana,B19101_006,362,"$25,000 to $29,999"
Huntington, Indiana,B19101_007,379,"$30,000 to $34,999"
Huntington, Indiana,B19101_008,631,"$35,000 to $39,999"
Huntington, Indiana,B19101_009,511,"$40,000 to $44,999"
Huntington, Indiana,B19101_010,613,"$45,000 to $49,999"
Huntington, Indiana,B19101_011,1208,"$50,000 to $59,999"
Huntington, Indiana,B19101_012,1338,"$60,000 to $74,999"
Huntington, Indiana,B19101_013,1677,"$75,000 to $99,999"
Huntington, Indiana,B19101_014,1188,"$100,000 to $124,999"
Huntington, Indiana,B19101_015,467,"$125,000 to $149,999"
Huntington, Indiana,B19101_016,402,"$150,000 to $199,999"
Huntington, Indiana,B19101_017,223,"$200,000 or more"
Jackson, Indiana,B19101_002,538,"Less than $10,000"
Jackson, Indiana,B19101_003,394,"$10,000 to $14,999"
Jackson, Indiana,B19101_004,340,"$15,000 to $19,999"
Jackson, Indiana,B19101_005,428,"$20,000 to $24,999"
Jackson, Indiana,B19101_006,655,"$25,000 to $29,999"
Jackson, Indiana,B19101_007,649,"$30,000 to $34,999"
Jackson, Indiana,B19101_008,732,"$35,000 to $39,999"
Jackson, Indiana,B19101_009,593,"$40,000 to $44,999"
Jackson, Indiana,B19101_010,536,"$45,000 to $49,999"
Jackson, Indiana,B19101_011,1055,"$50,000 to $59,999"
Jackson, Indiana,B19101_012,1400,"$60,000 to $74,999"
Jackson, Indiana,B19101_013,1811,"$75,000 to $99,999"
Jackson, Indiana,B19101_014,1292,"$100,000 to $124,999"
Jackson, Indiana,B19101_015,511,"$125,000 to $149,999"
Jackson, Indiana,B19101_016,617,"$150,000 to $199,999"
Jackson, Indiana,B19101_017,269,"$200,000 or more"
Jasper, Indiana,B19101_002,316,"Less than $10,000"
Jasper, Indiana,B19101_003,94,"$10,000 to $14,999"
Jasper, Indiana,B19101_004,194,"$15,000 to $19,999"
Jasper, Indiana,B19101_005,283,"$20,000 to $24,999"
Jasper, Indiana,B19101_006,309,"$25,000 to $29,999"
Jasper, Indiana,B19101_007,440,"$30,000 to $34,999"
Jasper, Indiana,B19101_008,352,"$35,000 to $39,999"
Jasper, Indiana,B19101_009,569,"$40,000 to $44,999"
Jasper, Indiana,B19101_010,343,"$45,000 to $49,999"
Jasper, Indiana,B19101_011,812,"$50,000 to $59,999"
Jasper, Indiana,B19101_012,1184,"$60,000 to $74,999"
Jasper, Indiana,B19101_013,1704,"$75,000 to $99,999"
Jasper, Indiana,B19101_014,1066,"$100,000 to $124,999"
Jasper, Indiana,B19101_015,457,"$125,000 to $149,999"
Jasper, Indiana,B19101_016,478,"$150,000 to $199,999"
Jasper, Indiana,B19101_017,183,"$200,000 or more"
Jay, Indiana,B19101_002,212,"Less than $10,000"
Jay, Indiana,B19101_003,149,"$10,000 to $14,999"
Jay, Indiana,B19101_004,155,"$15,000 to $19,999"
Jay, Indiana,B19101_005,226,"$20,000 to $24,999"
Jay, Indiana,B19101_006,309,"$25,000 to $29,999"
Jay, Indiana,B19101_007,291,"$30,000 to $34,999"
Jay, Indiana,B19101_008,255,"$35,000 to $39,999"
Jay, Indiana,B19101_009,353,"$40,000 to $44,999"
Jay, Indiana,B19101_010,231,"$45,000 to $49,999"
Jay, Indiana,B19101_011,635,"$50,000 to $59,999"
Jay, Indiana,B19101_012,823,"$60,000 to $74,999"
Jay, Indiana,B19101_013,820,"$75,000 to $99,999"
Jay, Indiana,B19101_014,489,"$100,000 to $124,999"
Jay, Indiana,B19101_015,248,"$125,000 to $149,999"
Jay, Indiana,B19101_016,116,"$150,000 to $199,999"
Jay, Indiana,B19101_017,79,"$200,000 or more"
Jefferson, Indiana,B19101_002,368,"Less than $10,000"
Jefferson, Indiana,B19101_003,289,"$10,000 to $14,999"
Jefferson, Indiana,B19101_004,230,"$15,000 to $19,999"
Jefferson, Indiana,B19101_005,416,"$20,000 to $24,999"
Jefferson, Indiana,B19101_006,326,"$25,000 to $29,999"
Jefferson, Indiana,B19101_007,370,"$30,000 to $34,999"
Jefferson, Indiana,B19101_008,540,"$35,000 to $39,999"
Jefferson, Indiana,B19101_009,320,"$40,000 to $44,999"
Jefferson, Indiana,B19101_010,449,"$45,000 to $49,999"
Jefferson, Indiana,B19101_011,1037,"$50,000 to $59,999"
Jefferson, Indiana,B19101_012,835,"$60,000 to $74,999"
Jefferson, Indiana,B19101_013,1572,"$75,000 to $99,999"
Jefferson, Indiana,B19101_014,744,"$100,000 to $124,999"
Jefferson, Indiana,B19101_015,597,"$125,000 to $149,999"
Jefferson, Indiana,B19101_016,447,"$150,000 to $199,999"
Jefferson, Indiana,B19101_017,201,"$200,000 or more"
Jennings, Indiana,B19101_002,214,"Less than $10,000"
Jennings, Indiana,B19101_003,256,"$10,000 to $14,999"
Jennings, Indiana,B19101_004,215,"$15,000 to $19,999"
Jennings, Indiana,B19101_005,279,"$20,000 to $24,999"
Jennings, Indiana,B19101_006,294,"$25,000 to $29,999"
Jennings, Indiana,B19101_007,238,"$30,000 to $34,999"
Jennings, Indiana,B19101_008,448,"$35,000 to $39,999"
Jennings, Indiana,B19101_009,568,"$40,000 to $44,999"
Jennings, Indiana,B19101_010,299,"$45,000 to $49,999"
Jennings, Indiana,B19101_011,656,"$50,000 to $59,999"
Jennings, Indiana,B19101_012,1183,"$60,000 to $74,999"
Jennings, Indiana,B19101_013,1068,"$75,000 to $99,999"
Jennings, Indiana,B19101_014,728,"$100,000 to $124,999"
Jennings, Indiana,B19101_015,334,"$125,000 to $149,999"
Jennings, Indiana,B19101_016,224,"$150,000 to $199,999"
Jennings, Indiana,B19101_017,122,"$200,000 or more"
Johnson, Indiana,B19101_002,896,"Less than $10,000"
Johnson, Indiana,B19101_003,518,"$10,000 to $14,999"
Johnson, Indiana,B19101_004,615,"$15,000 to $19,999"
Johnson, Indiana,B19101_005,1040,"$20,000 to $24,999"
Johnson, Indiana,B19101_006,1379,"$25,000 to $29,999"
Johnson, Indiana,B19101_007,1344,"$30,000 to $34,999"
Johnson, Indiana,B19101_008,1181,"$35,000 to $39,999"
Johnson, Indiana,B19101_009,1334,"$40,000 to $44,999"
Johnson, Indiana,B19101_010,1439,"$45,000 to $49,999"
Johnson, Indiana,B19101_011,3837,"$50,000 to $59,999"
Johnson, Indiana,B19101_012,4485,"$60,000 to $74,999"
Johnson, Indiana,B19101_013,7124,"$75,000 to $99,999"
Johnson, Indiana,B19101_014,5358,"$100,000 to $124,999"
Johnson, Indiana,B19101_015,3544,"$125,000 to $149,999"
Johnson, Indiana,B19101_016,3473,"$150,000 to $199,999"
Johnson, Indiana,B19101_017,2785,"$200,000 or more"
Knox, Indiana,B19101_002,575,"Less than $10,000"
Knox, Indiana,B19101_003,213,"$10,000 to $14,999"
Knox, Indiana,B19101_004,365,"$15,000 to $19,999"
Knox, Indiana,B19101_005,536,"$20,000 to $24,999"
Knox, Indiana,B19101_006,511,"$25,000 to $29,999"
Knox, Indiana,B19101_007,371,"$30,000 to $34,999"
Knox, Indiana,B19101_008,452,"$35,000 to $39,999"
Knox, Indiana,B19101_009,475,"$40,000 to $44,999"
Knox, Indiana,B19101_010,503,"$45,000 to $49,999"
Knox, Indiana,B19101_011,863,"$50,000 to $59,999"
Knox, Indiana,B19101_012,1303,"$60,000 to $74,999"
Knox, Indiana,B19101_013,1526,"$75,000 to $99,999"
Knox, Indiana,B19101_014,905,"$100,000 to $124,999"
Knox, Indiana,B19101_015,324,"$125,000 to $149,999"
Knox, Indiana,B19101_016,596,"$150,000 to $199,999"
Knox, Indiana,B19101_017,234,"$200,000 or more"
Kosciusko, Indiana,B19101_002,442,"Less than $10,000"
Kosciusko, Indiana,B19101_003,392,"$10,000 to $14,999"
Kosciusko, Indiana,B19101_004,639,"$15,000 to $19,999"
Kosciusko, Indiana,B19101_005,820,"$20,000 to $24,999"
Kosciusko, Indiana,B19101_006,842,"$25,000 to $29,999"
Kosciusko, Indiana,B19101_007,844,"$30,000 to $34,999"
Kosciusko, Indiana,B19101_008,1028,"$35,000 to $39,999"
Kosciusko, Indiana,B19101_009,1316,"$40,000 to $44,999"
Kosciusko, Indiana,B19101_010,1073,"$45,000 to $49,999"
Kosciusko, Indiana,B19101_011,2092,"$50,000 to $59,999"
Kosciusko, Indiana,B19101_012,2815,"$60,000 to $74,999"
Kosciusko, Indiana,B19101_013,3626,"$75,000 to $99,999"
Kosciusko, Indiana,B19101_014,2506,"$100,000 to $124,999"
Kosciusko, Indiana,B19101_015,1234,"$125,000 to $149,999"
Kosciusko, Indiana,B19101_016,989,"$150,000 to $199,999"
Kosciusko, Indiana,B19101_017,1027,"$200,000 or more"
LaGrange, Indiana,B19101_002,246,"Less than $10,000"
LaGrange, Indiana,B19101_003,99,"$10,000 to $14,999"
LaGrange, Indiana,B19101_004,183,"$15,000 to $19,999"
LaGrange, Indiana,B19101_005,246,"$20,000 to $24,999"
LaGrange, Indiana,B19101_006,299,"$25,000 to $29,999"
LaGrange, Indiana,B19101_007,398,"$30,000 to $34,999"
LaGrange, Indiana,B19101_008,542,"$35,000 to $39,999"
LaGrange, Indiana,B19101_009,537,"$40,000 to $44,999"
LaGrange, Indiana,B19101_010,436,"$45,000 to $49,999"
LaGrange, Indiana,B19101_011,988,"$50,000 to $59,999"
LaGrange, Indiana,B19101_012,1446,"$60,000 to $74,999"
LaGrange, Indiana,B19101_013,1745,"$75,000 to $99,999"
LaGrange, Indiana,B19101_014,877,"$100,000 to $124,999"
LaGrange, Indiana,B19101_015,497,"$125,000 to $149,999"
LaGrange, Indiana,B19101_016,576,"$150,000 to $199,999"
LaGrange, Indiana,B19101_017,331,"$200,000 or more"
Lake, Indiana,B19101_002,6886,"Less than $10,000"
Lake, Indiana,B19101_003,3780,"$10,000 to $14,999"
Lake, Indiana,B19101_004,4031,"$15,000 to $19,999"
Lake, Indiana,B19101_005,4215,"$20,000 to $24,999"
Lake, Indiana,B19101_006,5078,"$25,000 to $29,999"
Lake, Indiana,B19101_007,4822,"$30,000 to $34,999"
Lake, Indiana,B19101_008,5518,"$35,000 to $39,999"
Lake, Indiana,B19101_009,5311,"$40,000 to $44,999"
Lake, Indiana,B19101_010,4946,"$45,000 to $49,999"
Lake, Indiana,B19101_011,10516,"$50,000 to $59,999"
Lake, Indiana,B19101_012,13404,"$60,000 to $74,999"
Lake, Indiana,B19101_013,18923,"$75,000 to $99,999"
Lake, Indiana,B19101_014,13456,"$100,000 to $124,999"
Lake, Indiana,B19101_015,8305,"$125,000 to $149,999"
Lake, Indiana,B19101_016,7722,"$150,000 to $199,999"
Lake, Indiana,B19101_017,5585,"$200,000 or more"
LaPorte, Indiana,B19101_002,1369,"Less than $10,000"
LaPorte, Indiana,B19101_003,830,"$10,000 to $14,999"
LaPorte, Indiana,B19101_004,1211,"$15,000 to $19,999"
LaPorte, Indiana,B19101_005,847,"$20,000 to $24,999"
LaPorte, Indiana,B19101_006,1111,"$25,000 to $29,999"
LaPorte, Indiana,B19101_007,1264,"$30,000 to $34,999"
LaPorte, Indiana,B19101_008,1315,"$35,000 to $39,999"
LaPorte, Indiana,B19101_009,1503,"$40,000 to $44,999"
LaPorte, Indiana,B19101_010,1187,"$45,000 to $49,999"
LaPorte, Indiana,B19101_011,2464,"$50,000 to $59,999"
LaPorte, Indiana,B19101_012,3606,"$60,000 to $74,999"
LaPorte, Indiana,B19101_013,4644,"$75,000 to $99,999"
LaPorte, Indiana,B19101_014,2500,"$100,000 to $124,999"
LaPorte, Indiana,B19101_015,1764,"$125,000 to $149,999"
LaPorte, Indiana,B19101_016,1329,"$150,000 to $199,999"
LaPorte, Indiana,B19101_017,1084,"$200,000 or more"
Lawrence, Indiana,B19101_002,429,"Less than $10,000"
Lawrence, Indiana,B19101_003,428,"$10,000 to $14,999"
Lawrence, Indiana,B19101_004,465,"$15,000 to $19,999"
Lawrence, Indiana,B19101_005,523,"$20,000 to $24,999"
Lawrence, Indiana,B19101_006,472,"$25,000 to $29,999"
Lawrence, Indiana,B19101_007,713,"$30,000 to $34,999"
Lawrence, Indiana,B19101_008,630,"$35,000 to $39,999"
Lawrence, Indiana,B19101_009,629,"$40,000 to $44,999"
Lawrence, Indiana,B19101_010,564,"$45,000 to $49,999"
Lawrence, Indiana,B19101_011,1396,"$50,000 to $59,999"
Lawrence, Indiana,B19101_012,1764,"$60,000 to $74,999"
Lawrence, Indiana,B19101_013,2264,"$75,000 to $99,999"
Lawrence, Indiana,B19101_014,1348,"$100,000 to $124,999"
Lawrence, Indiana,B19101_015,571,"$125,000 to $149,999"
Lawrence, Indiana,B19101_016,444,"$150,000 to $199,999"
Lawrence, Indiana,B19101_017,303,"$200,000 or more"
Madison, Indiana,B19101_002,1678,"Less than $10,000"
Madison, Indiana,B19101_003,1262,"$10,000 to $14,999"
Madison, Indiana,B19101_004,1446,"$15,000 to $19,999"
Madison, Indiana,B19101_005,1576,"$20,000 to $24,999"
Madison, Indiana,B19101_006,1619,"$25,000 to $29,999"
Madison, Indiana,B19101_007,1684,"$30,000 to $34,999"
Madison, Indiana,B19101_008,1650,"$35,000 to $39,999"
Madison, Indiana,B19101_009,1639,"$40,000 to $44,999"
Madison, Indiana,B19101_010,1511,"$45,000 to $49,999"
Madison, Indiana,B19101_011,3191,"$50,000 to $59,999"
Madison, Indiana,B19101_012,4703,"$60,000 to $74,999"
Madison, Indiana,B19101_013,4711,"$75,000 to $99,999"
Madison, Indiana,B19101_014,3454,"$100,000 to $124,999"
Madison, Indiana,B19101_015,1809,"$125,000 to $149,999"
Madison, Indiana,B19101_016,1206,"$150,000 to $199,999"
Madison, Indiana,B19101_017,851,"$200,000 or more"
Marion, Indiana,B19101_002,11847,"Less than $10,000"
Marion, Indiana,B19101_003,6695,"$10,000 to $14,999"
Marion, Indiana,B19101_004,8067,"$15,000 to $19,999"
Marion, Indiana,B19101_005,9727,"$20,000 to $24,999"
Marion, Indiana,B19101_006,10023,"$25,000 to $29,999"
Marion, Indiana,B19101_007,9961,"$30,000 to $34,999"
Marion, Indiana,B19101_008,10225,"$35,000 to $39,999"
Marion, Indiana,B19101_009,10127,"$40,000 to $44,999"
Marion, Indiana,B19101_010,9129,"$45,000 to $49,999"
Marion, Indiana,B19101_011,17127,"$50,000 to $59,999"
Marion, Indiana,B19101_012,21521,"$60,000 to $74,999"
Marion, Indiana,B19101_013,27450,"$75,000 to $99,999"
Marion, Indiana,B19101_014,18529,"$100,000 to $124,999"
Marion, Indiana,B19101_015,11899,"$125,000 to $149,999"
Marion, Indiana,B19101_016,11675,"$150,000 to $199,999"
Marion, Indiana,B19101_017,10536,"$200,000 or more"
Marshall, Indiana,B19101_002,274,"Less than $10,000"
Marshall, Indiana,B19101_003,297,"$10,000 to $14,999"
Marshall, Indiana,B19101_004,267,"$15,000 to $19,999"
Marshall, Indiana,B19101_005,427,"$20,000 to $24,999"
Marshall, Indiana,B19101_006,671,"$25,000 to $29,999"
Marshall, Indiana,B19101_007,486,"$30,000 to $34,999"
Marshall, Indiana,B19101_008,566,"$35,000 to $39,999"
Marshall, Indiana,B19101_009,588,"$40,000 to $44,999"
Marshall, Indiana,B19101_010,486,"$45,000 to $49,999"
Marshall, Indiana,B19101_011,1296,"$50,000 to $59,999"
Marshall, Indiana,B19101_012,1645,"$60,000 to $74,999"
Marshall, Indiana,B19101_013,2040,"$75,000 to $99,999"
Marshall, Indiana,B19101_014,1272,"$100,000 to $124,999"
Marshall, Indiana,B19101_015,771,"$125,000 to $149,999"
Marshall, Indiana,B19101_016,485,"$150,000 to $199,999"
Marshall, Indiana,B19101_017,350,"$200,000 or more"
Martin, Indiana,B19101_002,92,"Less than $10,000"
Martin, Indiana,B19101_003,70,"$10,000 to $14,999"
Martin, Indiana,B19101_004,112,"$15,000 to $19,999"
Martin, Indiana,B19101_005,71,"$20,000 to $24,999"
Martin, Indiana,B19101_006,131,"$25,000 to $29,999"
Martin, Indiana,B19101_007,67,"$30,000 to $34,999"
Martin, Indiana,B19101_008,136,"$35,000 to $39,999"
Martin, Indiana,B19101_009,111,"$40,000 to $44,999"
Martin, Indiana,B19101_010,111,"$45,000 to $49,999"
Martin, Indiana,B19101_011,337,"$50,000 to $59,999"
Martin, Indiana,B19101_012,354,"$60,000 to $74,999"
Martin, Indiana,B19101_013,499,"$75,000 to $99,999"
Martin, Indiana,B19101_014,301,"$100,000 to $124,999"
Martin, Indiana,B19101_015,127,"$125,000 to $149,999"
Martin, Indiana,B19101_016,97,"$150,000 to $199,999"
Martin, Indiana,B19101_017,66,"$200,000 or more"
Miami, Indiana,B19101_002,429,"Less than $10,000"
Miami, Indiana,B19101_003,198,"$10,000 to $14,999"
Miami, Indiana,B19101_004,322,"$15,000 to $19,999"
Miami, Indiana,B19101_005,618,"$20,000 to $24,999"
Miami, Indiana,B19101_006,444,"$25,000 to $29,999"
Miami, Indiana,B19101_007,405,"$30,000 to $34,999"
Miami, Indiana,B19101_008,454,"$35,000 to $39,999"
Miami, Indiana,B19101_009,357,"$40,000 to $44,999"
Miami, Indiana,B19101_010,558,"$45,000 to $49,999"
Miami, Indiana,B19101_011,977,"$50,000 to $59,999"
Miami, Indiana,B19101_012,1288,"$60,000 to $74,999"
Miami, Indiana,B19101_013,1493,"$75,000 to $99,999"
Miami, Indiana,B19101_014,871,"$100,000 to $124,999"
Miami, Indiana,B19101_015,470,"$125,000 to $149,999"
Miami, Indiana,B19101_016,286,"$150,000 to $199,999"
Miami, Indiana,B19101_017,148,"$200,000 or more"
Monroe, Indiana,B19101_002,1531,"Less than $10,000"
Monroe, Indiana,B19101_003,903,"$10,000 to $14,999"
Monroe, Indiana,B19101_004,1102,"$15,000 to $19,999"
Monroe, Indiana,B19101_005,947,"$20,000 to $24,999"
Monroe, Indiana,B19101_006,1193,"$25,000 to $29,999"
Monroe, Indiana,B19101_007,1096,"$30,000 to $34,999"
Monroe, Indiana,B19101_008,876,"$35,000 to $39,999"
Monroe, Indiana,B19101_009,1157,"$40,000 to $44,999"
Monroe, Indiana,B19101_010,1149,"$45,000 to $49,999"
Monroe, Indiana,B19101_011,2484,"$50,000 to $59,999"
Monroe, Indiana,B19101_012,3037,"$60,000 to $74,999"
Monroe, Indiana,B19101_013,3979,"$75,000 to $99,999"
Monroe, Indiana,B19101_014,3444,"$100,000 to $124,999"
Monroe, Indiana,B19101_015,2212,"$125,000 to $149,999"
Monroe, Indiana,B19101_016,2042,"$150,000 to $199,999"
Monroe, Indiana,B19101_017,1983,"$200,000 or more"
Montgomery, Indiana,B19101_002,244,"Less than $10,000"
Montgomery, Indiana,B19101_003,68,"$10,000 to $14,999"
Montgomery, Indiana,B19101_004,266,"$15,000 to $19,999"
Montgomery, Indiana,B19101_005,306,"$20,000 to $24,999"
Montgomery, Indiana,B19101_006,411,"$25,000 to $29,999"
Montgomery, Indiana,B19101_007,581,"$30,000 to $34,999"
Montgomery, Indiana,B19101_008,592,"$35,000 to $39,999"
Montgomery, Indiana,B19101_009,606,"$40,000 to $44,999"
Montgomery, Indiana,B19101_010,489,"$45,000 to $49,999"
Montgomery, Indiana,B19101_011,1108,"$50,000 to $59,999"
Montgomery, Indiana,B19101_012,1219,"$60,000 to $74,999"
Montgomery, Indiana,B19101_013,1910,"$75,000 to $99,999"
Montgomery, Indiana,B19101_014,1078,"$100,000 to $124,999"
Montgomery, Indiana,B19101_015,580,"$125,000 to $149,999"
Montgomery, Indiana,B19101_016,509,"$150,000 to $199,999"
Montgomery, Indiana,B19101_017,348,"$200,000 or more"
Morgan, Indiana,B19101_002,520,"Less than $10,000"
Morgan, Indiana,B19101_003,455,"$10,000 to $14,999"
Morgan, Indiana,B19101_004,344,"$15,000 to $19,999"
Morgan, Indiana,B19101_005,565,"$20,000 to $24,999"
Morgan, Indiana,B19101_006,560,"$25,000 to $29,999"
Morgan, Indiana,B19101_007,844,"$30,000 to $34,999"
Morgan, Indiana,B19101_008,698,"$35,000 to $39,999"
Morgan, Indiana,B19101_009,945,"$40,000 to $44,999"
Morgan, Indiana,B19101_010,860,"$45,000 to $49,999"
Morgan, Indiana,B19101_011,1690,"$50,000 to $59,999"
Morgan, Indiana,B19101_012,2439,"$60,000 to $74,999"
Morgan, Indiana,B19101_013,3149,"$75,000 to $99,999"
Morgan, Indiana,B19101_014,2240,"$100,000 to $124,999"
Morgan, Indiana,B19101_015,1546,"$125,000 to $149,999"
Morgan, Indiana,B19101_016,1174,"$150,000 to $199,999"
Morgan, Indiana,B19101_017,621,"$200,000 or more"
Newton, Indiana,B19101_002,232,"Less than $10,000"
Newton, Indiana,B19101_003,45,"$10,000 to $14,999"
Newton, Indiana,B19101_004,55,"$15,000 to $19,999"
Newton, Indiana,B19101_005,119,"$20,000 to $24,999"
Newton, Indiana,B19101_006,211,"$25,000 to $29,999"
Newton, Indiana,B19101_007,301,"$30,000 to $34,999"
Newton, Indiana,B19101_008,164,"$35,000 to $39,999"
Newton, Indiana,B19101_009,165,"$40,000 to $44,999"
Newton, Indiana,B19101_010,210,"$45,000 to $49,999"
Newton, Indiana,B19101_011,354,"$50,000 to $59,999"
Newton, Indiana,B19101_012,552,"$60,000 to $74,999"
Newton, Indiana,B19101_013,725,"$75,000 to $99,999"
Newton, Indiana,B19101_014,340,"$100,000 to $124,999"
Newton, Indiana,B19101_015,206,"$125,000 to $149,999"
Newton, Indiana,B19101_016,75,"$150,000 to $199,999"
Newton, Indiana,B19101_017,82,"$200,000 or more"
Noble, Indiana,B19101_002,368,"Less than $10,000"
Noble, Indiana,B19101_003,111,"$10,000 to $14,999"
Noble, Indiana,B19101_004,374,"$15,000 to $19,999"
Noble, Indiana,B19101_005,366,"$20,000 to $24,999"
Noble, Indiana,B19101_006,499,"$25,000 to $29,999"
Noble, Indiana,B19101_007,742,"$30,000 to $34,999"
Noble, Indiana,B19101_008,619,"$35,000 to $39,999"
Noble, Indiana,B19101_009,819,"$40,000 to $44,999"
