GEOID,NAME,variable,estimate,moe,Sex,Age,zip_pop,prop_sex,prop_age,prop_sex_age
60615,ZCTA5 60615,B01001I_031,0,23,Female,85 years and over,2573,0.45083560046638166,0.002331908278274388,0
60616,ZCTA5 60616,B01001I_003,208,140,Male,Under 5 years,4600,0.4926086956521739,0.06934782608695653,0.04521739130434783
60616,ZCTA5 60616,B01001I_004,122,69,Male,5 to 9 years,4600,0.4926086956521739,0.04065217391304348,0.026521739130434784
60616,ZCTA5 60616,B01001I_005,125,66,Male,10 to 14 years,4600,0.4926086956521739,0.04782608695652174,0.02717391304347826
60616,ZCTA5 60616,B01001I_006,41,40,Male,15 to 17 years,4600,0.4926086956521739,0.03369565217391304,0.008913043478260869
60616,ZCTA5 60616,B01001I_007,64,34,Male,18 and 19 years,4600,0.4926086956521739,0.036521739130434785,0.01391304347826087
60616,ZCTA5 60616,B01001I_008,115,69,Male,20 to 24 years,4600,0.4926086956521739,0.06652173913043478,0.025
60616,ZCTA5 60616,B01001I_009,274,187,Male,25 to 29 years,4600,0.4926086956521739,0.08630434782608695,0.05956521739130435
60616,ZCTA5 60616,B01001I_010,405,248,Male,30 to 34 years,4600,0.4926086956521739,0.1323913043478261,0.08804347826086957
60616,ZCTA5 60616,B01001I_011,296,99,Male,35 to 44 years,4600,0.4926086956521739,0.13869565217391305,0.06434782608695652
60616,ZCTA5 60616,B01001I_012,172,75,Male,45 to 54 years,4600,0.4926086956521739,0.11978260869565217,0.03739130434782609
60616,ZCTA5 60616,B01001I_013,210,100,Male,55 to 64 years,4600,0.4926086956521739,0.10673913043478261,0.04565217391304348
60616,ZCTA5 60616,B01001I_014,137,104,Male,65 to 74 years,4600,0.4926086956521739,0.06717391304347826,0.029782608695652173
60616,ZCTA5 60616,B01001I_015,65,46,Male,75 to 84 years,4600,0.4926086956521739,0.03891304347826087,0.014130434782608696
60616,ZCTA5 60616,B01001I_016,32,33,Male,85 years and over,4600,0.4926086956521739,0.015434782608695652,0.006956521739130435
60616,ZCTA5 60616,B01001I_018,111,64,Female,Under 5 years,4600,0.5073913043478261,0.06934782608695653,0.024130434782608696
60616,ZCTA5 60616,B01001I_019,65,55,Female,5 to 9 years,4600,0.5073913043478261,0.04065217391304348,0.014130434782608696
60616,ZCTA5 60616,B01001I_020,95,55,Female,10 to 14 years,4600,0.5073913043478261,0.04782608695652174,0.020652173913043477
60616,ZCTA5 60616,B01001I_021,114,77,Female,15 to 17 years,4600,0.5073913043478261,0.03369565217391304,0.024782608695652172
60616,ZCTA5 60616,B01001I_022,104,74,Female,18 and 19 years,4600,0.5073913043478261,0.036521739130434785,0.022608695652173914
60616,ZCTA5 60616,B01001I_023,191,110,Female,20 to 24 years,4600,0.5073913043478261,0.06652173913043478,0.04152173913043478
60616,ZCTA5 60616,B01001I_024,123,61,Female,25 to 29 years,4600,0.5073913043478261,0.08630434782608695,0.02673913043478261
60616,ZCTA5 60616,B01001I_025,204,90,Female,30 to 34 years,4600,0.5073913043478261,0.1323913043478261,0.04434782608695652
60616,ZCTA5 60616,B01001I_026,342,129,Female,35 to 44 years,4600,0.5073913043478261,0.13869565217391305,0.07434782608695652
60616,ZCTA5 60616,B01001I_027,379,178,Female,45 to 54 years,4600,0.5073913043478261,0.11978260869565217,0.08239130434782609
60616,ZCTA5 60616,B01001I_028,281,113,Female,55 to 64 years,4600,0.5073913043478261,0.10673913043478261,0.06108695652173913
60616,ZCTA5 60616,B01001I_029,172,116,Female,65 to 74 years,4600,0.5073913043478261,0.06717391304347826,0.03739130434782609
60616,ZCTA5 60616,B01001I_030,114,76,Female,75 to 84 years,4600,0.5073913043478261,0.03891304347826087,0.024782608695652172
60616,ZCTA5 60616,B01001I_031,39,29,Female,85 years and over,4600,0.5073913043478261,0.015434782608695652,0.008478260869565218
60617,ZCTA5 60617,B01001I_003,1060,217,Male,Under 5 years,31079,0.4864699636410438,0.07223527140512886,0.034106631487499595
60617,ZCTA5 60617,B01001I_004,1185,260,Male,5 to 9 years,31079,0.4864699636410438,0.08455870523504617,0.03812863991762927
60617,ZCTA5 60617,B01001I_005,1494,302,Male,10 to 14 years,31079,0.4864699636410438,0.09807265356028186,0.04807104475690981
60617,ZCTA5 60617,B01001I_006,885,211,Male,15 to 17 years,31079,0.4864699636410438,0.05823868206827761,0.028475819685318062
60617,ZCTA5 60617,B01001I_007,455,143,Male,18 and 19 years,31079,0.4864699636410438,0.03153254609221661,0.014640110685671998
60617,ZCTA5 60617,B01001I_008,1193,256,Male,20 to 24 years,31079,0.4864699636410438,0.07197786286560057,0.03838604845715757
60617,ZCTA5 60617,B01001I_009,1102,213,Male,25 to 29 years,31079,0.4864699636410438,0.07181698252839538,0.035458026320023164
60617,ZCTA5 60617,B01001I_010,839,176,Male,30 to 34 years,31079,0.4864699636410438,0.059171788024067695,0.026995720583030344
60617,ZCTA5 60617,B01001I_011,1921,288,Male,35 to 44 years,31079,0.4864699636410438,0.12062807683644905,0.06181022555423276
60617,ZCTA5 60617,B01001I_012,1990,243,Male,45 to 54 years,31079,0.4864699636410438,0.1253257826828405,0.06403037420766435
60617,ZCTA5 60617,B01001I_013,1447,198,Male,55 to 64 years,31079,0.4864699636410438,0.09031822130699185,0.046558769587181054
60617,ZCTA5 60617,B01001I_014,916,185,Male,65 to 74 years,31079,0.4864699636410438,0.06393384600534123,0.02947327777599022
60617,ZCTA5 60617,B01001I_015,530,135,Male,75 to 84 years,31079,0.4864699636410438,0.03577978699443354,0.017053315743749797
60617,ZCTA5 60617,B01001I_016,102,57,Male,85 years and over,31079,0.4864699636410438,0.016409794394929053,0.0032819588789858105
60617,ZCTA5 60617,B01001I_018,1185,277,Female,Under 5 years,31079,0.5135300363589562,0.07223527140512886,0.03812863991762927
60617,ZCTA5 60617,B01001I_019,1443,279,Female,5 to 9 years,31079,0.5135300363589562,0.08455870523504617,0.046430065317416905
60617,ZCTA5 60617,B01001I_020,1554,294,Female,10 to 14 years,31079,0.5135300363589562,0.09807265356028186,0.05000160880337205
60617,ZCTA5 60617,B01001I_021,925,192,Female,15 to 17 years,31079,0.5135300363589562,0.05823868206827761,0.029762862382959554
60617,ZCTA5 60617,B01001I_022,525,135,Female,18 and 19 years,31079,0.5135300363589562,0.03153254609221661,0.01689243540654461
60617,ZCTA5 60617,B01001I_023,1044,191,Female,20 to 24 years,31079,0.5135300363589562,0.07197786286560057,0.033591814408443
60617,ZCTA5 60617,B01001I_024,1130,261,Female,25 to 29 years,31079,0.5135300363589562,0.07181698252839538,0.03635895620837221
60617,ZCTA5 60617,B01001I_025,1000,210,Female,30 to 34 years,31079,0.5135300363589562,0.059171788024067695,0.032176067441037355
60617,ZCTA5 60617,B01001I_026,1828,283,Female,35 to 44 years,31079,0.5135300363589562,0.12062807683644905,0.05881785128221629
60617,ZCTA5 60617,B01001I_027,1905,278,Female,45 to 54 years,31079,0.5135300363589562,0.1253257826828405,0.061295408475176165
60617,ZCTA5 60617,B01001I_028,1360,203,Female,55 to 64 years,31079,0.5135300363589562,0.09031822130699185,0.043759451719810806
60617,ZCTA5 60617,B01001I_029,1071,211,Female,65 to 74 years,31079,0.5135300363589562,0.06393384600534123,0.03446056822935101
60617,ZCTA5 60617,B01001I_030,582,168,Female,75 to 84 years,31079,0.5135300363589562,0.03577978699443354,0.018726471250683743
60617,ZCTA5 60617,B01001I_031,408,194,Female,85 years and over,31079,0.5135300363589562,0.016409794394929053,0.013127835515943242
60618,ZCTA5 60618,B01001I_003,1580,321,Male,Under 5 years,38152,0.5190815684629901,0.07475361711050535,0.04141329419165443
60618,ZCTA5 60618,B01001I_004,1525,283,Male,5 to 9 years,38152,0.5190815684629901,0.0810704550220172,0.0399716921786538
60618,ZCTA5 60618,B01001I_005,1039,260,Male,10 to 14 years,38152,0.5190815684629901,0.0698521702663032,0.027233172572866428
60618,ZCTA5 60618,B01001I_006,542,152,Male,15 to 17 years,38152,0.5190815684629901,0.03425770601803313,0.014206332564478926
60618,ZCTA5 60618,B01001I_007,697,175,Male,18 and 19 years,38152,0.5190815684629901,0.03208219752568673,0.018269029146571608
60618,ZCTA5 60618,B01001I_008,1806,357,Male,20 to 24 years,38152,0.5190815684629901,0.07855420423568882,0.047336967917802474
60618,ZCTA5 60618,B01001I_009,1946,361,Male,25 to 29 years,38152,0.5190815684629901,0.09097819249318516,0.05100650031453135
60618,ZCTA5 60618,B01001I_010,2046,355,Male,30 to 34 years,38152,0.5190815684629901,0.09265569301740406,0.053627594883623404
60618,ZCTA5 60618,B01001I_011,3123,369,Male,35 to 44 years,38152,0.5190815684629901,0.1500314531348291,0.08185678339274481
60618,ZCTA5 60618,B01001I_012,2877,351,Male,45 to 54 years,38152,0.5190815684629901,0.1359823862444957,0.07540889075277836
60618,ZCTA5 60618,B01001I_013,1485,294,Male,55 to 64 years,38152,0.5190815684629901,0.07747955546236109,0.038923254351016984
60618,ZCTA5 60618,B01001I_014,724,148,Male,65 to 74 years,38152,0.5190815684629901,0.053837282449150765,0.018976724680226462
60618,ZCTA5 60618,B01001I_015,347,152,Male,75 to 84 years,38152,0.5190815684629901,0.022200671000209688,0.009095198154749424
60618,ZCTA5 60618,B01001I_016,67,46,Male,85 years and over,38152,0.5190815684629901,0.006264416020130006,0.0017561333612916754
60618,ZCTA5 60618,B01001I_018,1272,272,Female,Under 5 years,38152,0.48091843153700986,0.07475361711050535,0.03334032291885091
60618,ZCTA5 60618,B01001I_019,1568,307,Female,5 to 9 years,38152,0.48091843153700986,0.0810704550220172,0.04109876284336339
60618,ZCTA5 60618,B01001I_020,1626,319,Female,10 to 14 years,38152,0.48091843153700986,0.0698521702663032,0.04261899769343678
60618,ZCTA5 60618,B01001I_021,765,207,Female,15 to 17 years,38152,0.48091843153700986,0.03425770601803313,0.020051373453554205
60618,ZCTA5 60618,B01001I_022,527,167,Female,18 and 19 years,38152,0.48091843153700986,0.03208219752568673,0.013813168379115118
60618,ZCTA5 60618,B01001I_023,1191,229,Female,20 to 24 years,38152,0.48091843153700986,0.07855420423568882,0.031217236317886348
60618,ZCTA5 60618,B01001I_024,1525,291,Female,25 to 29 years,38152,0.48091843153700986,0.09097819249318516,0.0399716921786538
60618,ZCTA5 60618,B01001I_025,1489,296,Female,30 to 34 years,38152,0.48091843153700986,0.09265569301740406,0.039028098133780664
60618,ZCTA5 60618,B01001I_026,2601,327,Female,35 to 44 years,38152,0.48091843153700986,0.1500314531348291,0.06817466974208429
60618,ZCTA5 60618,B01001I_027,2311,350,Female,45 to 54 years,38152,0.48091843153700986,0.1359823862444957,0.06057349549171734
60618,ZCTA5 60618,B01001I_028,1471,264,Female,55 to 64 years,38152,0.48091843153700986,0.07747955546236109,0.038556301111344095
60618,ZCTA5 60618,B01001I_029,1330,260,Female,65 to 74 years,38152,0.48091843153700986,0.053837282449150765,0.0348605577689243
60618,ZCTA5 60618,B01001I_030,500,189,Female,75 to 84 years,38152,0.48091843153700986,0.022200671000209688,0.013105472845460264
60618,ZCTA5 60618,B01001I_031,172,122,Female,85 years and over,38152,0.48091843153700986,0.006264416020130006,0.004508282658838331
60619,ZCTA5 60619,B01001I_003,65,69,Male,Under 5 years,869,0.6444188722669736,0.07479861910241657,0.07479861910241657
60619,ZCTA5 60619,B01001I_004,113,114,Male,5 to 9 years,869,0.6444188722669736,0.15995397008055237,0.13003452243958574
60619,ZCTA5 60619,B01001I_005,36,33,Male,10 to 14 years,869,0.6444188722669736,0.05178365937859609,0.04142692750287687
60619,ZCTA5 60619,B01001I_006,27,39,Male,15 to 17 years,869,0.6444188722669736,0.06904487917146145,0.031070195627157654
60619,ZCTA5 60619,B01001I_007,8,12,Male,18 and 19 years,869,0.6444188722669736,0.009205983889528193,0.009205983889528193
60619,ZCTA5 60619,B01001I_008,52,52,Male,20 to 24 years,869,0.6444188722669736,0.0759493670886076,0.05983889528193326
60619,ZCTA5 60619,B01001I_009,51,54,Male,25 to 29 years,869,0.6444188722669736,0.05868814729574223,0.05868814729574223
60619,ZCTA5 60619,B01001I_010,38,40,Male,30 to 34 years,869,0.6444188722669736,0.05983889528193326,0.04372842347525892
60619,ZCTA5 60619,B01001I_011,62,51,Male,35 to 44 years,869,0.6444188722669736,0.22669735327963175,0.0713463751438435
60619,ZCTA5 60619,B01001I_012,15,23,Male,45 to 54 years,869,0.6444188722669736,0.04257767548906789,0.01726121979286536
60619,ZCTA5 60619,B01001I_013,71,59,Male,55 to 64 years,869,0.6444188722669736,0.10817031070195628,0.08170310701956271
60619,ZCTA5 60619,B01001I_014,22,38,Male,65 to 74 years,869,0.6444188722669736,0.06329113924050633,0.02531645569620253
60619,ZCTA5 60619,B01001I_015,0,26,Male,75 to 84 years,869,0.6444188722669736,0,0
60619,ZCTA5 60619,B01001I_016,0,26,Male,85 years and over,869,0.6444188722669736,0,0
60619,ZCTA5 60619,B01001I_018,0,26,Female,Under 5 years,869,0.35558112773302647,0.07479861910241657,0
60619,ZCTA5 60619,B01001I_019,26,38,Female,5 to 9 years,869,0.35558112773302647,0.15995397008055237,0.02991944764096663
60619,ZCTA5 60619,B01001I_020,9,10,Female,10 to 14 years,869,0.35558112773302647,0.05178365937859609,0.010356731875719217
60619,ZCTA5 60619,B01001I_021,33,40,Female,15 to 17 years,869,0.35558112773302647,0.06904487917146145,0.0379746835443038
60619,ZCTA5 60619,B01001I_022,0,26,Female,18 and 19 years,869,0.35558112773302647,0.009205983889528193,0
60619,ZCTA5 60619,B01001I_023,14,21,Female,20 to 24 years,869,0.35558112773302647,0.0759493670886076,0.01611047180667434
60619,ZCTA5 60619,B01001I_024,0,26,Female,25 to 29 years,869,0.35558112773302647,0.05868814729574223,0
60619,ZCTA5 60619,B01001I_025,14,21,Female,30 to 34 years,869,0.35558112773302647,0.05983889528193326,0.01611047180667434
60619,ZCTA5 60619,B01001I_026,135,103,Female,35 to 44 years,869,0.35558112773302647,0.22669735327963175,0.15535097813578827
60619,ZCTA5 60619,B01001I_027,22,24,Female,45 to 54 years,869,0.35558112773302647,0.04257767548906789,0.02531645569620253
60619,ZCTA5 60619,B01001I_028,23,27,Female,55 to 64 years,869,0.35558112773302647,0.10817031070195628,0.026467203682393557
60619,ZCTA5 60619,B01001I_029,33,41,Female,65 to 74 years,869,0.35558112773302647,0.06329113924050633,0.0379746835443038
60619,ZCTA5 60619,B01001I_030,0,26,Female,75 to 84 years,869,0.35558112773302647,0,0
60619,ZCTA5 60619,B01001I_031,0,26,Female,85 years and over,869,0.35558112773302647,0,0
60620,ZCTA5 60620,B01001I_003,70,71,Male,Under 5 years,911,0.5257958287596048,0.14928649835345773,0.07683863885839737
60620,ZCTA5 60620,B01001I_004,80,58,Male,5 to 9 years,911,0.5257958287596048,0.1602634467618002,0.08781558726673985
60620,ZCTA5 60620,B01001I_005,68,58,Male,10 to 14 years,911,0.5257958287596048,0.1207464324917673,0.07464324917672886
60620,ZCTA5 60620,B01001I_006,38,33,Male,15 to 17 years,911,0.5257958287596048,0.04939626783754116,0.04171240395170143
60620,ZCTA5 60620,B01001I_007,17,18,Male,18 and 19 years,911,0.5257958287596048,0.02854006586169045,0.018660812294182216
60620,ZCTA5 60620,B01001I_008,18,19,Male,20 to 24 years,911,0.5257958287596048,0.0845225027442371,0.019758507135016465
60620,ZCTA5 60620,B01001I_009,13,18,Male,25 to 29 years,911,0.5257958287596048,0.052689352360043906,0.014270032930845226
60620,ZCTA5 60620,B01001I_010,19,28,Male,30 to 34 years,911,0.5257958287596048,0.06366630076838639,0.020856201975850714
60620,ZCTA5 60620,B01001I_011,60,32,Male,35 to 44 years,911,0.5257958287596048,0.11745334796926454,0.06586169045005488
60620,ZCTA5 60620,B01001I_012,32,25,Male,45 to 54 years,911,0.5257958287596048,0.05598243688254665,0.03512623490669594
60620,ZCTA5 60620,B01001I_013,44,44,Male,55 to 64 years,911,0.5257958287596048,0.06147091108671789,0.048298572996706916
60620,ZCTA5 60620,B01001I_014,20,22,Male,65 to 74 years,911,0.5257958287596048,0.05598243688254665,0.021953896816684963
60620,ZCTA5 60620,B01001I_015,0,26,Male,75 to 84 years,911,0.5257958287596048,0,0
60620,ZCTA5 60620,B01001I_016,0,26,Male,85 years and over,911,0.5257958287596048,0,0
60620,ZCTA5 60620,B01001I_018,66,69,Female,Under 5 years,911,0.47420417124039516,0.14928649835345773,0.07244785949506037
60620,ZCTA5 60620,B01001I_019,66,53,Female,5 to 9 years,911,0.47420417124039516,0.1602634467618002,0.07244785949506037
60620,ZCTA5 60620,B01001I_020,42,38,Female,10 to 14 years,911,0.47420417124039516,0.1207464324917673,0.04610318331503842
60620,ZCTA5 60620,B01001I_021,7,10,Female,15 to 17 years,911,0.47420417124039516,0.04939626783754116,0.007683863885839737
60620,ZCTA5 60620,B01001I_022,9,15,Female,18 and 19 years,911,0.47420417124039516,0.02854006586169045,0.009879253567508232
60620,ZCTA5 60620,B01001I_023,59,60,Female,20 to 24 years,911,0.47420417124039516,0.0845225027442371,0.06476399560922064
60620,ZCTA5 60620,B01001I_024,35,25,Female,25 to 29 years,911,0.47420417124039516,0.052689352360043906,0.038419319429198684
60620,ZCTA5 60620,B01001I_025,39,28,Female,30 to 34 years,911,0.47420417124039516,0.06366630076838639,0.042810098792535674
60620,ZCTA5 60620,B01001I_026,47,30,Female,35 to 44 years,911,0.47420417124039516,0.11745334796926454,0.05159165751920966
60620,ZCTA5 60620,B01001I_027,19,23,Female,45 to 54 years,911,0.47420417124039516,0.05598243688254665,0.020856201975850714
60620,ZCTA5 60620,B01001I_028,12,13,Female,55 to 64 years,911,0.47420417124039516,0.06147091108671789,0.013172338090010977
60620,ZCTA5 60620,B01001I_029,31,32,Female,65 to 74 years,911,0.47420417124039516,0.05598243688254665,0.03402854006586169
60620,ZCTA5 60620,B01001I_030,0,26,Female,75 to 84 years,911,0.47420417124039516,0,0
60620,ZCTA5 60620,B01001I_031,0,26,Female,85 years and over,911,0.47420417124039516,0,0
60621,ZCTA5 60621,B01001I_003,52,54,Male,Under 5 years,1061,0.4288407163053723,0.15457115928369464,0.049010367577756835
60621,ZCTA5 60621,B01001I_004,146,78,Male,5 to 9 years,1061,0.4288407163053723,0.26107445805843543,0.13760603204524033
60621,ZCTA5 60621,B01001I_005,40,37,Male,10 to 14 years,1061,0.4288407163053723,0.12158341187558906,0.03770028275212064
60621,ZCTA5 60621,B01001I_006,30,32,Male,15 to 17 years,1061,0.4288407163053723,0.03864278982092366,0.02827521206409048
60621,ZCTA5 60621,B01001I_007,0,20,Male,18 and 19 years,1061,0.4288407163053723,0.012252591894439209,0
60621,ZCTA5 60621,B01001I_008,16,27,Male,20 to 24 years,1061,0.4288407163053723,0.03958529688972667,0.015080113100848256
60621,ZCTA5 60621,B01001I_009,62,43,Male,25 to 29 years,1061,0.4288407163053723,0.07728557964184732,0.058435438265786996
60621,ZCTA5 60621,B01001I_010,44,45,Male,30 to 34 years,1061,0.4288407163053723,0.06691800188501414,0.04147031102733271
60621,ZCTA5 60621,B01001I_011,32,30,Male,35 to 44 years,1061,0.4288407163053723,0.1055607917059378,0.030160226201696512
60621,ZCTA5 60621,B01001I_012,12,19,Male,45 to 54 years,1061,0.4288407163053723,0.024505183788878417,0.011310084825636193
60621,ZCTA5 60621,B01001I_013,0,20,Male,55 to 64 years,1061,0.4288407163053723,0.0527803958529689,0
60621,ZCTA5 60621,B01001I_014,21,29,Male,65 to 74 years,1061,0.4288407163053723,0.019792648444863337,0.019792648444863337
60621,ZCTA5 60621,B01001I_015,0,20,Male,75 to 84 years,1061,0.4288407163053723,0.021677662582469368,0
60621,ZCTA5 60621,B01001I_016,0,20,Male,85 years and over,1061,0.4288407163053723,0.003770028275212064,0
60621,ZCTA5 60621,B01001I_018,112,94,Female,Under 5 years,1061,0.5711592836946278,0.15457115928369464,0.1055607917059378
60621,ZCTA5 60621,B01001I_019,131,83,Female,5 to 9 years,1061,0.5711592836946278,0.26107445805843543,0.1234684260131951
60621,ZCTA5 60621,B01001I_020,89,71,Female,10 to 14 years,1061,0.5711592836946278,0.12158341187558906,0.08388312912346843
60621,ZCTA5 60621,B01001I_021,11,18,Female,15 to 17 years,1061,0.5711592836946278,0.03864278982092366,0.010367577756833177
60621,ZCTA5 60621,B01001I_022,13,19,Female,18 and 19 years,1061,0.5711592836946278,0.012252591894439209,0.012252591894439209
60621,ZCTA5 60621,B01001I_023,26,29,Female,20 to 24 years,1061,0.5711592836946278,0.03958529688972667,0.024505183788878417
60621,ZCTA5 60621,B01001I_024,20,32,Female,25 to 29 years,1061,0.5711592836946278,0.07728557964184732,0.01885014137606032
60621,ZCTA5 60621,B01001I_025,27,31,Female,30 to 34 years,1061,0.5711592836946278,0.06691800188501414,0.02544769085768143
60621,ZCTA5 60621,B01001I_026,80,65,Female,35 to 44 years,1061,0.5711592836946278,0.1055607917059378,0.07540056550424128
60621,ZCTA5 60621,B01001I_027,14,19,Female,45 to 54 years,1061,0.5711592836946278,0.024505183788878417,0.013195098963242224
60621,ZCTA5 60621,B01001I_028,56,45,Female,55 to 64 years,1061,0.5711592836946278,0.0527803958529689,0.0527803958529689
60621,ZCTA5 60621,B01001I_029,0,20,Female,65 to 74 years,1061,0.5711592836946278,0.019792648444863337,0
60621,ZCTA5 60621,B01001I_030,23,37,Female,75 to 84 years,1061,0.5711592836946278,0.021677662582469368,0.021677662582469368
60621,ZCTA5 60621,B01001I_031,4,8,Female,85 years and over,1061,0.5711592836946278,0.003770028275212064,0.003770028275212064
60622,ZCTA5 60622,B01001I_003,522,132,Male,Under 5 years,11579,0.5333793937300285,0.07798600915450385,0.04508161326539425
60622,ZCTA5 60622,B01001I_004,343,130,Male,5 to 9 years,11579,0.5333793937300285,0.05069522411261767,0.02962259262457898
60622,ZCTA5 60622,B01001I_005,305,141,Male,10 to 14 years,11579,0.5333793937300285,0.05484065981518266,0.026340789360048363
60622,ZCTA5 60622,B01001I_006,189,85,Male,15 to 17 years,11579,0.5333793937300285,0.03843164349252958,0.01632265307884964
60622,ZCTA5 60622,B01001I_007,105,68,Male,18 and 19 years,11579,0.5333793937300285,0.02487261421538993,0.009068140599360912
60622,ZCTA5 60622,B01001I_008,451,150,Male,20 to 24 years,11579,0.5333793937300285,0.0702133172121945,0.038949822955350204
60622,ZCTA5 60622,B01001I_009,773,235,Male,25 to 29 years,11579,0.5333793937300285,0.11797219103549529,0.066758787460057
60622,ZCTA5 60622,B01001I_010,627,187,Male,30 to 34 years,11579,0.5333793937300285,0.09586320062181536,0.05414975386475516
60622,ZCTA5 60622,B01001I_011,907,185,Male,35 to 44 years,11579,0.5333793937300285,0.15148112963122895,0.07833146212971759
60622,ZCTA5 60622,B01001I_012,645,183,Male,45 to 54 years,11579,0.5333793937300285,0.09638138008463598,0.05570429225321703
60622,ZCTA5 60622,B01001I_013,489,156,Male,55 to 64 years,11579,0.5333793937300285,0.08446325243976163,0.042231626219880816
60622,ZCTA5 60622,B01001I_014,443,128,Male,65 to 74 years,11579,0.5333793937300285,0.07064513343121168,0.038258917004922705
60622,ZCTA5 60622,B01001I_015,248,95,Male,75 to 84 years,11579,0.5333793937300285,0.046204335434838935,0.02141808446325244
60622,ZCTA5 60622,B01001I_016,129,66,Male,85 years and over,11579,0.5333793937300285,0.019949909318594007,0.011140858450643406
60622,ZCTA5 60622,B01001I_018,381,147,Female,Under 5 years,11579,0.4666206062699715,0.07798600915450385,0.032904395889109594
60622,ZCTA5 60622,B01001I_019,244,94,Female,5 to 9 years,11579,0.4666206062699715,0.05069522411261767,0.02107263148803869
60622,ZCTA5 60622,B01001I_020,330,185,Female,10 to 14 years,11579,0.4666206062699715,0.05484065981518266,0.028499870455134295
60622,ZCTA5 60622,B01001I_021,256,121,Female,15 to 17 years,11579,0.4666206062699715,0.03843164349252958,0.02210899041367994
60622,ZCTA5 60622,B01001I_022,183,130,Female,18 and 19 years,11579,0.4666206062699715,0.02487261421538993,0.01580447361602902
60622,ZCTA5 60622,B01001I_023,362,140,Female,20 to 24 years,11579,0.4666206062699715,0.0702133172121945,0.031263494256844285
60622,ZCTA5 60622,B01001I_024,593,183,Female,25 to 29 years,11579,0.4666206062699715,0.11797219103549529,0.05121340357543829
60622,ZCTA5 60622,B01001I_025,483,165,Female,30 to 34 years,11579,0.4666206062699715,0.09586320062181536,0.041713446757060194
60622,ZCTA5 60622,B01001I_026,847,210,Female,35 to 44 years,11579,0.4666206062699715,0.15148112963122895,0.07314966750151136
60622,ZCTA5 60622,B01001I_027,471,138,Female,45 to 54 years,11579,0.4666206062699715,0.09638138008463598,0.04067708783141895
60622,ZCTA5 60622,B01001I_028,489,145,Female,55 to 64 years,11579,0.4666206062699715,0.08446325243976163,0.042231626219880816
60622,ZCTA5 60622,B01001I_029,375,104,Female,65 to 74 years,11579,0.4666206062699715,0.07064513343121168,0.03238621642628897
60622,ZCTA5 60622,B01001I_030,287,108,Female,75 to 84 years,11579,0.4666206062699715,0.046204335434838935,0.02478625097158649
60622,ZCTA5 60622,B01001I_031,102,87,Female,85 years and over,11579,0.4666206062699715,0.019949909318594007,0.0088090508679506
60623,ZCTA5 60623,B01001I_003,2475,436,Male,Under 5 years,56864,0.5075794879009566,0.086381541924592,0.043524901519414745
60623,ZCTA5 60623,B01001I_004,2991,425,Male,5 to 9 years,56864,0.5075794879009566,0.0982343837929094,0.05259918401800788
60623,ZCTA5 60623,B01001I_005,2578,451,Male,10 to 14 years,56864,0.5075794879009566,0.09091868317388857,0.04533624085537423
60623,ZCTA5 60623,B01001I_006,1600,298,Male,15 to 17 years,56864,0.5075794879009566,0.05402363534046145,0.028137310073157007
60623,ZCTA5 60623,B01001I_007,743,167,Male,18 and 19 years,56864,0.5075794879009566,0.02899901519414744,0.013066263365222285
60623,ZCTA5 60623,B01001I_008,1650,274,Male,20 to 24 years,56864,0.5075794879009566,0.06990362971299943,0.029016601012943163
60623,ZCTA5 60623,B01001I_009,2291,356,Male,25 to 29 years,56864,0.5075794879009566,0.07781724817107484,0.04028911086100169
60623,ZCTA5 60623,B01001I_010,2641,342,Male,30 to 34 years,56864,0.5075794879009566,0.07943514350028137,0.046444147439504785
60623,ZCTA5 60623,B01001I_011,4150,454,Male,35 to 44 years,56864,0.5075794879009566,0.14070413618458075,0.07298114800225099
60623,ZCTA5 60623,B01001I_012,3021,313,Male,45 to 54 years,56864,0.5075794879009566,0.10915517726505346,0.053126758581879575
60623,ZCTA5 60623,B01001I_013,2640,364,Male,55 to 64 years,56864,0.5075794879009566,0.08861494091164884,0.04642656162070906
60623,ZCTA5 60623,B01001I_014,1192,200,Male,65 to 74 years,56864,0.5075794879009566,0.04521314012380417,0.02096229600450197
60623,ZCTA5 60623,B01001I_015,748,128,Male,75 to 84 years,56864,0.5075794879009566,0.024936691052335397,0.0131541924592009
60623,ZCTA5 60623,B01001I_016,143,72,Male,85 years and over,56864,0.5075794879009566,0.005662633652222847,0.0025147720877884074
60623,ZCTA5 60623,B01001I_018,2437,321,Female,Under 5 years,56864,0.4924205120990433,0.086381541924592,0.04285664040517727
60623,ZCTA5 60623,B01001I_019,2595,400,Female,5 to 9 years,56864,0.4924205120990433,0.0982343837929094,0.04563519977490152
60623,ZCTA5 60623,B01001I_020,2592,389,Female,10 to 14 years,56864,0.4924205120990433,0.09091868317388857,0.04558244231851435
60623,ZCTA5 60623,B01001I_021,1472,298,Female,15 to 17 years,56864,0.4924205120990433,0.05402363534046145,0.025886325267304444
60623,ZCTA5 60623,B01001I_022,906,210,Female,18 and 19 years,56864,0.4924205120990433,0.02899901519414744,0.015932751828925156
60623,ZCTA5 60623,B01001I_023,2325,331,Female,20 to 24 years,56864,0.4924205120990433,0.06990362971299943,0.040887028700056276
60623,ZCTA5 60623,B01001I_024,2134,285,Female,25 to 29 years,56864,0.4924205120990433,0.07781724817107484,0.03752813731007316
