GEOID,NAME,variable,estimate,moe,Sex,Age,zip_pop,prop_sex,prop_age,prop_sex_age
60630,ZCTA5 60630,B01001I_018,711,200,Female,Under 5 years,16007,0.5261448116449053,0.07178109577060036,0.04441806709564566
60630,ZCTA5 60630,B01001I_019,673,221,Female,5 to 9 years,16007,0.5261448116449053,0.07884050727806585,0.04204410570375461
60630,ZCTA5 60630,B01001I_020,734,204,Female,10 to 14 years,16007,0.5261448116449053,0.10070594115074655,0.04585493846442182
60630,ZCTA5 60630,B01001I_021,324,136,Female,15 to 17 years,16007,0.5261448116449053,0.038420690947710376,0.020241144499281563
60630,ZCTA5 60630,B01001I_022,270,118,Female,18 and 19 years,16007,0.5261448116449053,0.031798588117698506,0.01686762041606797
60630,ZCTA5 60630,B01001I_023,471,180,Female,20 to 24 years,16007,0.5261448116449053,0.057662272755669396,0.029424626725807458
60630,ZCTA5 60630,B01001I_024,698,216,Female,25 to 29 years,16007,0.5261448116449053,0.07396763915786843,0.043605922408946084
60630,ZCTA5 60630,B01001I_025,627,118,Female,30 to 34 years,16007,0.5261448116449053,0.08108952333354158,0.039170362966202285
60630,ZCTA5 60630,B01001I_026,1288,271,Female,35 to 44 years,16007,0.5261448116449053,0.1503092397076279,0.08046479665146498
60630,ZCTA5 60630,B01001I_027,1063,229,Female,45 to 54 years,16007,0.5261448116449053,0.11601174486162304,0.06640844630474167
60630,ZCTA5 60630,B01001I_028,934,230,Female,55 to 64 years,16007,0.5261448116449053,0.12132192165927407,0.05834947210595365
60630,ZCTA5 60630,B01001I_029,454,151,Female,65 to 74 years,16007,0.5261448116449053,0.05160242393952646,0.028362591366277255
60630,ZCTA5 60630,B01001I_030,161,80,Female,75 to 84 years,16007,0.5261448116449053,0.015743112388330104,0.010058099581433123
60630,ZCTA5 60630,B01001I_031,14,22,Female,85 years and over,16007,0.5261448116449053,0.010745298931717374,8.746173549072281e-4
60631,ZCTA5 60631,B01001I_003,67,45,Male,Under 5 years,3152,0.46573604060913704,0.10310913705583756,0.021256345177664976
60631,ZCTA5 60631,B01001I_004,118,90,Male,5 to 9 years,3152,0.46573604060913704,0.10437817258883249,0.037436548223350255
60631,ZCTA5 60631,B01001I_005,209,84,Male,10 to 14 years,3152,0.46573604060913704,0.13324873096446702,0.06630710659898477
60631,ZCTA5 60631,B01001I_006,28,28,Male,15 to 17 years,3152,0.46573604060913704,0.01713197969543147,0.008883248730964468
60631,ZCTA5 60631,B01001I_007,62,53,Male,18 and 19 years,3152,0.46573604060913704,0.03775380710659899,0.01967005076142132
60631,ZCTA5 60631,B01001I_008,34,41,Male,20 to 24 years,3152,0.46573604060913704,0.010786802030456852,0.010786802030456852
60631,ZCTA5 60631,B01001I_009,40,46,Male,25 to 29 years,3152,0.46573604060913704,0.06916243654822335,0.012690355329949238
60631,ZCTA5 60631,B01001I_010,146,111,Male,30 to 34 years,3152,0.46573604060913704,0.06789340101522842,0.04631979695431472
60631,ZCTA5 60631,B01001I_011,200,114,Male,35 to 44 years,3152,0.46573604060913704,0.1424492385786802,0.06345177664974619
60631,ZCTA5 60631,B01001I_012,247,121,Male,45 to 54 years,3152,0.46573604060913704,0.1342005076142132,0.07836294416243655
60631,ZCTA5 60631,B01001I_013,221,101,Male,55 to 64 years,3152,0.46573604060913704,0.12531725888324874,0.07011421319796954
60631,ZCTA5 60631,B01001I_014,83,88,Male,65 to 74 years,3152,0.46573604060913704,0.041560913705583756,0.02633248730964467
60631,ZCTA5 60631,B01001I_015,13,22,Male,75 to 84 years,3152,0.46573604060913704,0.011104060913705584,0.004124365482233503
60631,ZCTA5 60631,B01001I_016,0,20,Male,85 years and over,3152,0.46573604060913704,0.0019035532994923859,0
60631,ZCTA5 60631,B01001I_018,258,110,Female,Under 5 years,3152,0.5342639593908629,0.10310913705583756,0.08185279187817258
60631,ZCTA5 60631,B01001I_019,211,129,Female,5 to 9 years,3152,0.5342639593908629,0.10437817258883249,0.06694162436548223
60631,ZCTA5 60631,B01001I_020,211,137,Female,10 to 14 years,3152,0.5342639593908629,0.13324873096446702,0.06694162436548223
60631,ZCTA5 60631,B01001I_021,26,30,Female,15 to 17 years,3152,0.5342639593908629,0.01713197969543147,0.008248730964467006
60631,ZCTA5 60631,B01001I_022,57,47,Female,18 and 19 years,3152,0.5342639593908629,0.03775380710659899,0.018083756345177664
60631,ZCTA5 60631,B01001I_023,0,20,Female,20 to 24 years,3152,0.5342639593908629,0.010786802030456852,0
60631,ZCTA5 60631,B01001I_024,178,110,Female,25 to 29 years,3152,0.5342639593908629,0.06916243654822335,0.056472081218274114
60631,ZCTA5 60631,B01001I_025,68,47,Female,30 to 34 years,3152,0.5342639593908629,0.06789340101522842,0.021573604060913704
60631,ZCTA5 60631,B01001I_026,249,94,Female,35 to 44 years,3152,0.5342639593908629,0.1424492385786802,0.078997461928934
60631,ZCTA5 60631,B01001I_027,176,82,Female,45 to 54 years,3152,0.5342639593908629,0.1342005076142132,0.05583756345177665
60631,ZCTA5 60631,B01001I_028,174,82,Female,55 to 64 years,3152,0.5342639593908629,0.12531725888324874,0.05520304568527919
60631,ZCTA5 60631,B01001I_029,48,48,Female,65 to 74 years,3152,0.5342639593908629,0.041560913705583756,0.015228426395939087
60631,ZCTA5 60631,B01001I_030,22,27,Female,75 to 84 years,3152,0.5342639593908629,0.011104060913705584,0.006979695431472081
60631,ZCTA5 60631,B01001I_031,6,13,Female,85 years and over,3152,0.5342639593908629,0.0019035532994923859,0.0019035532994923859
60632,ZCTA5 60632,B01001I_003,3213,481,Male,Under 5 years,76434,0.5121935264411126,0.08348378993641573,0.042036266582934294
60632,ZCTA5 60632,B01001I_004,4005,422,Male,5 to 9 years,76434,0.5121935264411126,0.09372792212889552,0.05239814742130466
60632,ZCTA5 60632,B01001I_005,3574,424,Male,10 to 14 years,76434,0.5121935264411126,0.09213177381793443,0.046759295601433916
60632,ZCTA5 60632,B01001I_006,2105,265,Male,15 to 17 years,76434,0.5121935264411126,0.05683334641651621,0.027540099955517178
60632,ZCTA5 60632,B01001I_007,1230,222,Male,18 and 19 years,76434,0.5121935264411126,0.03323128450689484,0.01609231493837821
60632,ZCTA5 60632,B01001I_008,2730,330,Male,20 to 24 years,76434,0.5121935264411126,0.07801501949394249,0.03571708925347358
60632,ZCTA5 60632,B01001I_009,3572,478,Male,25 to 29 years,76434,0.5121935264411126,0.08725174660491404,0.04673312923568046
60632,ZCTA5 60632,B01001I_010,2959,381,Male,30 to 34 years,76434,0.5121935264411126,0.0741293141795536,0.03871313813224481
60632,ZCTA5 60632,B01001I_011,5926,517,Male,35 to 44 years,76434,0.5121935264411126,0.1507182667399325,0.07753094172750347
60632,ZCTA5 60632,B01001I_012,4367,372,Male,45 to 54 years,76434,0.5121935264411126,0.1069157704686396,0.057134259622681004
60632,ZCTA5 60632,B01001I_013,2799,320,Male,55 to 64 years,76434,0.5121935264411126,0.07492738833503415,0.03661982887196797
60632,ZCTA5 60632,B01001I_014,1619,230,Male,65 to 74 years,76434,0.5121935264411126,0.04449590496375958,0.021181673077426275
60632,ZCTA5 60632,B01001I_015,858,152,Male,75 to 84 years,76434,0.5121935264411126,0.01872203469660099,0.011225370908234555
60632,ZCTA5 60632,B01001I_016,192,97,Male,85 years and over,76434,0.5121935264411126,0.005416437710966324,0.002511971112332208
60632,ZCTA5 60632,B01001I_018,3168,390,Female,Under 5 years,76434,0.4878064735588874,0.08348378993641573,0.04144752335348143
60632,ZCTA5 60632,B01001I_019,3159,395,Female,5 to 9 years,76434,0.4878064735588874,0.09372792212889552,0.04132977470759086
60632,ZCTA5 60632,B01001I_020,3468,334,Female,10 to 14 years,76434,0.4878064735588874,0.09213177381793443,0.04537247821650051
60632,ZCTA5 60632,B01001I_021,2239,341,Female,15 to 17 years,76434,0.4878064735588874,0.05683334641651621,0.029293246460999033
60632,ZCTA5 60632,B01001I_022,1310,207,Female,18 and 19 years,76434,0.4878064735588874,0.03323128450689484,0.01713896956851663
60632,ZCTA5 60632,B01001I_023,3233,359,Female,20 to 24 years,76434,0.4878064735588874,0.07801501949394249,0.0422979302404689
60632,ZCTA5 60632,B01001I_024,3097,411,Female,25 to 29 years,76434,0.4878064735588874,0.08725174660491404,0.04051861736923359
60632,ZCTA5 60632,B01001I_025,2707,340,Female,30 to 34 years,76434,0.4878064735588874,0.0741293141795536,0.03541617604730879
60632,ZCTA5 60632,B01001I_026,5594,450,Female,35 to 44 years,76434,0.4878064735588874,0.1507182667399325,0.07318732501242903
60632,ZCTA5 60632,B01001I_027,3805,327,Female,45 to 54 years,76434,0.4878064735588874,0.1069157704686396,0.0497815108459586
60632,ZCTA5 60632,B01001I_028,2928,341,Female,55 to 64 years,76434,0.4878064735588874,0.07492738833503415,0.038307559463066174
60632,ZCTA5 60632,B01001I_029,1782,226,Female,65 to 74 years,76434,0.4878064735588874,0.04449590496375958,0.023314231886333307
60632,ZCTA5 60632,B01001I_030,573,133,Female,75 to 84 years,76434,0.4878064735588874,0.01872203469660099,0.0074966637883664335
60632,ZCTA5 60632,B01001I_031,222,74,Female,85 years and over,76434,0.4878064735588874,0.005416437710966324,0.002904466598634116
60633,ZCTA5 60633,B01001I_003,216,114,Male,Under 5 years,5790,0.5715025906735751,0.09481865284974093,0.03730569948186528
60633,ZCTA5 60633,B01001I_004,270,108,Male,5 to 9 years,5790,0.5715025906735751,0.06476683937823834,0.046632124352331605
60633,ZCTA5 60633,B01001I_005,284,207,Male,10 to 14 years,5790,0.5715025906735751,0.06666666666666667,0.04905008635578584
60633,ZCTA5 60633,B01001I_006,166,156,Male,15 to 17 years,5790,0.5715025906735751,0.04732297063903282,0.028670120898100174
60633,ZCTA5 60633,B01001I_007,143,105,Male,18 and 19 years,5790,0.5715025906735751,0.037996545768566495,0.024697754749568222
60633,ZCTA5 60633,B01001I_008,326,175,Male,20 to 24 years,5790,0.5715025906735751,0.09050086355785837,0.05630397236614853
60633,ZCTA5 60633,B01001I_009,184,96,Male,25 to 29 years,5790,0.5715025906735751,0.06701208981001727,0.03177892918825561
60633,ZCTA5 60633,B01001I_010,313,142,Male,30 to 34 years,5790,0.5715025906735751,0.08652849740932643,0.0540587219343696
60633,ZCTA5 60633,B01001I_011,455,196,Male,35 to 44 years,5790,0.5715025906735751,0.13471502590673576,0.07858376511226252
60633,ZCTA5 60633,B01001I_012,536,206,Male,45 to 54 years,5790,0.5715025906735751,0.14421416234887738,0.092573402417962
60633,ZCTA5 60633,B01001I_013,194,113,Male,55 to 64 years,5790,0.5715025906735751,0.0842832469775475,0.033506044905008636
60633,ZCTA5 60633,B01001I_014,98,70,Male,65 to 74 years,5790,0.5715025906735751,0.033506044905008636,0.01692573402417962
60633,ZCTA5 60633,B01001I_015,109,62,Male,75 to 84 years,5790,0.5715025906735751,0.04404145077720207,0.018825561312607944
60633,ZCTA5 60633,B01001I_016,15,19,Male,85 years and over,5790,0.5715025906735751,0.003626943005181347,0.0025906735751295338
60633,ZCTA5 60633,B01001I_018,333,146,Female,Under 5 years,5790,0.4284974093264249,0.09481865284974093,0.057512953367875645
60633,ZCTA5 60633,B01001I_019,105,75,Female,5 to 9 years,5790,0.4284974093264249,0.06476683937823834,0.018134715025906734
60633,ZCTA5 60633,B01001I_020,102,86,Female,10 to 14 years,5790,0.4284974093264249,0.06666666666666667,0.017616580310880828
60633,ZCTA5 60633,B01001I_021,108,59,Female,15 to 17 years,5790,0.4284974093264249,0.04732297063903282,0.01865284974093264
60633,ZCTA5 60633,B01001I_022,77,78,Female,18 and 19 years,5790,0.4284974093264249,0.037996545768566495,0.013298791018998272
60633,ZCTA5 60633,B01001I_023,198,87,Female,20 to 24 years,5790,0.4284974093264249,0.09050086355785837,0.03419689119170984
60633,ZCTA5 60633,B01001I_024,204,121,Female,25 to 29 years,5790,0.4284974093264249,0.06701208981001727,0.035233160621761656
60633,ZCTA5 60633,B01001I_025,188,105,Female,30 to 34 years,5790,0.4284974093264249,0.08652849740932643,0.03246977547495682
60633,ZCTA5 60633,B01001I_026,325,142,Female,35 to 44 years,5790,0.4284974093264249,0.13471502590673576,0.05613126079447323
60633,ZCTA5 60633,B01001I_027,299,131,Female,45 to 54 years,5790,0.4284974093264249,0.14421416234887738,0.051640759930915374
60633,ZCTA5 60633,B01001I_028,294,163,Female,55 to 64 years,5790,0.4284974093264249,0.0842832469775475,0.05077720207253886
60633,ZCTA5 60633,B01001I_029,96,61,Female,65 to 74 years,5790,0.4284974093264249,0.033506044905008636,0.016580310880829015
60633,ZCTA5 60633,B01001I_030,146,79,Female,75 to 84 years,5790,0.4284974093264249,0.04404145077720207,0.02521588946459413
60633,ZCTA5 60633,B01001I_031,6,10,Female,85 years and over,5790,0.4284974093264249,0.003626943005181347,0.0010362694300518134
60634,ZCTA5 60634,B01001I_003,1380,299,Male,Under 5 years,29065,0.492688800963358,0.08739033201445037,0.047479786685016345
60634,ZCTA5 60634,B01001I_004,1095,226,Male,5 to 9 years,29065,0.492688800963358,0.08725270944434887,0.037674178565284704
60634,ZCTA5 60634,B01001I_005,1345,314,Male,10 to 14 years,29065,0.492688800963358,0.08959229313607432,0.04627558919662825
60634,ZCTA5 60634,B01001I_006,665,161,Male,15 to 17 years,29065,0.492688800963358,0.047170135902287975,0.02287975227937382
60634,ZCTA5 60634,B01001I_007,440,157,Male,18 and 19 years,29065,0.492688800963358,0.035196972303457766,0.01513848271116463
60634,ZCTA5 60634,B01001I_008,797,218,Male,20 to 24 years,29065,0.492688800963358,0.06464820230517805,0.02742129709272321
60634,ZCTA5 60634,B01001I_009,1195,289,Male,25 to 29 years,29065,0.492688800963358,0.08171340099776363,0.041114742817822125
60634,ZCTA5 60634,B01001I_010,1379,260,Male,30 to 34 years,29065,0.492688800963358,0.09175984861517289,0.04744538104249097
60634,ZCTA5 60634,B01001I_011,2078,303,Male,35 to 44 years,29065,0.492688800963358,0.14594873559263719,0.07149492516772751
60634,ZCTA5 60634,B01001I_012,2008,309,Male,45 to 54 years,29065,0.492688800963358,0.1257182177877172,0.06908653019095132
60634,ZCTA5 60634,B01001I_013,1066,183,Male,55 to 64 years,29065,0.492688800963358,0.08257354206089798,0.03667641493204886
60634,ZCTA5 60634,B01001I_014,632,158,Male,65 to 74 years,29065,0.492688800963358,0.04472733528298641,0.02174436607603647
60634,ZCTA5 60634,B01001I_015,205,120,Male,75 to 84 years,29065,0.492688800963358,0.013521417512472045,0.007053156717701703
60634,ZCTA5 60634,B01001I_016,35,42,Male,85 years and over,29065,0.492688800963358,0.002786857044555307,0.0012041974883880955
60634,ZCTA5 60634,B01001I_018,1160,254,Female,Under 5 years,29065,0.507311199036642,0.08739033201445037,0.03991054532943403
60634,ZCTA5 60634,B01001I_019,1441,299,Female,5 to 9 years,29065,0.507311199036642,0.08725270944434887,0.049578530879064164
60634,ZCTA5 60634,B01001I_020,1259,245,Female,10 to 14 years,29065,0.507311199036642,0.08959229313607432,0.04331670393944607
60634,ZCTA5 60634,B01001I_021,706,179,Female,15 to 17 years,29065,0.507311199036642,0.047170135902287975,0.024290383622914156
60634,ZCTA5 60634,B01001I_022,583,174,Female,18 and 19 years,29065,0.507311199036642,0.035196972303457766,0.020058489592293137
60634,ZCTA5 60634,B01001I_023,1082,234,Female,20 to 24 years,29065,0.507311199036642,0.06464820230517805,0.03722690521245484
60634,ZCTA5 60634,B01001I_024,1180,263,Female,25 to 29 years,29065,0.507311199036642,0.08171340099776363,0.04059865817994151
60634,ZCTA5 60634,B01001I_025,1288,233,Female,30 to 34 years,29065,0.507311199036642,0.09175984861517289,0.04431446757268192
60634,ZCTA5 60634,B01001I_026,2164,287,Female,35 to 44 years,29065,0.507311199036642,0.14594873559263719,0.07445381042490969
60634,ZCTA5 60634,B01001I_027,1646,256,Female,45 to 54 years,29065,0.507311199036642,0.1257182177877172,0.05663168759676587
60634,ZCTA5 60634,B01001I_028,1334,205,Female,55 to 64 years,29065,0.507311199036642,0.08257354206089798,0.04589712712884913
60634,ZCTA5 60634,B01001I_029,668,195,Female,65 to 74 years,29065,0.507311199036642,0.04472733528298641,0.02298296920694994
60634,ZCTA5 60634,B01001I_030,188,90,Female,75 to 84 years,29065,0.507311199036642,0.013521417512472045,0.006468260794770342
60634,ZCTA5 60634,B01001I_031,46,42,Female,85 years and over,29065,0.507311199036642,0.002786857044555307,0.0015826595561672114
60636,ZCTA5 60636,B01001I_003,159,98,Male,Under 5 years,2472,0.56957928802589,0.13511326860841424,0.06432038834951456
60636,ZCTA5 60636,B01001I_004,140,68,Male,5 to 9 years,2472,0.56957928802589,0.07241100323624595,0.05663430420711974
60636,ZCTA5 60636,B01001I_005,188,85,Male,10 to 14 years,2472,0.56957928802589,0.14401294498381878,0.07605177993527508
60636,ZCTA5 60636,B01001I_006,49,39,Male,15 to 17 years,2472,0.56957928802589,0.04085760517799353,0.01982200647249191
60636,ZCTA5 60636,B01001I_007,76,41,Male,18 and 19 years,2472,0.56957928802589,0.030744336569579287,0.030744336569579287
60636,ZCTA5 60636,B01001I_008,57,48,Male,20 to 24 years,2472,0.56957928802589,0.043689320388349516,0.023058252427184466
60636,ZCTA5 60636,B01001I_009,125,68,Male,25 to 29 years,2472,0.56957928802589,0.08818770226537216,0.0505663430420712
60636,ZCTA5 60636,B01001I_010,99,59,Male,30 to 34 years,2472,0.56957928802589,0.08940129449838188,0.04004854368932039
60636,ZCTA5 60636,B01001I_011,200,88,Male,35 to 44 years,2472,0.56957928802589,0.15088996763754045,0.08090614886731391
60636,ZCTA5 60636,B01001I_012,187,82,Male,45 to 54 years,2472,0.56957928802589,0.11690938511326861,0.07564724919093851
60636,ZCTA5 60636,B01001I_013,47,42,Male,55 to 64 years,2472,0.56957928802589,0.04085760517799353,0.01901294498381877
60636,ZCTA5 60636,B01001I_014,80,45,Male,65 to 74 years,2472,0.56957928802589,0.04004854368932039,0.032362459546925564
60636,ZCTA5 60636,B01001I_015,1,4,Male,75 to 84 years,2472,0.56957928802589,0.0028317152103559872,4.045307443365696e-4
60636,ZCTA5 60636,B01001I_016,0,23,Male,85 years and over,2472,0.56957928802589,0.0040453074433656954,0
60636,ZCTA5 60636,B01001I_018,175,85,Female,Under 5 years,2472,0.43042071197411,0.13511326860841424,0.07079288025889968
60636,ZCTA5 60636,B01001I_019,39,32,Female,5 to 9 years,2472,0.43042071197411,0.07241100323624595,0.015776699029126214
60636,ZCTA5 60636,B01001I_020,168,74,Female,10 to 14 years,2472,0.43042071197411,0.14401294498381878,0.06796116504854369
60636,ZCTA5 60636,B01001I_021,52,39,Female,15 to 17 years,2472,0.43042071197411,0.04085760517799353,0.021035598705501618
60636,ZCTA5 60636,B01001I_022,0,23,Female,18 and 19 years,2472,0.43042071197411,0.030744336569579287,0
60636,ZCTA5 60636,B01001I_023,51,35,Female,20 to 24 years,2472,0.43042071197411,0.043689320388349516,0.02063106796116505
60636,ZCTA5 60636,B01001I_024,93,52,Female,25 to 29 years,2472,0.43042071197411,0.08818770226537216,0.03762135922330097
60636,ZCTA5 60636,B01001I_025,122,66,Female,30 to 34 years,2472,0.43042071197411,0.08940129449838188,0.049352750809061485
60636,ZCTA5 60636,B01001I_026,173,68,Female,35 to 44 years,2472,0.43042071197411,0.15088996763754045,0.06998381877022654
60636,ZCTA5 60636,B01001I_027,102,45,Female,45 to 54 years,2472,0.43042071197411,0.11690938511326861,0.0412621359223301
60636,ZCTA5 60636,B01001I_028,54,41,Female,55 to 64 years,2472,0.43042071197411,0.04085760517799353,0.021844660194174758
60636,ZCTA5 60636,B01001I_029,19,22,Female,65 to 74 years,2472,0.43042071197411,0.04004854368932039,0.007686084142394822
60636,ZCTA5 60636,B01001I_030,6,10,Female,75 to 84 years,2472,0.43042071197411,0.0028317152103559872,0.0024271844660194173
60636,ZCTA5 60636,B01001I_031,10,15,Female,85 years and over,2472,0.43042071197411,0.0040453074433656954,0.0040453074433656954
60637,ZCTA5 60637,B01001I_003,73,73,Male,Under 5 years,1341,0.5219985085756897,0.054436987322893364,0.054436987322893364
60637,ZCTA5 60637,B01001I_004,52,41,Male,5 to 9 years,1341,0.5219985085756897,0.06935123042505593,0.03877703206562267
60637,ZCTA5 60637,B01001I_005,13,14,Male,10 to 14 years,1341,0.5219985085756897,0.05667412378821775,0.009694258016405667
60637,ZCTA5 60637,B01001I_006,9,11,Male,15 to 17 years,1341,0.5219985085756897,0.013422818791946308,0.006711409395973154
60637,ZCTA5 60637,B01001I_007,140,65,Male,18 and 19 years,1341,0.5219985085756897,0.15436241610738255,0.10439970171513796
60637,ZCTA5 60637,B01001I_008,183,68,Male,20 to 24 years,1341,0.5219985085756897,0.20432513049962714,0.13646532438478748
60637,ZCTA5 60637,B01001I_009,29,26,Male,25 to 29 years,1341,0.5219985085756897,0.07158836689038031,0.02162565249813572
60637,ZCTA5 60637,B01001I_010,78,50,Male,30 to 34 years,1341,0.5219985085756897,0.11185682326621924,0.058165548098434
60637,ZCTA5 60637,B01001I_011,45,35,Male,35 to 44 years,1341,0.5219985085756897,0.08277404921700224,0.03355704697986577
60637,ZCTA5 60637,B01001I_012,22,23,Male,45 to 54 years,1341,0.5219985085756897,0.06040268456375839,0.01640566741237882
60637,ZCTA5 60637,B01001I_013,49,32,Male,55 to 64 years,1341,0.5219985085756897,0.08202833706189411,0.036539895600298286
60637,ZCTA5 60637,B01001I_014,2,6,Male,65 to 74 years,1341,0.5219985085756897,0.035048471290082026,0.0014914243102162564
60637,ZCTA5 60637,B01001I_015,0,23,Male,75 to 84 years,1341,0.5219985085756897,0,0
60637,ZCTA5 60637,B01001I_016,5,8,Male,85 years and over,1341,0.5219985085756897,0.0037285607755406414,0.0037285607755406414
60637,ZCTA5 60637,B01001I_018,0,23,Female,Under 5 years,1341,0.4780014914243102,0.054436987322893364,0
60637,ZCTA5 60637,B01001I_019,41,42,Female,5 to 9 years,1341,0.4780014914243102,0.06935123042505593,0.030574198359433258
60637,ZCTA5 60637,B01001I_020,63,69,Female,10 to 14 years,1341,0.4780014914243102,0.05667412378821775,0.04697986577181208
60637,ZCTA5 60637,B01001I_021,9,17,Female,15 to 17 years,1341,0.4780014914243102,0.013422818791946308,0.006711409395973154
60637,ZCTA5 60637,B01001I_022,67,52,Female,18 and 19 years,1341,0.4780014914243102,0.15436241610738255,0.049962714392244596
60637,ZCTA5 60637,B01001I_023,91,42,Female,20 to 24 years,1341,0.4780014914243102,0.20432513049962714,0.06785980611483967
60637,ZCTA5 60637,B01001I_024,67,39,Female,25 to 29 years,1341,0.4780014914243102,0.07158836689038031,0.049962714392244596
60637,ZCTA5 60637,B01001I_025,72,42,Female,30 to 34 years,1341,0.4780014914243102,0.11185682326621924,0.053691275167785234
60637,ZCTA5 60637,B01001I_026,66,47,Female,35 to 44 years,1341,0.4780014914243102,0.08277404921700224,0.049217002237136466
60637,ZCTA5 60637,B01001I_027,59,57,Female,45 to 54 years,1341,0.4780014914243102,0.06040268456375839,0.04399701715137957
60637,ZCTA5 60637,B01001I_028,61,43,Female,55 to 64 years,1341,0.4780014914243102,0.08202833706189411,0.04548844146159582
60637,ZCTA5 60637,B01001I_029,45,47,Female,65 to 74 years,1341,0.4780014914243102,0.035048471290082026,0.03355704697986577
60637,ZCTA5 60637,B01001I_030,0,23,Female,75 to 84 years,1341,0.4780014914243102,0,0
60637,ZCTA5 60637,B01001I_031,0,23,Female,85 years and over,1341,0.4780014914243102,0.0037285607755406414,0
60638,ZCTA5 60638,B01001I_003,1581,309,Male,Under 5 years,30440,0.49796320630749014,0.09103153745072273,0.051938239159001316
60638,ZCTA5 60638,B01001I_004,1571,302,Male,5 to 9 years,30440,0.49796320630749014,0.1014126149802891,0.051609724047306176
60638,ZCTA5 60638,B01001I_005,1416,290,Male,10 to 14 years,30440,0.49796320630749014,0.10781865965834428,0.046517739816031536
60638,ZCTA5 60638,B01001I_006,659,187,Male,15 to 17 years,30440,0.49796320630749014,0.04645203679369251,0.021649145860709592
60638,ZCTA5 60638,B01001I_007,543,190,Male,18 and 19 years,30440,0.49796320630749014,0.029106438896189225,0.017838370565045992
60638,ZCTA5 60638,B01001I_008,887,211,Male,20 to 24 years,30440,0.49796320630749014,0.05647174770039422,0.02913929040735874
60638,ZCTA5 60638,B01001I_009,782,168,Male,25 to 29 years,30440,0.49796320630749014,0.06011826544021025,0.02568988173455979
60638,ZCTA5 60638,B01001I_010,1377,268,Male,30 to 34 years,30440,0.49796320630749014,0.09694480946123522,0.0452365308804205
60638,ZCTA5 60638,B01001I_011,2785,309,Male,35 to 44 years,30440,0.49796320630749014,0.18331143232588698,0.09149145860709593
60638,ZCTA5 60638,B01001I_012,1559,278,Male,45 to 54 years,30440,0.49796320630749014,0.10160972404730617,0.05121550591327201
60638,ZCTA5 60638,B01001I_013,1267,260,Male,55 to 64 years,30440,0.49796320630749014,0.07302890932982917,0.041622864651773984
60638,ZCTA5 60638,B01001I_014,500,163,Male,65 to 74 years,30440,0.49796320630749014,0.036202365308804205,0.0164257555847569
60638,ZCTA5 60638,B01001I_015,131,62,Male,75 to 84 years,30440,0.49796320630749014,0.00916557161629435,0.004303547963206308
60638,ZCTA5 60638,B01001I_016,100,61,Male,85 years and over,30440,0.49796320630749014,0.007325886990801577,0.0032851511169513796
60638,ZCTA5 60638,B01001I_018,1190,227,Female,Under 5 years,30440,0.5020367936925099,0.09103153745072273,0.039093298291721416
60638,ZCTA5 60638,B01001I_019,1516,298,Female,5 to 9 years,30440,0.5020367936925099,0.1014126149802891,0.049802890932982916
60638,ZCTA5 60638,B01001I_020,1866,390,Female,10 to 14 years,30440,0.5020367936925099,0.10781865965834428,0.06130091984231275
60638,ZCTA5 60638,B01001I_021,755,197,Female,15 to 17 years,30440,0.5020367936925099,0.04645203679369251,0.024802890932982918
60638,ZCTA5 60638,B01001I_022,343,129,Female,18 and 19 years,30440,0.5020367936925099,0.029106438896189225,0.011268068331143232
60638,ZCTA5 60638,B01001I_023,832,235,Female,20 to 24 years,30440,0.5020367936925099,0.05647174770039422,0.02733245729303548
60638,ZCTA5 60638,B01001I_024,1048,200,Female,25 to 29 years,30440,0.5020367936925099,0.06011826544021025,0.03442838370565046
60638,ZCTA5 60638,B01001I_025,1574,360,Female,30 to 34 years,30440,0.5020367936925099,0.09694480946123522,0.05170827858081472
60638,ZCTA5 60638,B01001I_026,2795,332,Female,35 to 44 years,30440,0.5020367936925099,0.18331143232588698,0.09181997371879107
60638,ZCTA5 60638,B01001I_027,1534,331,Female,45 to 54 years,30440,0.5020367936925099,0.10160972404730617,0.05039421813403416
60638,ZCTA5 60638,B01001I_028,956,207,Female,55 to 64 years,30440,0.5020367936925099,0.07302890932982917,0.03140604467805519
60638,ZCTA5 60638,B01001I_029,602,181,Female,65 to 74 years,30440,0.5020367936925099,0.036202365308804205,0.019776609724047305
60638,ZCTA5 60638,B01001I_030,148,72,Female,75 to 84 years,30440,0.5020367936925099,0.00916557161629435,0.004862023653088042
60638,ZCTA5 60638,B01001I_031,123,87,Female,85 years and over,30440,0.5020367936925099,0.007325886990801577,0.004040735873850197
60639,ZCTA5 60639,B01001I_003,2702,403,Male,Under 5 years,70538,0.5052170461311634,0.07974425132552666,0.03830559414783521
60639,ZCTA5 60639,B01001I_004,3268,348,Male,5 to 9 years,70538,0.5052170461311634,0.08832118857920554,0.04632963792565709
60639,ZCTA5 60639,B01001I_005,3022,471,Male,10 to 14 years,70538,0.5052170461311634,0.08204088576370183,0.042842156001020724
60639,ZCTA5 60639,B01001I_006,1591,227,Male,15 to 17 years,70538,0.5052170461311634,0.048286030224843346,0.02255521846380674
60639,ZCTA5 60639,B01001I_007,1198,266,Male,18 and 19 years,70538,0.5052170461311634,0.03274830587768295,0.01698375343786328
