date,zipcode,confirmed_cases,confirmed_cases_change,confirmed_cases_change_pct,total_tested,total_tested_change,total_tested_change_pct,pct_population_moe,below_moe_threshold,cases_per_capita,cases_per_1000,confirmed_cases_unknown,confirmed_cases_less_than_20,confirmed_cases_20_to_29,confirmed_cases_30_to_39,confirmed_cases_40_to_49,confirmed_cases_50_to_59,confirmed_cases_60_to_69,confirmed_cases_70_to_79,confirmed_cases_80_or_more,total_tested_unknown,total_tested_less_than_20,total_tested_20_to_29,total_tested_30_to_39,total_tested_40_to_49,total_tested_50_to_59,total_tested_60_to_69,total_tested_70_to_79,total_tested_80_or_more,confirmed_cases_female,confirmed_cases_male,confirmed_cases_unknownleftblank,total_tested_female,total_tested_male,total_tested_unknownleftblank,confirmed_cases_aian,confirmed_cases_asian,confirmed_cases_black,confirmed_cases_hispanic,confirmed_cases_leftblank,confirmed_cases_nhpi,confirmed_cases_other,confirmed_cases_white,total_tested_aian,total_tested_asian,total_tested_black,total_tested_hispanic,total_tested_leftblank,total_tested_nhpi,total_tested_other,total_tested_white
9/30/2020,60520,31,0,0,696,11,1.61,0.03,TRUE,0.01,11.03,0,8,6,0,0,0,0,0,0,0,74,118,96,89,114,116,49,39,19,12,0,413,266,17,0,0,0,6,0,0,0,21,0,0,6,25,270,0,19,373
9/30/2020,60518,25,0,0,646,4,0.62,0.08,TRUE,0.01,7.06,0,0,0,0,0,0,0,0,0,0,75,93,68,68,107,141,69,25,9,15,0,362,262,22,0,0,0,0,9,0,0,13,0,0,0,12,189,0,11,430
9/30/2020,60517,557,6,1.09,9614,74,0.78,0.01,TRUE,0.02,17.23,0,72,111,106,81,98,61,20,8,7,930,1534,1674,1376,1559,1454,775,305,286,268,0,5437,4046,131,0,46,55,97,147,0,24,183,7,406,575,452,4790,10,343,3031
9/30/2020,60516,376,3,0.8,8159,58,0.72,0.03,TRUE,0.01,12.85,0,67,84,60,37,46,48,17,17,6,908,1101,1207,869,1169,1277,916,706,192,182,0,4498,3559,102,0,14,13,31,130,0,10,177,0,134,176,150,4393,0,215,3086
9/30/2020,60515,333,4,1.22,7847,52,0.67,0.02,TRUE,0.01,11.66,0,41,72,41,47,48,32,19,33,0,981,1116,1045,981,1208,1205,713,596,169,157,7,4191,3298,358,0,0,7,26,98,0,0,193,0,93,118,111,4126,0,177,3218
9/30/2020,60514,170,1,0.59,2925,20,0.69,0.03,TRUE,0.02,16.82,0,39,46,14,21,27,10,0,9,0,493,412,296,384,527,400,220,192,92,78,0,1659,1234,32,0,12,0,0,41,0,0,103,0,91,41,55,1492,0,107,1139
9/30/2020,60513,379,0,0,7754,45,0.58,0.01,TRUE,0.02,20.07,0,41,76,59,76,53,50,12,12,0,765,965,1185,1107,969,1080,645,1035,189,189,0,4368,3187,199,0,0,13,92,97,0,31,144,0,58,136,617,3875,0,365,2697
9/30/2020,60512,13,0,0,307,1,0.33,0.54,FALSE,,,0,0,0,0,0,0,0,0,0,0,49,37,31,34,41,59,39,17,0,9,0,145,156,6,0,0,0,0,0,0,0,9,0,0,0,24,102,0,7,171
9/30/2020,60511,15,0,0,463,2,0.43,0.13,FALSE,,,0,0,0,0,0,0,0,0,0,0,49,51,69,57,77,72,69,19,8,7,0,266,189,8,0,0,0,0,0,0,0,13,0,0,0,7,168,0,8,275
9/30/2020,60510,360,2,0.56,9705,91,0.95,0.02,TRUE,0.01,12.19,0,68,68,53,54,59,35,11,12,0,1381,1294,1219,1101,1457,1272,838,1140,181,175,0,5466,4055,184,0,8,14,41,82,0,13,201,8,131,174,353,3902,0,169,4963
9/30/2020,60507,11,0,0,117,0,0,,FALSE,,,0,0,0,0,0,0,0,0,0,0,7,13,15,19,32,20,8,0,7,0,0,76,39,0,0,0,0,7,0,0,0,0,0,0,33,39,21,0,0,18
9/30/2020,60506,1743,11,0.64,21262,154,0.73,0.02,TRUE,0.03,32.15,0,212,349,271,338,233,146,91,103,10,2250,3940,2986,3187,3152,2647,1582,1508,889,842,12,11245,9348,669,0,50,123,817,427,0,43,281,9,244,1736,4214,8422,6,957,5674
9/30/2020,60505,2712,14,0.52,22166,121,0.55,0.02,TRUE,0.04,35.13,0,390,587,463,581,412,172,73,34,0,2851,4452,3528,3574,3083,2174,1363,1138,1368,1328,16,12463,9263,440,0,10,61,1762,714,0,39,122,16,86,1021,6505,11171,0,868,2495
9/30/2020,60504,687,5,0.73,11155,94,0.85,0.04,TRUE,0.02,18.07,0,104,151,108,140,98,49,25,12,0,1431,2292,1904,1907,1781,1085,510,241,382,299,6,6355,4679,121,0,40,93,222,195,0,17,118,13,580,1030,1196,4962,10,477,2887
9/30/2020,60503,197,0,0,4120,43,1.05,0.03,TRUE,0.01,11.61,0,21,42,32,58,25,13,0,0,0,587,689,733,913,652,324,166,55,114,83,0,2279,1815,26,0,16,20,32,68,0,16,44,8,277,286,288,1919,7,168,1167
9/30/2020,60502,319,4,1.27,6397,64,1.01,0.03,TRUE,0.01,14.1,0,58,73,42,58,62,16,8,0,0,1044,1117,773,1015,1132,732,414,168,153,166,0,3545,2798,54,0,23,33,75,47,0,9,132,0,454,469,429,2421,0,221,2396
9/30/2020,60501,485,3,0.62,3408,21,0.62,0.01,TRUE,0.04,40.91,0,69,122,85,101,55,31,14,8,0,400,721,585,548,454,381,193,125,251,233,0,1892,1483,33,0,0,15,240,129,0,30,69,6,24,204,834,1333,0,282,724
9/30/2020,60491,412,1,0.24,6056,87,1.46,0.02,TRUE,0.02,17.94,0,50,88,57,69,60,56,21,11,0,465,919,787,682,840,1037,524,800,197,214,0,3377,2391,288,0,0,11,7,171,0,19,201,0,43,33,65,3434,0,167,2312
9/30/2020,60490,343,1,0.29,6671,59,0.89,0.04,TRUE,0.02,15.45,0,50,67,48,68,74,24,9,0,0,777,1114,960,1190,1295,826,373,134,186,156,0,3631,2944,96,0,32,44,58,113,0,21,73,7,481,703,428,3211,6,290,1545
9/30/2020,60487,492,7,1.44,6759,53,0.79,0.02,TRUE,0.02,18.5,0,64,117,59,79,84,57,22,10,0,705,1198,893,1132,1212,943,470,206,250,241,0,3785,2914,60,0,16,13,17,232,0,16,196,8,158,215,117,3787,0,243,2229
9/30/2020,60484,208,4,1.96,2212,7,0.32,0.03,TRUE,0.03,31.61,0,20,45,42,33,31,18,13,6,0,216,411,334,411,366,271,150,52,131,76,0,1371,792,49,0,0,137,0,54,0,0,7,0,0,1270,26,825,0,32,53
9/30/2020,60482,222,2,0.91,2465,22,0.9,0.01,TRUE,0.02,20.34,0,32,41,36,30,47,21,9,6,0,205,459,388,323,415,419,159,97,130,92,0,1311,1119,35,0,9,0,20,105,0,17,67,6,25,59,125,1231,0,129,885
9/30/2020,60481,171,5,3.01,3572,45,1.28,0.02,TRUE,0.01,14.82,0,31,34,22,30,31,15,7,0,0,390,434,425,496,655,618,374,180,86,85,0,1913,1642,17,0,0,0,6,37,0,0,126,0,0,28,52,1208,0,76,2203
9/30/2020,60480,115,1,0.88,1764,18,1.03,0.03,TRUE,0.02,21.42,0,12,30,19,22,18,6,0,0,0,160,244,240,245,274,285,237,79,57,57,0,902,839,23,0,0,0,10,52,0,0,48,0,15,15,88,847,0,78,721
9/30/2020,60479,6,0,0,99,0,0,0.19,FALSE,,,0,0,0,0,0,0,0,0,0,0,10,26,6,11,21,15,0,0,0,0,0,58,37,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,39
9/30/2020,60478,535,2,0.38,7550,36,0.48,0.02,TRUE,0.03,31.26,0,41,64,75,82,75,76,67,55,0,506,944,964,1025,1090,1335,1041,645,315,217,0,4681,2643,226,0,0,359,9,127,0,6,31,8,18,3195,65,3857,0,71,332
9/30/2020,60477,719,11,1.55,10575,89,0.85,0.01,TRUE,0.02,18.96,0,76,176,117,91,107,87,42,23,0,796,1907,1640,1342,1633,1658,985,610,375,338,6,5892,4510,173,0,18,38,33,329,0,31,267,9,129,602,189,5549,10,346,3741
9/30/2020,60476,59,2,3.51,908,6,0.67,0.1,FALSE,,,0,6,12,12,7,11,0,0,0,0,62,140,115,124,129,172,73,93,33,26,0,464,430,14,0,0,12,9,13,0,0,24,0,0,121,67,379,0,18,321
9/30/2020,60475,187,2,1.08,2652,18,0.68,0.02,TRUE,0.02,19.33,0,15,36,31,34,31,23,15,0,0,249,495,400,404,387,398,214,105,104,82,0,1497,1127,28,0,0,40,25,63,0,0,54,13,10,439,152,1046,0,83,909
9/30/2020,60474,7,0,0,156,4,2.63,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,20,22,12,18,37,12,20,15,0,0,0,107,48,0,0,0,0,0,0,0,0,0,0,0,12,0,44,0,0,98
9/30/2020,60473,737,5,0.68,10344,63,0.61,0.01,TRUE,0.03,33.2,0,57,106,98,92,109,114,79,81,0,818,1248,1166,1308,1770,1835,1227,969,416,315,6,5965,4157,222,0,0,431,49,185,0,14,55,0,27,4468,253,4808,17,131,635
9/30/2020,60472,124,0,0,1849,16,0.87,0.06,TRUE,0.03,25.46,0,17,17,18,27,20,17,0,0,0,101,196,256,264,371,382,185,91,58,66,0,946,888,15,0,0,74,0,38,0,0,0,0,0,892,32,841,7,23,54
9/30/2020,60471,376,0,0,4858,44,0.91,0.02,TRUE,0.03,26.75,0,26,50,72,77,69,50,23,9,0,321,667,676,787,1037,776,461,129,235,140,0,2871,1893,94,0,0,231,9,114,0,6,14,6,16,2399,51,2056,0,68,259
9/30/2020,60470,7,0,0,153,1,0.66,0.24,FALSE,,,0,0,0,0,0,0,0,0,0,0,16,49,14,6,38,13,12,0,7,0,0,96,52,0,0,0,0,0,0,0,0,0,0,0,7,0,53,0,0,87
9/30/2020,60469,193,3,1.58,1765,23,1.32,0.12,FALSE,,,0,24,50,34,38,25,17,0,0,0,210,414,302,255,257,189,95,43,99,93,0,953,787,25,0,0,14,61,80,0,11,26,7,0,138,284,985,0,54,292
9/30/2020,60468,91,0,0,1639,15,0.92,0.03,TRUE,0.02,15.06,0,11,15,6,14,22,12,6,0,0,173,220,225,203,325,262,163,68,50,40,0,896,737,6,0,0,0,0,33,0,0,52,0,0,24,33,506,0,52,1021
9/30/2020,60467,481,4,0.84,7342,57,0.78,0.03,TRUE,0.02,18.06,0,63,93,39,59,88,64,33,42,0,632,1118,677,719,1100,1037,824,1232,248,231,0,4143,3095,104,0,13,12,8,218,0,23,203,0,134,118,99,4135,0,253,2597
9/30/2020,60466,719,0,0,8735,47,0.54,0.02,TRUE,0.03,32.7,0,43,99,108,121,186,113,40,9,17,618,1050,1229,1420,1767,1410,807,417,372,342,0,5060,3370,305,0,0,329,32,206,0,9,139,12,25,3279,167,3916,9,150,1177
9/30/2020,60465,587,2,0.34,4475,25,0.56,0,TRUE,0.03,33.59,0,72,97,89,69,105,66,52,37,0,402,772,698,552,754,608,458,228,303,268,16,2527,1895,53,0,6,19,33,283,0,44,200,0,66,146,162,2370,0,226,1501
9/30/2020,60464,166,3,1.84,2759,18,0.66,0.04,TRUE,0.02,17.09,0,21,33,13,25,31,15,16,12,0,223,384,227,268,353,469,440,395,84,81,0,1565,1173,21,0,0,0,10,84,0,0,62,0,38,18,69,1389,0,86,1159
9/30/2020,60463,398,3,0.76,5505,48,0.88,0.03,TRUE,0.03,26.66,0,25,49,24,39,38,47,70,106,0,340,618,648,674,813,941,800,670,222,175,0,3261,2110,134,0,0,17,11,204,0,14,148,0,42,222,78,3176,0,166,1820
9/30/2020,60462,846,6,0.71,12358,100,0.82,0.02,TRUE,0.02,20.99,0,97,195,121,94,144,86,49,59,10,961,1928,1641,1568,1732,1752,1451,1315,463,373,10,7273,4672,413,0,21,28,43,460,0,40,252,19,185,288,229,7153,7,388,4089
9/30/2020,60461,112,0,0,1874,14,0.75,0.05,TRUE,0.02,22.78,0,18,11,10,14,25,14,17,0,0,115,209,176,185,356,374,308,150,62,48,0,1094,765,15,0,0,61,0,33,0,7,9,7,0,776,10,867,0,44,167
9/30/2020,60459,925,5,0.54,8534,77,0.91,0,TRUE,0.03,32,0,110,212,153,155,131,99,46,19,0,740,1621,1285,1346,1272,1076,670,520,494,427,0,4766,3610,158,0,12,29,333,233,0,43,274,15,106,356,1177,3695,0,403,2781
9/30/2020,60458,371,3,0.82,4508,33,0.74,0.03,TRUE,0.02,24.27,0,44,91,54,58,53,40,15,16,0,377,783,740,687,787,600,301,232,212,156,0,2826,1553,129,0,0,44,47,150,0,23,104,0,17,429,283,2439,6,195,1138
9/30/2020,60457,337,3,0.9,4160,24,0.58,0.02,TRUE,0.02,24.04,0,41,68,57,54,48,45,15,9,0,311,722,656,606,721,640,357,144,170,165,0,1992,1661,507,0,13,6,33,136,0,29,120,0,57,136,167,2364,0,249,1179
9/30/2020,60456,92,0,0,1222,14,1.16,0,TRUE,0.02,21.36,0,10,19,14,16,12,15,0,0,0,87,214,196,161,224,207,75,57,62,30,0,693,506,23,0,0,0,22,30,0,7,32,8,0,33,78,551,0,25,524
9/30/2020,60455,634,2,0.32,6183,26,0.42,0.02,TRUE,0.04,38.47,0,63,118,88,81,88,99,56,41,0,379,899,841,723,989,1024,758,568,317,312,0,3245,2849,89,0,7,35,92,246,0,66,186,7,71,234,404,3411,0,356,1696
9/30/2020,60454,7,0,0,51,0,0,,FALSE,,,0,0,0,0,0,0,0,0,0,0,0,11,11,8,7,6,6,0,0,0,0,32,19,0,0,0,0,0,0,0,0,0,0,0,7,7,23,0,0,12
9/30/2020,60453,1724,9,0.52,20101,108,0.54,0,TRUE,0.03,30.56,0,163,334,250,242,291,174,125,144,9,1320,3059,3062,2641,3268,3203,1932,1607,886,815,23,11332,8301,468,0,24,171,247,729,0,89,459,19,225,2304,1198,9377,11,626,6341
9/30/2020,60452,561,8,1.45,7303,62,0.86,0.02,TRUE,0.02,19.81,0,54,139,92,93,86,59,21,17,0,633,1382,1192,1093,1187,1083,516,215,280,280,0,3971,3237,95,0,10,49,50,235,0,28,185,23,93,362,296,3807,0,309,2409
9/30/2020,60451,488,8,1.67,8301,78,0.95,0.02,TRUE,0.01,13.96,0,74,95,75,86,92,47,11,8,0,898,1377,1473,1177,1399,1183,562,229,255,232,0,4641,3605,55,0,0,0,12,244,0,7,219,0,34,61,115,4692,0,178,3216
9/30/2020,60450,305,7,2.35,4462,31,0.7,0.02,TRUE,0.01,14.91,0,49,57,44,37,48,27,17,24,0,581,681,503,521,686,497,421,572,153,144,8,2670,1697,95,0,0,0,45,85,0,7,166,0,0,24,140,2141,0,145,2005
9/30/2020,60449,166,0,0,2687,16,0.6,0.05,TRUE,0.02,17.66,0,9,36,22,24,29,30,14,0,0,202,363,293,390,484,507,284,164,72,92,0,1516,1137,34,0,0,41,18,46,0,0,57,0,34,374,77,992,0,64,1141
9/30/2020,60448,348,5,1.46,5781,53,0.93,0.02,TRUE,0.01,13.03,0,49,76,42,46,63,29,22,21,0,648,952,718,699,1108,805,523,327,174,171,0,3122,2577,82,0,0,0,19,136,0,10,172,0,45,54,100,3081,0,140,2356
9/30/2020,60447,167,3,1.83,3188,20,0.63,0.04,TRUE,0.01,11.74,0,31,35,37,36,12,12,0,0,0,449,543,560,525,439,339,221,111,74,86,7,1809,1345,34,0,0,0,31,51,0,7,74,0,12,51,178,1391,0,116,1440
9/30/2020,60446,1022,9,0.89,13468,154,1.16,0.01,TRUE,0.03,25.5,0,135,223,151,204,194,64,36,14,7,1416,2562,1865,2377,2392,1313,950,586,527,489,6,7557,5704,207,0,42,97,361,267,0,50,202,10,334,1059,1875,5952,15,635,3588
9/30/2020,60445,417,5,1.21,6930,48,0.7,0.01,TRUE,0.02,16.08,0,62,87,77,67,54,45,17,8,0,475,1077,947,847,1038,1281,757,504,223,189,0,3771,3039,120,0,0,35,79,199,0,16,85,14,44,411,385,4533,0,133,1410
9/30/2020,60444,11,1,10,312,4,1.3,0.11,FALSE,,,0,0,0,0,0,0,0,0,0,0,57,44,57,36,60,41,15,0,6,0,0,156,151,0,0,0,0,0,0,0,0,8,0,0,0,10,144,0,9,145
9/30/2020,60443,653,3,0.46,8009,82,1.03,0.02,TRUE,0.03,30.3,0,55,105,102,124,108,80,38,41,0,553,1051,943,1336,1465,1338,845,478,352,273,28,4639,2994,376,0,6,367,30,200,0,10,38,0,43,3370,137,3643,21,126,664
9/30/2020,60442,152,2,1.33,2360,24,1.03,0.02,TRUE,0.01,14.43,0,22,38,28,24,22,13,0,0,0,299,380,470,392,363,274,148,34,83,69,0,1289,1052,19,0,0,0,7,75,0,0,65,0,0,27,50,1216,0,47,1015
9/30/2020,60441,598,3,0.5,7977,57,0.72,0.02,TRUE,0.02,16.89,0,53,123,119,87,103,65,34,14,0,825,1305,1346,1211,1335,1035,621,295,298,293,7,4532,3357,88,0,0,42,72,225,0,22,235,6,49,214,278,4185,6,283,2956
9/30/2020,60440,1436,3,0.21,19682,122,0.62,0.02,TRUE,0.03,27.49,0,154,252,241,246,205,134,93,111,15,1742,3312,3225,2846,3170,2589,1832,951,748,683,0,11247,8112,323,0,51,215,487,387,0,67,224,7,648,2402,2373,9591,20,734,3907
9/30/2020,60439,404,8,2.02,8393,68,0.82,0.02,TRUE,0.02,17.25,0,42,88,42,61,64,42,27,38,7,689,1271,927,973,1379,1193,799,1155,214,186,0,4993,3261,139,0,0,0,13,182,0,16,188,0,62,83,125,4914,0,201,3000
9/30/2020,60438,851,17,2.04,10162,71,0.7,0.01,TRUE,0.03,29.39,0,96,142,125,154,142,99,54,39,0,888,1647,1425,1674,1727,1447,847,504,500,349,0,6098,3905,159,0,0,280,149,263,0,36,119,18,35,2968,817,4489,0,253,1578
9/30/2020,60436,503,7,1.41,5930,34,0.58,0.05,TRUE,0.03,26.55,0,65,102,89,102,64,44,23,14,0,590,970,935,937,1026,798,466,207,254,246,0,3479,2390,61,0,0,84,181,132,0,17,83,6,27,982,725,2179,0,358,1651
9/30/2020,60435,1311,4,0.31,17913,119,0.67,0.02,TRUE,0.03,26.29,0,133,231,233,189,201,136,98,90,0,1412,2628,2521,2334,2793,2473,1732,2015,704,603,0,10373,7311,229,0,11,174,412,347,0,34,331,17,104,1857,1836,7666,0,907,5523
9/30/2020,60434,279,2,0.72,1999,5,0.25,,FALSE,,,0,0,33,75,66,51,44,8,0,0,29,452,510,373,377,185,66,7,0,273,0,116,1879,0,0,0,175,35,38,0,0,29,0,0,1002,88,414,0,87,401
9/30/2020,60433,530,2,0.38,5431,37,0.69,0.05,TRUE,0.03,31.87,0,58,108,74,82,69,57,41,41,0,435,866,786,673,803,773,501,594,290,238,0,3186,2114,131,0,0,134,180,122,0,15,79,0,16,939,642,2338,0,298,1192
9/30/2020,60432,765,0,0,6071,29,0.48,0.04,TRUE,0.04,37.83,0,104,154,126,147,126,63,26,19,0,751,1170,1012,1015,976,691,299,155,382,373,10,3333,2628,110,7,0,70,387,205,0,40,54,32,0,907,1277,2469,0,512,868
9/30/2020,60431,537,3,0.56,7805,57,0.74,0.05,TRUE,0.02,23.13,0,67,104,122,97,78,46,17,6,6,798,1312,1401,1251,1148,936,572,381,290,246,0,4506,3207,92,0,11,69,131,158,0,13,155,0,88,641,644,3053,7,332,3038
9/30/2020,60430,433,-1,-0.23,7536,49,0.65,0.03,TRUE,0.02,21.41,0,36,51,66,57,69,46,52,56,0,612,924,946,970,1283,1267,940,590,244,184,0,4285,3061,190,0,0,191,19,128,0,7,84,15,37,1991,160,3468,8,143,1714
9/30/2020,60429,414,2,0.49,6070,34,0.56,0.04,TRUE,0.03,26.91,0,45,64,68,63,68,47,28,31,0,492,832,855,860,946,1049,619,416,241,171,0,3561,2428,81,0,0,252,15,111,0,11,24,11,0,2628,82,2921,7,72,346
9/30/2020,60428,355,0,0,4062,30,0.74,0.02,TRUE,0.03,28.93,0,36,56,63,63,51,50,22,14,0,381,642,600,623,663,670,309,172,205,149,0,2336,1648,78,0,0,176,49,108,0,6,15,0,6,1740,178,1886,0,68,179
9/30/2020,60426,787,4,0.51,9366,71,0.76,0.03,TRUE,0.03,27.21,0,97,142,138,130,127,73,54,26,0,873,1562,1331,1404,1664,1375,801,352,404,379,0,4967,4234,165,0,0,334,201,213,0,19,17,29,27,4440,832,3474,0,205,358
9/30/2020,60425,273,1,0.37,3920,19,0.49,0.02,TRUE,0.03,30.63,0,30,31,32,41,52,46,25,16,6,277,448,420,581,715,764,427,282,133,139,0,2175,1589,156,0,0,121,20,86,0,8,37,7,0,1584,106,1725,0,52,438
9/30/2020,60424,21,0,0,436,15,3.56,0.09,TRUE,0.01,8.52,0,0,8,0,0,0,0,0,0,0,55,77,53,64,81,51,36,19,7,14,0,227,203,6,0,0,0,0,7,0,0,11,0,0,9,8,144,0,31,244
9/30/2020,60423,508,6,1.2,8282,83,1.01,0.02,TRUE,0.02,16.42,0,83,97,49,77,109,57,24,12,0,1072,1342,928,1163,1536,1183,743,315,264,243,0,4438,3778,66,0,9,34,18,221,0,11,215,0,72,367,106,4262,0,294,3173
9/30/2020,60422,201,-1,-0.5,3711,24,0.65,0.05,TRUE,0.02,20.58,0,25,27,29,35,37,22,9,17,0,401,466,360,544,727,596,385,231,104,97,0,2091,1595,25,0,0,106,0,62,0,0,26,6,26,1224,58,1675,0,68,654
9/30/2020,60421,38,1,2.7,790,8,1.02,0.05,TRUE,0.01,9.89,0,0,6,6,12,9,0,0,0,0,55,103,118,87,150,140,82,55,19,18,0,444,341,0,0,0,0,0,8,0,0,25,0,0,19,21,289,0,38,422
9/30/2020,60420,37,0,0,1251,4,0.32,0.04,TRUE,0.01,7.69,0,0,10,7,0,8,0,0,0,0,166,162,154,145,229,167,85,142,17,20,0,746,460,45,0,0,0,0,0,0,0,30,0,0,23,13,523,0,36,652
9/30/2020,60419,656,3,0.46,9621,50,0.52,0,TRUE,0.03,28.97,0,49,104,89,82,121,110,63,38,6,640,1314,1234,1378,1853,1905,826,465,373,272,11,5637,3760,224,0,0,428,29,176,0,9,14,0,0,4551,107,4652,0,107,194
9/30/2020,60418,220,2,0.92,2546,30,1.19,,FALSE,,,0,17,43,29,20,22,27,24,38,0,121,357,334,335,397,468,269,265,136,82,0,1564,924,58,0,0,26,21,96,0,0,74,0,9,257,83,1165,0,49,978
9/30/2020,60417,327,5,1.55,6326,30,0.48,0.03,TRUE,0.02,21.48,0,28,35,46,49,52,48,31,38,0,413,705,667,788,855,1050,843,1004,178,146,0,3732,2486,108,0,0,82,34,101,0,7,101,10,15,1293,176,2383,9,152,2288
9/30/2020,60416,131,0,0,2168,42,1.98,0.03,TRUE,0.01,14.3,0,33,31,18,17,18,7,0,0,0,475,376,345,312,276,221,113,50,65,64,0,1212,943,13,0,0,0,0,45,0,6,75,0,0,21,55,652,0,80,1358
9/30/2020,60415,433,2,0.46,4619,20,0.43,0,TRUE,0.03,30.38,0,47,97,60,60,51,53,32,33,0,297,813,770,643,728,692,357,316,227,201,0,2464,1942,213,0,7,45,25,196,0,30,127,13,53,499,237,2309,0,207,1299
9/30/2020,60411,1623,14,0.87,20021,163,0.82,0.01,TRUE,0.03,28.08,0,179,305,263,276,252,171,112,64,12,1831,3488,2989,3020,3439,2757,1591,894,900,706,17,11252,8380,389,8,0,606,269,547,0,48,139,97,37,6536,1396,8719,14,471,2751
9/30/2020,60410,190,2,1.06,3015,23,0.77,0.04,TRUE,0.01,14.85,0,35,40,21,34,30,17,7,6,0,407,512,410,415,521,381,239,130,95,94,0,1640,1355,20,0,0,0,23,64,0,0,96,0,9,43,95,1116,0,92,1658
9/30/2020,60409,1082,6,0.56,13478,87,0.65,0,TRUE,0.03,29.28,0,105,198,181,208,174,138,46,31,12,1169,1830,1895,2124,2371,2002,1287,788,633,440,9,7981,5194,303,0,0,524,163,314,0,39,40,14,7,5832,868,5828,0,248,676
9/30/2020,60408,87,2,2.35,1649,15,0.92,0.04,TRUE,0.02,15.4,0,17,15,15,14,14,0,6,0,0,215,250,190,190,325,271,137,71,42,45,0,873,761,15,0,0,0,9,20,0,0,55,0,0,24,77,413,0,37,1096
9/30/2020,60407,9,0,0,341,4,1.19,0.14,FALSE,,,0,0,0,0,0,0,0,0,0,0,40,72,44,50,55,39,31,10,0,0,0,197,140,0,0,0,0,0,0,0,0,0,0,0,0,13,107,0,7,213
9/30/2020,60406,884,6,0.68,9089,61,0.68,0.03,TRUE,0.04,35,0,114,195,155,139,145,79,31,26,0,855,1696,1559,1488,1692,1069,470,258,457,424,0,4454,4523,112,0,0,164,264,367,0,23,62,21,12,1849,1078,4831,0,269,1028
9/30/2020,60404,332,5,1.53,6002,45,0.76,0.01,TRUE,0.02,17.66,0,35,68,42,52,54,38,26,17,0,513,748,651,725,812,791,878,882,162,167,0,3423,2518,61,0,0,20,37,116,0,8,146,0,64,231,237,2421,10,193,2846
9/30/2020,60403,433,3,0.7,5920,48,0.82,0.02,TRUE,0.02,23.72,0,41,89,69,88,78,32,14,22,0,480,1004,732,903,891,688,681,541,224,205,0,3387,2461,72,0,10,77,107,132,0,8,98,0,81,660,533,2204,0,306,2126
9/30/2020,60402,2548,21,0.83,23232,424,1.86,0,TRUE,0.04,40.09,0,285,534,487,497,374,223,94,52,18,2378,4333,4166,3855,3527,2702,1436,817,1308,1213,27,12698,9938,596,0,17,114,1338,523,0,189,364,7,215,1150,6446,7390,17,2113,5894
9/30/2020,60401,150,3,2.04,3021,24,0.8,0.05,TRUE,0.02,19.28,0,9,21,12,14,30,15,19,30,0,280,397,302,339,506,458,348,387,94,55,0,1821,1141,59,0,0,10,6,66,0,0,66,0,19,97,112,1520,0,51,1220
9/30/2020,60305,169,4,2.42,4465,28,0.63,0,TRUE,0.02,15.27,0,44,29,16,24,28,19,0,0,0,890,626,425,679,774,572,373,126,80,89,0,2408,2023,34,0,0,15,18,41,0,18,76,0,136,275,152,1386,0,233,2277
9/30/2020,60304,198,3,1.54,6748,82,1.23,0.03,TRUE,0.01,11.22,0,34,40,34,30,28,21,10,0,0,1141,816,1042,1329,1095,740,447,136,97,100,0,3689,2973,86,0,0,63,26,30,0,8,69,0,135,777,286,2269,7,330,2943
9/30/2020,60303,6,0,0,124,1,0.81,,FALSE,,,0,0,0,0,0,0,0,0,0,0,13,8,19,23,17,26,17,0,0,0,0,78,45,0,0,0,0,0,0,0,0,0,0,0,58,0,31,0,11,20
9/30/2020,60302,465,5,1.09,14119,118,0.84,0.02,TRUE,0.01,14.51,0,78,71,67,75,62,48,32,32,0,1879,1978,2049,2114,2167,1787,1310,832,250,208,7,8164,5792,163,0,12,131,45,72,0,24,180,11,213,1797,547,5532,8,666,5345
9/30/2020,60301,58,1,1.75,1182,6,0.51,0.13,FALSE,,,0,6,20,13,7,8,0,0,0,0,106,251,246,155,170,111,111,32,29,29,0,656,509,17,0,6,12,8,12,0,0,18,0,36,161,66,456,0,65,394
9/30/2020,60203,56,0,0,1712,7,0.41,0.1,FALSE,,,0,14,6,0,10,14,0,0,0,0,304,224,196,306,213,265,155,47,28,27,0,945,754,13,0,0,0,0,16,0,0,28,0,66,85,45,587,0,122,807
9/30/2020,60202,597,3,0.51,14727,86,0.59,0.03,TRUE,0.02,18.17,0,45,86,86,85,84,72,45,94,0,1338,2081,2444,2150,2525,2395,1119,671,334,261,0,8218,6160,349,0,16,159,126,75,0,40,181,8,289,1749,751,7223,24,849,3834
9/30/2020,60201,539,0,0,17410,108,0.62,0.02,TRUE,0.01,12.74,0,67,117,63,72,64,50,50,56,29,1701,3186,2059,1904,2434,2348,1529,2220,269,268,0,9745,7114,551,0,21,139,64,62,0,38,213,7,333,1435,504,8511,19,907,5694
9/30/2020,60195,47,0,0,1064,8,0.76,0.11,FALSE,,,0,0,6,13,7,8,0,0,0,0,88,189,264,192,106,123,72,30,27,18,0,583,461,20,0,0,0,0,19,0,0,16,0,73,27,38,683,0,22,219
