date,zipcode,confirmed_cases,confirmed_cases_change,confirmed_cases_change_pct,total_tested,total_tested_change,total_tested_change_pct,pct_population_moe,below_moe_threshold,cases_per_capita,cases_per_1000,confirmed_cases_unknown,confirmed_cases_less_than_20,confirmed_cases_20_to_29,confirmed_cases_30_to_39,confirmed_cases_40_to_49,confirmed_cases_50_to_59,confirmed_cases_60_to_69,confirmed_cases_70_to_79,confirmed_cases_80_or_more,total_tested_unknown,total_tested_less_than_20,total_tested_20_to_29,total_tested_30_to_39,total_tested_40_to_49,total_tested_50_to_59,total_tested_60_to_69,total_tested_70_to_79,total_tested_80_or_more,confirmed_cases_female,confirmed_cases_male,confirmed_cases_unknownleftblank,total_tested_female,total_tested_male,total_tested_unknownleftblank,confirmed_cases_aian,confirmed_cases_asian,confirmed_cases_black,confirmed_cases_hispanic,confirmed_cases_leftblank,confirmed_cases_nhpi,confirmed_cases_other,confirmed_cases_white,total_tested_aian,total_tested_asian,total_tested_black,total_tested_hispanic,total_tested_leftblank,total_tested_nhpi,total_tested_other,total_tested_white
9/30/2020,62293,116,2,1.75,1326,15,1.14,0.08,TRUE,0.03,26.2,0,12,22,23,21,17,11,6,0,7,170,219,267,163,170,145,98,87,57,59,0,750,548,28,0,0,0,0,57,0,0,54,0,0,12,7,605,0,39,662
9/30/2020,62292,7,1,16.67,183,4,2.23,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,20,22,17,14,58,26,18,8,0,0,0,126,53,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,99
9/30/2020,62289,6,0,0,94,1,1.08,0.28,FALSE,,,0,0,0,0,0,0,0,0,0,0,9,14,15,11,18,16,9,0,0,0,0,54,37,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,40
9/30/2020,62288,107,4,3.88,974,9,0.93,0.11,FALSE,,,0,19,14,23,13,17,16,0,0,0,142,137,185,159,128,124,58,40,59,43,0,553,380,41,0,0,0,7,20,0,0,80,0,0,0,8,501,0,9,452
9/30/2020,62286,161,0,0,1914,18,0.95,0.03,TRUE,0.03,26.35,0,28,36,24,19,22,18,0,10,0,268,341,279,261,272,218,150,124,94,65,0,1133,689,92,0,0,11,0,50,0,0,92,0,0,42,8,1187,0,12,661
9/30/2020,62285,128,0,0,984,11,1.13,0.08,TRUE,0.03,28.85,0,15,19,10,21,19,17,14,13,0,120,141,128,160,153,156,83,41,67,58,0,552,424,8,0,0,0,0,70,0,0,52,0,0,13,0,474,0,48,445
9/30/2020,62282,13,0,0,139,0,0,0.25,FALSE,,,0,0,0,0,0,0,0,0,0,0,33,15,26,18,15,24,0,0,7,6,0,86,51,0,0,0,0,0,10,0,0,0,0,0,0,0,68,0,6,64
9/30/2020,62281,60,0,0,692,5,0.73,0.1,FALSE,,,0,12,6,10,13,10,0,0,0,0,124,84,94,95,117,102,48,27,30,28,0,384,303,0,0,0,0,0,22,0,0,34,0,0,6,0,320,0,27,335
9/30/2020,62278,149,1,0.68,2012,10,0.5,0.05,TRUE,0.02,22.77,0,23,29,16,25,24,21,6,0,0,203,313,264,261,257,228,145,340,74,75,0,1278,710,24,0,0,0,0,41,0,0,101,0,0,0,0,1047,0,33,925
9/30/2020,62277,12,0,0,216,2,0.93,0.19,FALSE,,,0,0,0,0,0,0,0,0,0,0,24,43,27,33,32,27,15,13,0,7,0,132,83,0,0,0,0,0,0,0,0,8,0,0,0,0,112,0,0,99
9/30/2020,62275,86,3,3.61,812,6,0.74,0.11,FALSE,,,0,13,16,14,9,22,11,0,0,0,84,104,103,109,136,152,73,51,36,49,0,427,377,8,0,0,0,0,33,0,7,46,0,0,0,0,367,0,24,420
9/30/2020,62274,166,0,0,2208,12,0.55,0.03,TRUE,0.02,21.13,0,16,29,14,17,27,10,14,39,0,223,412,358,339,251,247,178,199,106,55,0,1196,847,165,0,0,0,0,20,0,0,138,0,8,78,21,705,0,44,1351
9/30/2020,62273,6,0,0,83,0,0,0.5,FALSE,,,0,0,0,0,0,0,0,0,0,0,7,6,11,9,24,13,11,0,0,0,0,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,48
9/30/2020,62272,66,2,3.13,475,7,1.5,0.17,FALSE,,,0,8,16,16,11,6,0,0,0,0,60,84,78,65,66,61,45,13,29,33,0,251,196,28,0,0,0,46,7,0,0,13,0,0,0,83,182,0,6,203
9/30/2020,62271,30,0,0,407,4,0.99,0.08,TRUE,0.01,13.93,0,9,0,6,0,0,0,0,0,0,60,84,53,40,43,67,43,17,15,15,0,239,159,9,0,0,0,0,6,0,0,21,0,0,0,8,133,0,15,248
9/30/2020,62269,583,8,1.39,8758,44,0.5,0.02,TRUE,0.02,18.2,0,83,109,106,110,87,43,31,14,55,1300,1368,1519,1291,1211,922,623,469,329,245,9,5112,3536,110,0,0,92,9,296,0,18,162,0,54,563,70,5638,0,357,2068
9/30/2020,62268,12,0,0,139,0,0,0.21,FALSE,,,0,0,0,0,0,0,0,0,0,0,15,19,15,21,20,22,11,15,8,0,0,76,59,0,0,0,0,0,6,0,0,6,0,0,0,0,46,0,0,88
9/30/2020,62265,133,2,1.53,1694,8,0.47,0.07,TRUE,0.03,30.29,0,11,27,31,16,22,17,6,0,0,181,260,369,203,222,274,97,84,76,54,0,975,658,61,0,0,0,11,55,0,0,62,0,0,33,33,612,0,52,961
9/30/2020,62264,107,0,0,931,8,0.87,0.09,TRUE,0.03,28.57,0,8,16,9,10,12,11,11,29,6,103,138,129,100,133,121,104,97,62,42,0,565,349,17,0,0,0,0,53,0,0,50,0,0,6,0,486,0,27,412
9/30/2020,62263,98,2,2.08,1183,8,0.68,0.05,TRUE,0.02,19.47,0,16,16,16,15,15,15,0,0,0,135,145,156,158,175,182,114,118,49,48,0,677,479,27,0,0,0,0,23,0,0,70,0,0,0,14,286,0,33,845
9/30/2020,62262,26,0,0,400,1,0.25,0.15,FALSE,,,0,0,0,0,6,0,0,0,0,0,59,39,48,52,51,72,39,40,14,12,0,234,160,6,0,0,0,0,11,0,0,13,0,0,0,0,185,0,47,162
9/30/2020,62260,151,1,0.67,1456,12,0.83,0.07,TRUE,0.02,20.39,0,32,26,8,19,22,29,9,6,12,217,204,175,197,247,224,126,54,80,70,0,819,626,11,0,0,0,0,80,0,6,65,0,0,0,0,897,0,67,483
9/30/2020,62259,6,0,0,519,2,0.39,,FALSE,,,0,0,0,0,0,0,0,0,0,0,0,139,196,98,60,16,6,0,0,0,0,0,511,6,0,0,0,0,0,0,0,0,0,0,255,17,46,0,6,193
9/30/2020,62258,192,0,0,2938,16,0.55,0.04,TRUE,0.02,20.75,0,29,39,33,42,25,11,9,0,11,361,423,484,493,428,369,200,169,116,74,0,1755,1158,25,0,0,10,0,115,0,13,52,0,9,71,12,1815,0,103,926
9/30/2020,62257,35,0,0,706,7,1,0.12,FALSE,,,0,0,6,0,7,0,0,0,0,0,121,87,102,105,98,110,54,26,17,18,0,402,292,12,0,0,0,0,15,0,0,19,0,0,0,0,325,0,16,364
9/30/2020,62255,16,0,0,177,1,0.57,0.21,FALSE,,,0,0,0,0,0,0,0,0,0,0,13,35,36,15,42,24,12,0,10,0,0,109,64,0,0,0,0,0,9,0,0,7,0,0,0,0,86,0,6,85
9/30/2020,62254,274,0,0,2303,15,0.66,0.05,TRUE,0.04,43.55,0,28,72,22,10,21,34,29,58,7,343,630,261,183,254,280,197,148,171,102,0,1303,982,18,0,0,23,0,159,0,0,88,0,0,104,12,1390,0,77,716
9/30/2020,62253,8,0,0,158,0,0,0.25,FALSE,,,0,0,0,0,0,0,0,0,0,0,23,14,7,17,21,36,25,15,7,0,0,102,55,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,81
9/30/2020,62250,8,0,0,135,1,0.75,0.26,FALSE,,,0,0,0,0,0,0,0,0,0,0,10,13,12,19,23,31,18,9,0,0,0,65,70,0,0,0,0,0,0,0,0,7,0,0,0,0,34,0,0,97
9/30/2020,62249,345,2,0.58,4155,33,0.8,0.03,TRUE,0.02,22.25,0,54,49,58,49,45,42,27,21,9,573,559,554,504,520,641,406,389,195,146,0,2348,1783,24,0,0,0,0,151,0,7,183,0,0,14,14,1726,0,134,2261
9/30/2020,62248,8,0,0,98,0,0,0.25,FALSE,,,0,0,0,0,0,0,0,0,0,0,11,13,25,14,9,14,9,0,0,0,0,57,40,0,0,0,0,0,0,0,0,6,0,0,0,0,51,0,0,44
9/30/2020,62246,222,3,1.37,4526,11,0.24,0.04,TRUE,0.02,22.39,0,29,43,33,32,24,27,18,16,0,340,683,809,698,557,541,466,430,102,118,0,2301,2120,105,0,0,7,0,131,0,6,77,0,18,58,24,2752,0,62,1612
9/30/2020,62245,60,2,3.45,496,2,0.4,0.12,FALSE,,,0,6,18,0,0,12,14,0,0,0,60,94,75,61,81,74,37,13,32,28,0,281,195,20,0,0,0,0,28,0,0,27,0,0,0,0,212,0,28,250
9/30/2020,62244,7,0,0,99,0,0,0.19,FALSE,,,0,0,0,0,0,0,0,0,0,0,15,13,12,6,25,13,11,0,0,0,0,55,43,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,44
9/30/2020,62243,111,-1,-0.89,2229,27,1.23,0.05,TRUE,0.02,19.15,0,14,20,16,24,18,13,0,0,9,201,223,259,201,241,287,197,611,60,51,0,1369,841,19,0,0,0,0,64,0,0,43,0,0,19,0,735,0,65,1408
9/30/2020,62242,23,0,0,278,2,0.72,0.16,FALSE,,,0,0,0,0,6,0,0,0,0,0,42,44,42,35,44,41,20,10,10,11,0,161,112,0,0,0,0,0,11,0,0,12,0,0,0,0,155,0,0,117
9/30/2020,62241,25,0,0,288,2,0.7,0.17,FALSE,,,0,0,0,0,0,6,0,0,0,0,51,51,28,35,45,39,30,9,14,10,0,170,116,0,0,0,0,0,0,0,0,20,0,0,0,0,145,0,0,140
9/30/2020,62240,35,0,0,290,0,0,0.26,FALSE,,,0,0,7,7,0,6,0,0,0,0,25,36,48,47,52,52,23,0,26,9,0,164,122,0,0,0,0,0,19,0,0,13,0,0,0,0,161,0,9,113
9/30/2020,62239,124,1,0.81,899,9,1.01,0.1,FALSE,,,0,15,21,19,16,18,22,11,0,12,113,128,151,128,149,129,65,24,71,49,0,511,376,12,0,0,7,0,67,0,0,48,0,0,14,8,519,0,26,331
9/30/2020,62238,15,0,0,165,1,0.61,0.25,FALSE,,,0,0,0,0,0,0,0,0,0,0,18,29,29,28,25,21,7,8,7,7,0,83,64,18,0,0,0,0,0,0,0,9,0,0,0,0,84,0,0,74
9/30/2020,62237,63,0,0,2705,4,0.15,0.12,FALSE,,,0,8,15,7,10,13,0,0,0,0,274,400,339,342,350,234,193,569,36,27,0,1909,639,157,0,0,0,0,30,0,0,32,0,0,9,0,465,0,8,2218
9/30/2020,62236,275,1,0.36,2008,17,0.85,0.03,TRUE,0.02,19.99,0,35,51,40,34,44,22,15,34,12,260,315,330,285,334,239,125,108,165,108,0,1145,844,19,0,0,0,7,140,0,0,124,0,0,0,22,1364,0,48,566
9/30/2020,62234,754,0,0,8339,45,0.54,0.02,TRUE,0.02,23.25,0,119,158,156,112,91,66,43,9,28,1078,1560,1388,1256,1222,942,554,311,405,342,7,4705,3551,83,0,0,72,106,281,0,30,265,0,9,455,457,4217,0,361,2839
9/30/2020,62233,361,6,1.69,2559,24,0.95,0.03,TRUE,0.04,37.29,0,30,82,87,82,54,14,10,0,0,306,438,434,421,372,313,148,122,103,253,0,1249,1241,69,0,0,93,49,51,0,0,165,0,0,177,72,1158,0,26,1125
9/30/2020,62232,196,0,0,3572,10,0.28,0.07,TRUE,0.03,29.23,0,36,31,38,28,26,15,13,8,11,398,526,545,542,584,439,272,255,106,86,0,2159,1120,293,0,0,24,23,70,0,13,66,0,7,543,137,1493,0,96,1293
9/30/2020,62231,253,10,4.12,2138,23,1.09,0.06,TRUE,0.03,34.02,0,22,26,31,20,39,41,23,51,0,238,273,266,205,342,351,224,236,141,111,0,1260,827,51,0,0,0,0,72,0,9,167,0,0,35,11,738,0,62,1289
9/30/2020,62230,228,0,0,2108,20,0.96,0.03,TRUE,0.04,36.31,0,45,40,28,33,27,29,21,0,9,295,374,233,285,322,222,182,186,118,109,0,1220,854,34,0,0,0,6,118,0,15,89,0,0,0,9,896,0,63,1139
9/30/2020,62226,774,3,0.39,8352,48,0.58,0.03,TRUE,0.03,27,0,95,149,117,101,123,96,59,34,59,874,1379,1220,1151,1320,1087,550,712,435,328,11,5052,3091,209,0,7,210,10,329,0,32,185,0,8,929,50,5360,6,429,1568
9/30/2020,62225,31,0,0,541,1,0.19,0.1,TRUE,0.01,6.05,0,6,11,10,0,0,0,0,0,0,123,153,130,87,29,8,7,0,16,15,0,312,223,6,0,0,0,0,21,0,0,0,0,6,30,23,308,0,26,147
9/30/2020,62223,448,4,0.9,5127,44,0.87,0.05,TRUE,0.03,27.47,0,47,95,73,74,63,38,23,35,32,500,710,768,763,898,762,348,346,250,177,21,2783,1877,467,0,0,101,0,218,0,23,100,0,0,472,42,3360,0,310,937
9/30/2020,62221,704,1,0.14,7460,56,0.76,0.04,TRUE,0.02,23.51,0,102,141,129,108,113,65,34,12,42,964,1381,1254,1184,1127,859,396,253,404,285,15,4426,2956,78,0,0,182,7,339,0,39,136,0,16,864,51,4645,0,405,1476
9/30/2020,62220,586,-1,-0.17,5496,30,0.55,0.06,TRUE,0.03,32.02,0,52,101,86,72,86,63,52,74,50,594,945,1064,816,757,678,326,266,308,277,0,3009,2278,209,0,0,121,0,263,0,21,177,0,7,627,34,3121,6,270,1431
9/30/2020,62219,33,1,3.13,282,1,0.36,0.21,FALSE,,,0,0,0,7,6,6,0,0,0,0,31,45,41,48,51,36,20,10,16,17,0,148,125,9,0,0,0,0,14,0,0,17,0,0,0,0,111,0,18,151
9/30/2020,62218,82,1,1.23,419,1,0.24,0.12,FALSE,,,0,7,17,8,0,18,16,8,0,0,39,66,54,36,89,78,35,20,46,36,0,213,203,0,0,0,0,0,43,0,0,35,0,0,0,0,155,0,14,249
9/30/2020,62217,17,0,0,179,0,0,0.2,FALSE,,,0,0,0,0,0,0,0,0,0,0,26,29,23,30,24,20,17,10,8,9,0,94,79,6,0,0,0,0,0,0,0,13,0,0,0,0,95,0,8,75
9/30/2020,62216,122,2,1.67,1085,8,0.74,0.08,TRUE,0.04,44.49,0,21,31,18,8,16,16,9,0,0,173,195,149,133,155,116,78,86,56,66,0,639,438,8,0,0,0,0,62,0,0,56,0,0,0,0,537,0,36,511
9/30/2020,62215,54,0,0,448,2,0.45,0.1,TRUE,0.03,28.32,0,9,8,9,0,8,9,0,0,0,57,81,70,66,64,62,20,27,19,35,0,229,208,11,0,0,0,0,41,0,0,13,0,0,0,0,205,0,18,218
9/30/2020,62214,15,0,0,220,3,1.38,0.15,FALSE,,,0,0,0,0,0,0,0,0,0,0,21,37,23,30,33,51,23,0,8,7,0,110,106,0,0,0,0,0,0,0,0,12,0,0,0,0,80,0,10,128
9/30/2020,62208,447,0,0,4788,31,0.65,0.02,TRUE,0.03,27.06,0,50,72,80,78,57,70,20,19,35,447,809,805,703,786,680,328,195,234,208,0,2817,1924,47,0,0,127,0,201,0,19,95,0,11,577,40,3050,0,237,872
9/30/2020,62207,255,0,0,2000,9,0.45,0.08,TRUE,0.03,28.61,0,34,51,43,40,37,31,13,6,21,298,283,273,322,316,292,138,57,144,111,0,1197,771,32,0,0,221,0,28,0,0,0,0,0,692,7,1129,9,127,36
9/30/2020,62206,458,2,0.44,5100,33,0.65,0.02,TRUE,0.03,30.29,0,66,92,75,81,73,43,22,6,43,502,775,862,841,832,640,382,223,273,184,0,2941,2022,137,0,0,346,14,40,0,0,53,0,0,1708,27,2657,0,184,520
9/30/2020,62205,214,0,0,2294,21,0.92,0.11,FALSE,,,0,26,34,33,38,32,29,10,12,7,262,274,325,329,422,383,198,94,126,88,0,1362,898,34,0,0,194,0,13,0,0,0,0,0,711,8,1470,0,88,17
9/30/2020,62204,145,0,0,1604,7,0.44,0.06,TRUE,0.02,18.23,0,17,24,17,34,23,18,8,0,0,181,209,200,270,324,231,133,52,92,53,0,950,618,36,0,0,125,9,9,0,0,0,0,0,482,10,1030,0,61,18
9/30/2020,62203,219,2,0.92,2203,51,2.37,0.1,TRUE,0.03,26.5,0,35,38,39,32,29,29,14,0,10,345,270,321,297,328,336,227,69,119,100,0,1178,989,36,0,0,202,0,15,0,0,0,0,0,627,9,1425,0,92,47
9/30/2020,62201,248,-1,-0.4,2284,15,0.66,0.15,FALSE,,,0,59,48,46,37,30,19,0,0,14,414,449,354,342,323,221,111,56,141,107,0,1260,994,30,0,0,60,154,11,0,0,16,0,0,236,641,1120,0,114,171
9/30/2020,62097,48,0,0,619,8,1.31,0.11,FALSE,,,0,6,9,6,8,9,8,0,0,0,96,106,103,58,122,78,39,17,23,24,0,363,252,0,0,0,0,0,10,0,0,33,0,0,0,7,211,0,44,354
9/30/2020,62095,196,2,1.03,2693,16,0.6,0.01,TRUE,0.02,18.75,0,20,34,53,29,27,16,15,0,8,315,434,380,352,313,326,283,282,98,95,0,1567,1072,54,0,0,6,0,52,0,39,96,0,0,42,0,1005,0,443,1196
9/30/2020,62094,14,0,0,361,2,0.56,0.23,FALSE,,,0,0,0,0,0,0,0,0,0,0,26,59,38,30,77,90,25,15,8,6,0,225,125,11,0,0,0,0,9,0,0,0,0,0,0,0,189,0,0,168
9/30/2020,62092,126,5,4.13,1572,4,0.26,0.04,TRUE,0.04,42.97,0,8,7,12,12,10,17,25,33,0,139,134,218,161,249,179,210,282,64,29,33,910,393,269,0,0,0,0,82,0,0,44,0,0,10,0,1016,0,7,534
9/30/2020,62091,6,0,0,110,1,0.92,0.64,FALSE,,,0,0,0,0,0,0,0,0,0,0,13,12,22,8,14,28,10,0,0,0,0,65,45,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,66
9/30/2020,62090,31,1,3.33,303,4,1.34,0.2,FALSE,,,0,0,11,0,6,0,0,0,0,0,32,59,27,32,49,66,23,14,26,0,0,210,90,0,0,0,21,0,0,0,0,0,0,0,54,0,227,0,15,7
9/30/2020,62089,8,0,0,207,0,0,0.32,FALSE,,,0,0,0,0,0,0,0,0,0,0,17,47,22,15,49,40,11,6,6,0,0,148,56,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,93
9/30/2020,62088,112,2,1.82,2399,25,1.05,0.04,TRUE,0.02,17.05,0,19,16,20,21,12,13,7,0,0,372,298,314,307,310,315,183,299,60,47,0,1467,814,118,0,0,0,0,16,0,0,91,0,0,6,13,414,0,44,1916
9/30/2020,62087,29,1,3.57,395,2,0.51,0.16,FALSE,,,0,7,0,0,6,0,0,0,0,0,79,65,59,62,44,52,16,17,15,13,0,227,165,0,0,0,0,0,7,0,8,13,0,0,6,0,181,0,68,138
9/30/2020,62086,15,2,15.38,339,5,1.5,0.16,FALSE,,,0,0,0,0,0,0,0,0,0,0,37,47,45,51,50,67,29,13,11,0,0,209,130,0,0,0,0,0,8,0,0,7,0,0,0,0,157,0,0,176
9/30/2020,62084,32,0,0,316,0,0,0.13,FALSE,,,0,0,0,7,8,0,0,0,0,0,46,77,51,38,45,23,23,12,13,19,0,191,122,0,0,0,0,0,9,0,0,19,0,0,0,0,148,0,60,102
9/30/2020,62082,52,0,0,849,7,0.83,0.09,TRUE,0.02,18.94,0,6,10,16,0,0,6,0,0,0,94,109,129,112,151,143,72,39,24,19,9,490,265,94,0,0,0,0,29,0,0,19,0,0,0,0,460,0,10,375
9/30/2020,62080,37,1,2.78,646,4,0.62,0.1,FALSE,,,0,13,0,0,0,0,8,0,0,0,110,63,43,92,100,122,86,30,18,19,0,397,246,0,0,0,0,0,13,0,0,23,0,0,0,0,256,0,109,280
9/30/2020,62075,33,1,3.13,945,11,1.18,0.1,TRUE,0.01,9.01,0,0,0,0,7,7,6,0,0,0,171,108,136,100,118,151,99,62,19,14,0,534,403,8,0,0,0,0,16,0,0,17,0,0,0,0,519,0,16,405
9/30/2020,62074,15,0,0,242,6,2.54,0.22,FALSE,,,0,0,0,0,0,0,0,0,0,0,45,21,25,29,44,40,28,10,8,7,0,144,97,0,0,0,0,0,0,0,0,9,0,0,0,0,62,0,8,171
9/30/2020,62069,34,0,0,1064,18,1.72,0.06,TRUE,0.01,11.01,0,0,0,6,11,7,0,0,0,0,153,128,196,169,138,155,81,43,20,14,0,657,367,40,0,0,0,0,10,0,0,23,0,0,0,0,249,0,11,798
9/30/2020,62067,57,0,0,476,5,1.06,0.13,FALSE,,,0,11,10,0,0,12,11,0,0,0,64,84,59,59,69,64,37,40,32,25,0,259,213,0,0,0,0,0,11,0,6,40,0,0,0,0,184,0,56,234
9/30/2020,62063,8,0,0,193,3,1.58,0.19,FALSE,,,0,0,0,0,0,0,0,0,0,0,37,0,29,13,41,30,22,15,0,0,0,104,83,6,0,0,0,0,0,0,0,6,0,0,0,0,104,0,6,82
9/30/2020,62062,124,1,0.81,4742,11,0.23,0.02,TRUE,0.02,15.48,0,21,27,19,9,22,12,10,0,11,424,765,612,467,571,435,490,967,73,51,0,3345,1281,116,0,0,0,0,52,0,0,64,0,22,218,47,1680,0,378,2391
9/30/2020,62061,34,0,0,327,3,0.93,0.14,FALSE,,,0,7,0,9,9,0,0,0,0,0,56,64,39,40,57,38,25,8,15,19,0,191,132,0,0,0,0,0,11,0,0,19,0,0,0,0,97,0,10,217
9/30/2020,62060,127,3,2.42,1294,5,0.39,0.11,FALSE,,,0,21,15,25,16,23,16,0,6,6,159,163,159,195,249,212,112,39,64,62,0,750,524,20,0,0,66,12,30,0,9,10,0,0,281,43,810,0,68,90
9/30/2020,62059,17,1,6.25,156,1,0.65,0.31,FALSE,,,0,0,0,0,0,0,0,0,0,0,13,29,22,17,25,45,0,0,13,0,0,112,41,0,0,0,15,0,0,0,0,0,0,0,53,0,88,0,8,7
9/30/2020,62056,105,3,2.94,3878,24,0.62,0.04,TRUE,0.01,12.25,0,12,19,14,10,17,12,14,7,0,432,453,442,442,616,683,382,425,56,48,0,2299,1412,167,0,0,0,0,44,0,0,60,0,0,11,14,1796,0,25,2023
9/30/2020,62054,10,0,0,128,1,0.79,0.28,FALSE,,,0,0,0,0,0,0,0,0,0,0,11,11,22,15,23,19,17,10,0,6,0,73,51,0,0,0,0,0,7,0,0,0,0,0,0,0,106,0,0,22
9/30/2020,62053,12,0,0,130,1,0.78,0.26,FALSE,,,0,0,0,0,0,0,0,7,0,0,9,9,26,20,22,19,19,6,7,0,0,89,38,0,0,0,0,0,7,0,0,0,0,0,0,0,87,0,0,41
9/30/2020,62052,258,1,0.39,4707,22,0.47,0.03,TRUE,0.02,20.99,0,30,35,20,18,31,31,30,62,9,420,652,555,608,612,491,448,912,158,95,0,3213,1456,38,0,0,0,0,122,0,0,133,0,0,13,6,3124,0,78,1485
9/30/2020,62051,10,0,0,293,2,0.69,0.16,FALSE,,,0,0,0,0,0,0,0,0,0,0,42,33,43,37,52,45,22,19,6,0,0,191,96,6,0,0,0,0,8,0,0,0,0,0,0,0,185,0,0,102
9/30/2020,62050,6,0,0,149,0,0,0.32,FALSE,,,0,0,0,0,0,0,0,0,0,0,9,16,11,47,23,19,12,12,0,0,0,81,60,8,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,67
9/30/2020,62049,126,2,1.61,4617,112,2.49,0.03,TRUE,0.01,14.08,0,0,18,32,23,22,9,0,14,0,346,716,776,595,568,527,395,693,52,74,0,2480,2045,92,0,0,12,0,60,0,0,50,0,0,195,14,2791,0,39,1573
9/30/2020,62048,17,0,0,258,0,0,0.19,FALSE,,,0,0,0,0,0,0,0,0,0,0,28,41,43,36,47,34,22,7,9,8,0,139,106,13,0,0,0,0,0,0,0,12,0,0,0,0,110,0,39,105
9/30/2020,62047,18,0,0,547,2,0.37,0.13,FALSE,,,0,0,0,0,0,0,0,0,0,0,41,46,48,52,63,51,77,168,7,11,0,327,202,18,0,0,0,0,9,0,0,6,0,0,0,0,191,0,13,343
9/30/2020,62046,17,0,0,177,1,0.57,0.22,FALSE,,,0,0,0,0,0,0,0,0,0,0,35,13,39,24,24,23,11,7,10,6,0,97,79,0,0,0,0,0,7,0,0,9,0,0,0,0,61,0,14,101
9/30/2020,62045,7,0,0,116,0,0,0.31,FALSE,,,0,0,0,0,0,0,0,0,0,0,7,23,0,18,33,16,14,0,0,0,0,74,40,0,0,0,0,0,7,0,0,0,0,0,0,0,68,0,0,47
9/30/2020,62044,12,0,0,401,6,1.52,0.11,FALSE,,,0,0,0,0,0,0,0,0,0,0,76,71,54,43,59,53,28,17,0,0,0,223,150,28,0,0,0,0,0,0,0,7,0,0,0,0,213,0,7,179
9/30/2020,62040,878,5,0.57,10064,54,0.54,0.01,TRUE,0.02,20.68,0,107,186,132,129,133,89,57,45,34,1028,1660,1604,1443,1560,1390,801,544,494,377,7,5765,4144,155,0,0,78,80,281,0,34,399,0,6,359,323,5453,0,758,3160
9/30/2020,62037,33,0,0,418,2,0.48,0.14,FALSE,,,0,0,0,0,6,0,12,0,0,0,54,49,50,77,73,62,33,20,16,17,0,210,202,6,0,0,0,0,18,0,0,11,0,0,26,0,206,0,26,159
9/30/2020,62036,9,1,12.5,79,1,1.28,0.16,FALSE,,,0,0,0,0,0,0,0,0,0,0,10,12,10,8,13,12,8,6,0,0,0,43,35,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,32
9/30/2020,62035,458,1,0.22,4712,32,0.68,0.03,TRUE,0.03,27.72,0,48,75,59,60,79,76,41,20,0,390,696,661,568,715,744,488,448,253,191,14,2566,2081,65,0,0,53,0,179,0,50,172,0,0,208,20,2637,0,420,1418
9/30/2020,62034,304,0,0,5657,21,0.37,0.03,TRUE,0.02,22.24,0,45,52,31,37,24,19,21,75,16,616,810,626,574,529,485,394,1607,177,127,0,3608,1991,58,0,0,26,0,99,0,15,157,0,30,188,22,3147,0,296,1970
9/30/2020,62033,112,5,4.67,2600,90,3.59,0.04,TRUE,0.02,24.81,0,11,14,18,13,17,14,9,16,0,228,312,332,358,320,442,217,391,65,46,0,1724,847,29,0,0,0,0,13,0,0,97,0,0,9,9,324,0,17,2241
9/30/2020,62031,10,0,0,148,1,0.68,0.21,FALSE,,,0,0,0,0,0,0,0,0,0,0,21,19,10,19,21,27,16,15,7,0,0,77,68,0,0,0,0,0,10,0,0,0,0,0,0,0,106,0,0,39
9/30/2020,62028,8,0,0,133,1,0.76,0.18,FALSE,,,0,0,0,0,0,0,0,0,0,0,17,20,16,12,27,22,12,7,0,0,0,67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,14,41
9/30/2020,62026,6,0,0,50,1,2.04,,FALSE,,,0,0,0,0,0,0,0,0,0,0,12,16,8,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,6,0,27,0,0,14
9/30/2020,62025,756,2,0.27,9289,90,0.98,0.02,TRUE,0.02,22.03,0,133,219,84,82,77,77,52,32,36,1450,2027,1269,1114,1144,1071,701,477,400,349,7,4969,4044,276,0,0,46,0,277,0,52,372,0,38,342,55,4421,6,782,3644
9/30/2020,62024,148,2,1.37,2052,17,0.84,0.03,TRUE,0.01,14.93,0,16,38,16,18,27,14,9,10,0,251,273,320,243,257,255,156,297,82,63,0,1227,786,39,0,0,8,0,46,0,19,73,0,0,35,10,841,0,309,855
9/30/2020,62022,23,1,4.55,222,3,1.37,0.26,FALSE,,,0,0,0,0,0,0,0,0,0,0,25,29,32,29,44,29,22,12,15,8,0,128,90,0,0,0,0,0,11,0,0,8,0,0,0,0,137,0,21,63
9/30/2020,62021,14,0,0,170,3,1.8,0.2,FALSE,,,0,0,0,0,0,0,0,0,0,0,16,20,15,16,34,39,23,7,7,7,0,96,72,0,0,0,0,0,0,0,0,12,0,0,0,0,52,0,19,99
