NAME,County,State,State_abb,Cases,Deaths,Population,case_fatality,death_rate,case_rate
"Oconto County, Wisconsin",Oconto County,Wisconsin,WI,129,0,37930,0,0,340.1
"Oneida County, Wisconsin",Oneida County,Wisconsin,WI,53,0,35595,0,0,148.897
"Outagamie County, Wisconsin",Outagamie County,Wisconsin,WI,858,11,187885,1.282,5.855,456.662
"Ozaukee County, Wisconsin",Ozaukee County,Wisconsin,WI,422,16,89221,3.791,17.933,472.983
"Pepin County, Wisconsin",Pepin County,Wisconsin,WI,29,0,7287,0,0,397.969
"Pierce County, Wisconsin",Pierce County,Wisconsin,WI,136,0,42754,0,0,318.099
"Polk County, Wisconsin",Polk County,Wisconsin,WI,88,2,43783,2.273,4.568,200.991
"Portage County, Wisconsin",Portage County,Wisconsin,WI,303,0,70772,0,0,428.135
"Price County, Wisconsin",Price County,Wisconsin,WI,16,0,13351,0,0,119.841
"Racine County, Wisconsin",Racine County,Wisconsin,WI,2739,69,196311,2.519,35.148,1395.235
"Richland County, Wisconsin",Richland County,Wisconsin,WI,19,4,17252,21.053,23.186,110.132
"Rock County, Wisconsin",Rock County,Wisconsin,WI,1228,25,163354,2.036,15.304,751.742
"Rusk County, Wisconsin",Rusk County,Wisconsin,WI,13,1,14178,7.692,7.053,91.691
"St. Croix County, Wisconsin",St. Croix County,Wisconsin,WI,346,2,90687,0.578,2.205,381.532
"Sauk County, Wisconsin",Sauk County,Wisconsin,WI,247,3,64442,1.215,4.655,383.29
"Sawyer County, Wisconsin",Sawyer County,Wisconsin,WI,19,0,16558,0,0,114.748
"Shawano County, Wisconsin",Shawano County,Wisconsin,WI,118,0,40899,0,0,288.516
"Sheboygan County, Wisconsin",Sheboygan County,Wisconsin,WI,419,5,115340,1.193,4.335,363.274
"Taylor County, Wisconsin",Taylor County,Wisconsin,WI,34,0,20343,0,0,167.134
"Trempealeau County, Wisconsin",Trempealeau County,Wisconsin,WI,242,1,29649,0.413,3.373,816.216
"Vernon County, Wisconsin",Vernon County,Wisconsin,WI,46,0,30822,0,0,149.244
"Vilas County, Wisconsin",Vilas County,Wisconsin,WI,20,0,22195,0,0,90.11
"Walworth County, Wisconsin",Walworth County,Wisconsin,WI,983,19,103868,1.933,18.292,946.393
"Washburn County, Wisconsin",Washburn County,Wisconsin,WI,8,0,15720,0,0,50.891
"Washington County, Wisconsin",Washington County,Wisconsin,WI,608,19,136034,3.125,13.967,446.947
"Waukesha County, Wisconsin",Waukesha County,Wisconsin,WI,2540,42,404198,1.654,10.391,628.405
"Waupaca County, Wisconsin",Waupaca County,Wisconsin,WI,248,14,50990,5.645,27.456,486.37
"Waushara County, Wisconsin",Waushara County,Wisconsin,WI,57,0,24443,0,0,233.196
"Winnebago County, Wisconsin",Winnebago County,Wisconsin,WI,884,15,171907,1.697,8.726,514.232
"Wood County, Wisconsin",Wood County,Wisconsin,WI,140,1,72999,0.714,1.37,191.783
