GEOID,NAME,variable,estimate,moe,Sex,Age,HI_coverage,zip_pop,prop_sex,prop_age,prop_HI_cov,prop_sex_age,prop_sex_HI_cov,prop_age_HI_cov,prop_sex_age_HI_cov
60609,ZCTA5 60609,B27001_016,2996,341,Male,35 to 44 years,Yes,61304,0.4921375440428031,0.1290127887250424,0.8434686154247684,0.06689612423332898,0.39976184262038367,0.09607855931097481,0.04887119926921571
60609,ZCTA5 60609,B27001_017,1105,211,Male,35 to 44 years,No,61304,0.4921375440428031,0.1290127887250424,0.15653138457523164,0.06689612423332898,0.09237570142241942,0.032934229414067595,0.018024924964113273
60609,ZCTA5 60609,B27001_019,2701,293,Male,45 to 54 years,Yes,61304,0.4921375440428031,0.12292835704032364,0.8434686154247684,0.05828330940884771,0.39976184262038367,0.0962579929531515,0.044059115229022575
60609,ZCTA5 60609,B27001_020,872,193,Male,45 to 54 years,No,61304,0.4921375440428031,0.12292835704032364,0.15653138457523164,0.05828330940884771,0.09237570142241942,0.026670364087172126,0.014224194179825133
60609,ZCTA5 60609,B27001_022,2338,225,Male,55 to 64 years,Yes,61304,0.4921375440428031,0.09175583974944539,0.8434686154247684,0.04673430771238418,0.39976184262038367,0.07837987733263735,0.0381378050371917
60609,ZCTA5 60609,B27001_023,527,149,Male,55 to 64 years,No,61304,0.4921375440428031,0.09175583974944539,0.15653138457523164,0.04673430771238418,0.09237570142241942,0.01337596241680804,0.008596502675192484
60609,ZCTA5 60609,B27001_025,1976,224,Male,65 to 74 years,Yes,61304,0.4921375440428031,0.07317630170951324,0.8434686154247684,0.03264061072686937,0.39976184262038367,0.07214863630431946,0.032232806994649615
60609,ZCTA5 60609,B27001_026,25,25,Male,65 to 74 years,No,61304,0.4921375440428031,0.07317630170951324,0.15653138457523164,0.03264061072686937,0.09237570142241942,0.0010276654051937883,4.0780373221975725e-4
60609,ZCTA5 60609,B27001_028,1107,192,Male,75 years and over,Yes,61304,0.4921375440428031,0.037909434947148636,0.8434686154247684,0.01805754926269085,0.39976184262038367,0.037909434947148636,0.01805754926269085
60609,ZCTA5 60609,B27001_029,0,26,Male,75 years and over,No,61304,0.4921375440428031,0.037909434947148636,0.15653138457523164,0.01805754926269085,0.09237570142241942,0,0
60609,ZCTA5 60609,B27001_032,3142,378,Female,Under 6 years,Yes,61304,0.5078624559571969,0.09465940232285006,0.8434686154247684,0.05203575623124103,0.4437067728043847,0.09294662664752708,0.05125277306537909
60609,ZCTA5 60609,B27001_033,48,43,Female,Under 6 years,No,61304,0.5078624559571969,0.09465940232285006,0.15653138457523164,0.05203575623124103,0.06415568315281221,0.0017127756753229806,7.82983165861934e-4
60609,ZCTA5 60609,B27001_035,5512,522,Female,6 to 18 years,Yes,61304,0.5078624559571969,0.19062377658880333,0.8434686154247684,0.09387641915698812,0.4437067728043847,0.18341380660315804,0.08991256687981208
60609,ZCTA5 60609,B27001_036,243,95,Female,6 to 18 years,No,61304,0.5078624559571969,0.19062377658880333,0.15653138457523164,0.09387641915698812,0.06415568315281221,0.0072099699856453085,0.003963852277176041
60609,ZCTA5 60609,B27001_038,2895,336,Female,19 to 25 years,Yes,61304,0.5078624559571969,0.1182957066423072,0.8434686154247684,0.05960459350123972,0.4437067728043847,0.08725368654573927,0.047223672191047894
60609,ZCTA5 60609,B27001_039,759,189,Female,19 to 25 years,No,61304,0.5078624559571969,0.1182957066423072,0.15653138457523164,0.05960459350123972,0.06415568315281221,0.031042020096567924,0.01238092131019183
60609,ZCTA5 60609,B27001_041,3427,344,Female,26 to 34 years,Yes,61304,0.5078624559571969,0.1416383922745661,0.8434686154247684,0.07017486624037583,0.4437067728043847,0.09907999478011223,0.05590173561268433
60609,ZCTA5 60609,B27001_042,875,166,Female,26 to 34 years,No,61304,0.5078624559571969,0.1416383922745661,0.15653138457523164,0.07017486624037583,0.06415568315281221,0.04255839749445387,0.014273130627691505
60609,ZCTA5 60609,B27001_044,2894,274,Female,35 to 44 years,Yes,61304,0.5078624559571969,0.1290127887250424,0.8434686154247684,0.06211666449171343,0.4437067728043847,0.09607855931097481,0.0472073600417591
60609,ZCTA5 60609,B27001_045,914,165,Female,35 to 44 years,No,61304,0.5078624559571969,0.1290127887250424,0.15653138457523164,0.06211666449171343,0.06415568315281221,0.032934229414067595,0.014909304449954325
60609,ZCTA5 60609,B27001_047,3200,316,Female,45 to 54 years,Yes,61304,0.5078624559571969,0.12292835704032364,0.8434686154247684,0.06464504763147592,0.4437067728043847,0.0962579929531515,0.05219887772412893
60609,ZCTA5 60609,B27001_048,763,154,Female,45 to 54 years,No,61304,0.5078624559571969,0.12292835704032364,0.15653138457523164,0.06464504763147592,0.06415568315281221,0.026670364087172126,0.012446169907346993
60609,ZCTA5 60609,B27001_050,2467,260,Female,55 to 64 years,Yes,61304,0.5078624559571969,0.09175583974944539,0.8434686154247684,0.045021532037061204,0.4437067728043847,0.07837987733263735,0.04024207229544565
60609,ZCTA5 60609,B27001_051,293,103,Female,55 to 64 years,No,61304,0.5078624559571969,0.09175583974944539,0.15653138457523164,0.045021532037061204,0.06415568315281221,0.01337596241680804,0.004779459741615555
60609,ZCTA5 60609,B27001_053,2447,238,Female,65 to 74 years,Yes,61304,0.5078624559571969,0.07317630170951324,0.8434686154247684,0.040535690982643875,0.4437067728043847,0.07214863630431946,0.039915829309669845
60609,ZCTA5 60609,B27001_054,38,46,Female,65 to 74 years,No,61304,0.5078624559571969,0.07317630170951324,0.15653138457523164,0.040535690982643875,0.06415568315281221,0.0010276654051937883,6.198616729740311e-4
60609,ZCTA5 60609,B27001_056,1217,193,Female,75 years and over,Yes,61304,0.5078624559571969,0.037909434947148636,0.8434686154247684,0.019851885684457785,0.4437067728043847,0.037909434947148636,0.019851885684457785
60609,ZCTA5 60609,B27001_057,0,26,Female,75 years and over,No,61304,0.5078624559571969,0.037909434947148636,0.15653138457523164,0.019851885684457785,0.06415568315281221,0,0
60610,ZCTA5 60610,B27001_004,994,307,Male,Under 6 years,Yes,38716,0.4579502014670937,0.05127079243723525,0.9619537142266763,0.025674139890484553,0.44374418844922,0.051064159520611635,0.025674139890484553
60610,ZCTA5 60610,B27001_005,0,23,Male,Under 6 years,No,38716,0.4579502014670937,0.05127079243723525,0.03804628577332369,0.025674139890484553,0.014206013017873748,2.0663291662361815e-4,0
60610,ZCTA5 60610,B27001_007,942,317,Male,6 to 18 years,Yes,38716,0.4579502014670937,0.0501084822812274,0.9619537142266763,0.025080070255191652,0.44374418844922,0.04726727967765265,0.024331025932431038
60610,ZCTA5 60610,B27001_008,29,45,Male,6 to 18 years,No,38716,0.4579502014670937,0.0501084822812274,0.03804628577332369,0.025080070255191652,0.014206013017873748,0.0028412026035747493,7.490443227606158e-4
60610,ZCTA5 60610,B27001_010,2000,310,Male,19 to 25 years,Yes,38716,0.4579502014670937,0.12537452216138031,0.9619537142266763,0.05548093811344147,0.44374418844922,0.11811654096497572,0.05165822915590453
60610,ZCTA5 60610,B27001_011,148,153,Male,19 to 25 years,No,38716,0.4579502014670937,0.12537452216138031,0.03804628577332369,0.05548093811344147,0.014206013017873748,0.007257981196404587,0.0038227089575369358
60610,ZCTA5 60610,B27001_013,5242,640,Male,26 to 34 years,Yes,38716,0.4579502014670937,0.3140820332678996,0.9619537142266763,0.14115611116850915,0.44374418844922,0.29564004545924166,0.1353962186176258
60610,ZCTA5 60610,B27001_014,223,165,Male,26 to 34 years,No,38716,0.4579502014670937,0.3140820332678996,0.03804628577332369,0.14115611116850915,0.014206013017873748,0.01844198780865792,0.005759892550883355
60610,ZCTA5 60610,B27001_016,2062,303,Male,35 to 44 years,Yes,38716,0.4579502014670937,0.11274408513276164,0.9619537142266763,0.05354375452009505,0.44374418844922,0.11000619898749871,0.05325963425973758
60610,ZCTA5 60610,B27001_017,11,18,Male,35 to 44 years,No,38716,0.4579502014670937,0.11274408513276164,0.03804628577332369,0.05354375452009505,0.014206013017873748,0.0027378861452629403,2.8412026035747496e-4
60610,ZCTA5 60610,B27001_019,1606,311,Male,45 to 54 years,Yes,38716,0.4579502014670937,0.09499948341770845,0.9619537142266763,0.043651203636739334,0.44374418844922,0.09019526810620931,0.04148155801219134
60610,ZCTA5 60610,B27001_020,84,69,Male,45 to 54 years,No,38716,0.4579502014670937,0.09499948341770845,0.03804628577332369,0.043651203636739334,0.014206013017873748,0.004804215311499122,0.0021696456245479906
60610,ZCTA5 60610,B27001_022,1894,447,Male,55 to 64 years,Yes,38716,0.4579502014670937,0.10011364810414299,0.9619537142266763,0.05005682405207149,0.44374418844922,0.0986413885731997,0.0489203430106416
60610,ZCTA5 60610,B27001_023,44,42,Male,55 to 64 years,No,38716,0.4579502014670937,0.10011364810414299,0.03804628577332369,0.05005682405207149,0.014206013017873748,0.0014722595309432792,0.0011364810414298998
60610,ZCTA5 60610,B27001_025,1480,313,Male,65 to 74 years,Yes,38716,0.4579502014670937,0.09902882529186899,0.9619537142266763,0.03851120983572683,0.44374418844922,0.09874470503151152,0.038227089575369355
60610,ZCTA5 60610,B27001_026,11,13,Male,65 to 74 years,No,38716,0.4579502014670937,0.09902882529186899,0.03804628577332369,0.03851120983572683,0.014206013017873748,2.8412026035747496e-4,2.8412026035747496e-4
60610,ZCTA5 60610,B27001_028,960,270,Male,75 years and over,Yes,38716,0.4579502014670937,0.05227812790577539,0.9619537142266763,0.024795949994834178,0.44374418844922,0.05227812790577539,0.024795949994834178
60610,ZCTA5 60610,B27001_029,0,23,Male,75 years and over,No,38716,0.4579502014670937,0.05227812790577539,0.03804628577332369,0.024795949994834178,0.014206013017873748,0,0
60610,ZCTA5 60610,B27001_032,983,309,Female,Under 6 years,Yes,38716,0.5420497985329062,0.05127079243723525,0.9619537142266763,0.025596652546750698,0.5182095257774564,0.051064159520611635,0.02539001963012708
60610,ZCTA5 60610,B27001_033,8,10,Female,Under 6 years,No,38716,0.5420497985329062,0.05127079243723525,0.03804628577332369,0.025596652546750698,0.023840272755449945,2.0663291662361815e-4,2.0663291662361815e-4
60610,ZCTA5 60610,B27001_035,888,345,Female,6 to 18 years,Yes,38716,0.5420497985329062,0.0501084822812274,0.9619537142266763,0.025028412026035746,0.5182095257774564,0.04726727967765265,0.022936253745221614
60610,ZCTA5 60610,B27001_036,81,81,Female,6 to 18 years,No,38716,0.5420497985329062,0.0501084822812274,0.03804628577332369,0.025028412026035746,0.023840272755449945,0.0028412026035747493,0.002092158280814134
60610,ZCTA5 60610,B27001_038,2573,508,Female,19 to 25 years,Yes,38716,0.5420497985329062,0.12537452216138031,0.9619537142266763,0.06989358404793884,0.5182095257774564,0.11811654096497572,0.06645831180907119
60610,ZCTA5 60610,B27001_039,133,120,Female,19 to 25 years,No,38716,0.5420497985329062,0.12537452216138031,0.03804628577332369,0.06989358404793884,0.023840272755449945,0.007257981196404587,0.0034352722388676514
60610,ZCTA5 60610,B27001_041,6204,588,Female,26 to 34 years,Yes,38716,0.5420497985329062,0.3140820332678996,0.9619537142266763,0.17292592209939042,0.5182095257774564,0.29564004545924166,0.16024382684161587
60610,ZCTA5 60610,B27001_042,491,237,Female,26 to 34 years,No,38716,0.5420497985329062,0.3140820332678996,0.03804628577332369,0.17292592209939042,0.023840272755449945,0.01844198780865792,0.012682095257774563
60610,ZCTA5 60610,B27001_044,2197,361,Female,35 to 44 years,Yes,38716,0.5420497985329062,0.11274408513276164,0.9619537142266763,0.0592003306126666,0.5182095257774564,0.11000619898749871,0.056746564727761135
60610,ZCTA5 60610,B27001_045,95,88,Female,35 to 44 years,No,38716,0.5420497985329062,0.11274408513276164,0.03804628577332369,0.0592003306126666,0.023840272755449945,0.0027378861452629403,0.0024537658849054654
60610,ZCTA5 60610,B27001_047,1886,323,Female,45 to 54 years,Yes,38716,0.5420497985329062,0.09499948341770845,0.9619537142266763,0.051348279780969106,0.5182095257774564,0.09019526810620931,0.048713710094017974
60610,ZCTA5 60610,B27001_048,102,68,Female,45 to 54 years,No,38716,0.5420497985329062,0.09499948341770845,0.03804628577332369,0.051348279780969106,0.023840272755449945,0.004804215311499122,0.002634569686951131
60610,ZCTA5 60610,B27001_050,1925,326,Female,55 to 64 years,Yes,38716,0.5420497985329062,0.10011364810414299,0.9619537142266763,0.05005682405207149,0.5182095257774564,0.0986413885731997,0.04972104556255812
60610,ZCTA5 60610,B27001_051,13,22,Female,55 to 64 years,No,38716,0.5420497985329062,0.10011364810414299,0.03804628577332369,0.05005682405207149,0.023840272755449945,0.0014722595309432792,3.357784895133795e-4
60610,ZCTA5 60610,B27001_053,2343,352,Female,65 to 74 years,Yes,38716,0.5420497985329062,0.09902882529186899,0.9619537142266763,0.06051761545614216,0.5182095257774564,0.09874470503151152,0.06051761545614216
60610,ZCTA5 60610,B27001_054,0,23,Female,65 to 74 years,No,38716,0.5420497985329062,0.09902882529186899,0.03804628577332369,0.06051761545614216,0.023840272755449945,2.8412026035747496e-4,0
60610,ZCTA5 60610,B27001_056,1064,287,Female,75 years and over,Yes,38716,0.5420497985329062,0.05227812790577539,0.9619537142266763,0.02748217791094121,0.5182095257774564,0.05227812790577539,0.02748217791094121
60610,ZCTA5 60610,B27001_057,0,23,Female,75 years and over,No,38716,0.5420497985329062,0.05227812790577539,0.03804628577332369,0.02748217791094121,0.023840272755449945,0,0
60611,ZCTA5 60611,B27001_004,598,266,Male,Under 6 years,Yes,32426,0.4689755134768396,0.02858816998704743,0.9796151236661937,0.018441990994880652,0.4603096280762351,0.02858816998704743,0.018441990994880652
60611,ZCTA5 60611,B27001_005,0,23,Male,Under 6 years,No,32426,0.4689755134768396,0.02858816998704743,0.020384876333806205,0.018441990994880652,0.008665885400604454,0,0
60611,ZCTA5 60611,B27001_007,343,160,Male,6 to 18 years,Yes,32426,0.4689755134768396,0.025781780053043855,0.9796151236661937,0.010577931289705791,0.4603096280762351,0.025781780053043855,0.010577931289705791
60611,ZCTA5 60611,B27001_008,0,23,Male,6 to 18 years,No,32426,0.4689755134768396,0.025781780053043855,0.020384876333806205,0.010577931289705791,0.008665885400604454,0,0
60611,ZCTA5 60611,B27001_010,1436,351,Male,19 to 25 years,Yes,32426,0.4689755134768396,0.10895577622895207,0.9796151236661937,0.04514895454265096,0.4603096280762351,0.1061493862949485,0.044285449947572934
60611,ZCTA5 60611,B27001_011,28,31,Male,19 to 25 years,No,32426,0.4689755134768396,0.10895577622895207,0.020384876333806205,0.04514895454265096,0.008665885400604454,0.0028063899340035775,8.635045950780238e-4
60611,ZCTA5 60611,B27001_013,4198,629,Male,26 to 34 years,Yes,32426,0.4689755134768396,0.26281379140196137,0.9796151236661937,0.13233207919570714,0.4603096280762351,0.2579411583297354,0.12946401036205515
60611,ZCTA5 60611,B27001_014,93,70,Male,26 to 34 years,No,32426,0.4689755134768396,0.26281379140196137,0.020384876333806205,0.13233207919570714,0.008665885400604454,0.004872633072225991,0.0028680688336520078
60611,ZCTA5 60611,B27001_016,1829,333,Male,35 to 44 years,Yes,32426,0.4689755134768396,0.11863936347375563,0.9796151236661937,0.057238018873743295,0.4603096280762351,0.11481527169555295,0.05640535372848948
60611,ZCTA5 60611,B27001_017,27,32,Male,35 to 44 years,No,32426,0.4689755134768396,0.11863936347375563,0.020384876333806205,0.057238018873743295,0.008665885400604454,0.0038240917782026767,8.326651452538087e-4
60611,ZCTA5 60611,B27001_019,1349,314,Male,45 to 54 years,Yes,32426,0.4689755134768396,0.08345155122432615,0.9796151236661937,0.04203417011040523,0.4603096280762351,0.08098439523838895,0.04160241781286622
60611,ZCTA5 60611,B27001_020,14,21,Male,45 to 54 years,No,32426,0.4689755134768396,0.08345155122432615,0.020384876333806205,0.04203417011040523,0.008665885400604454,0.0024671559859372107,4.317522975390119e-4
60611,ZCTA5 60611,B27001_022,1944,329,Male,55 to 64 years,Yes,32426,0.4689755134768396,0.15345710232529453,0.9796151236661937,0.06217233084561771,0.4603096280762351,0.14849195090359588,0.059951890458274225
60611,ZCTA5 60611,B27001_023,72,55,Male,55 to 64 years,No,32426,0.4689755134768396,0.15345710232529453,0.020384876333806205,0.06217233084561771,0.008665885400604454,0.004965151421698637,0.00222044038734349
60611,ZCTA5 60611,B27001_025,1975,272,Male,65 to 74 years,Yes,32426,0.4689755134768396,0.13017331770801208,0.9796151236661937,0.062357367544563,0.4603096280762351,0.12872386356627397,0.06090791340282489
60611,ZCTA5 60611,B27001_026,47,61,Male,65 to 74 years,No,32426,0.4689755134768396,0.13017331770801208,0.020384876333806205,0.062357367544563,0.008665885400604454,0.0014494541417381115,0.0014494541417381115
60611,ZCTA5 60611,B27001_028,1254,240,Male,75 years and over,Yes,32426,0.4689755134768396,0.08813914759760685,0.9796151236661937,0.038672670079565784,0.4603096280762351,0.08813914759760685,0.038672670079565784
60611,ZCTA5 60611,B27001_029,0,23,Male,75 years and over,No,32426,0.4689755134768396,0.08813914759760685,0.020384876333806205,0.038672670079565784,0.008665885400604454,0,0
60611,ZCTA5 60611,B27001_032,329,186,Female,Under 6 years,Yes,32426,0.5310244865231605,0.02858816998704743,0.9796151236661937,0.01014617899216678,0.5193054955899586,0.02858816998704743,0.01014617899216678
60611,ZCTA5 60611,B27001_033,0,23,Female,Under 6 years,No,32426,0.5310244865231605,0.02858816998704743,0.020384876333806205,0.01014617899216678,0.011718990933201752,0,0
60611,ZCTA5 60611,B27001_035,493,197,Female,6 to 18 years,Yes,32426,0.5310244865231605,0.025781780053043855,0.9796151236661937,0.015203848763338062,0.5193054955899586,0.025781780053043855,0.015203848763338062
60611,ZCTA5 60611,B27001_036,0,23,Female,6 to 18 years,No,32426,0.5310244865231605,0.025781780053043855,0.020384876333806205,0.015203848763338062,0.011718990933201752,0,0
60611,ZCTA5 60611,B27001_038,2006,443,Female,19 to 25 years,Yes,32426,0.5310244865231605,0.10895577622895207,0.9796151236661937,0.06380682168630111,0.5193054955899586,0.1061493862949485,0.06186393634737556
60611,ZCTA5 60611,B27001_039,63,66,Female,19 to 25 years,No,32426,0.5310244865231605,0.10895577622895207,0.020384876333806205,0.06380682168630111,0.011718990933201752,0.0028063899340035775,0.0019428853389255535
60611,ZCTA5 60611,B27001_041,4166,486,Female,26 to 34 years,Yes,32426,0.5310244865231605,0.26281379140196137,0.9796151236661937,0.13048171220625424,0.5193054955899586,0.2579411583297354,0.12847714796768026
60611,ZCTA5 60611,B27001_042,65,77,Female,26 to 34 years,No,32426,0.5310244865231605,0.26281379140196137,0.020384876333806205,0.13048171220625424,0.011718990933201752,0.004872633072225991,0.002004564238573984
60611,ZCTA5 60611,B27001_044,1894,403,Female,35 to 44 years,Yes,32426,0.5310244865231605,0.11863936347375563,0.9796151236661937,0.061401344600012335,0.5193054955899586,0.11481527169555295,0.05840991796706347
60611,ZCTA5 60611,B27001_045,97,87,Female,35 to 44 years,No,32426,0.5310244865231605,0.11863936347375563,0.020384876333806205,0.061401344600012335,0.011718990933201752,0.0038240917782026767,0.0029914266329488684
60611,ZCTA5 60611,B27001_047,1277,263,Female,45 to 54 years,Yes,32426,0.5310244865231605,0.08345155122432615,0.9796151236661937,0.041417381113920924,0.5193054955899586,0.08098439523838895,0.03938197742552273
60611,ZCTA5 60611,B27001_048,66,55,Female,45 to 54 years,No,32426,0.5310244865231605,0.08345155122432615,0.020384876333806205,0.041417381113920924,0.011718990933201752,0.0024671559859372107,0.002035403688398199
60611,ZCTA5 60611,B27001_050,2871,351,Female,55 to 64 years,Yes,32426,0.5310244865231605,0.15345710232529453,0.9796151236661937,0.0912847714796768,0.5193054955899586,0.14849195090359588,0.08854006044532166
60611,ZCTA5 60611,B27001_051,89,59,Female,55 to 64 years,No,32426,0.5310244865231605,0.15345710232529453,0.020384876333806205,0.0912847714796768,0.011718990933201752,0.004965151421698637,0.002744711034355147
60611,ZCTA5 60611,B27001_053,2199,335,Female,65 to 74 years,Yes,32426,0.5310244865231605,0.13017331770801208,0.9796151236661937,0.06781595016344909,0.5193054955899586,0.12872386356627397,0.06781595016344909
60611,ZCTA5 60611,B27001_054,0,23,Female,65 to 74 years,No,32426,0.5310244865231605,0.13017331770801208,0.020384876333806205,0.06781595016344909,0.011718990933201752,0.0014494541417381115,0
60611,ZCTA5 60611,B27001_056,1604,277,Female,75 years and over,Yes,32426,0.5310244865231605,0.08813914759760685,0.9796151236661937,0.04946647751804108,0.5193054955899586,0.08813914759760685,0.04946647751804108
60611,ZCTA5 60611,B27001_057,0,23,Female,75 years and over,No,32426,0.5310244865231605,0.08813914759760685,0.020384876333806205,0.04946647751804108,0.011718990933201752,0,0
60612,ZCTA5 60612,B27001_004,1400,232,Male,Under 6 years,Yes,33647,0.4766843997979017,0.0849704282699795,0.9173477576009749,0.04223259131571908,0.4276755728593931,0.08410853865129135,0.04160846435046215
60612,ZCTA5 60612,B27001_005,21,22,Male,Under 6 years,No,33647,0.4766843997979017,0.0849704282699795,0.08265224239902517,0.04223259131571908,0.04900882693850863,8.618896186881446e-4,6.241269652569322e-4
60612,ZCTA5 60612,B27001_007,2707,322,Male,6 to 18 years,Yes,33647,0.4766843997979017,0.16524504413469254,0.9173477576009749,0.08387077599786014,0.4276755728593931,0.15950902012066454,0.08045293785478647
60612,ZCTA5 60612,B27001_008,115,75,Male,6 to 18 years,No,33647,0.4766843997979017,0.16524504413469254,0.08265224239902517,0.08387077599786014,0.04900882693850863,0.005736024014027997,0.003417838143073677
60612,ZCTA5 60612,B27001_010,1621,307,Male,19 to 25 years,Yes,33647,0.4766843997979017,0.13210687431271734,0.9173477576009749,0.06080779861503254,0.4276755728593931,0.11192676910274318,0.048176657651499394
60612,ZCTA5 60612,B27001_011,425,168,Male,19 to 25 years,No,33647,0.4766843997979017,0.13210687431271734,0.08265224239902517,0.06080779861503254,0.04900882693850863,0.020180105209974143,0.012631140963533153
60612,ZCTA5 60612,B27001_013,2641,250,Male,26 to 34 years,Yes,33647,0.4766843997979017,0.1840877344191161,0.9173477576009749,0.08963652034356703,0.4276755728593931,0.16566112877819716,0.07849139596397896
60612,ZCTA5 60612,B27001_014,375,117,Male,26 to 34 years,No,33647,0.4766843997979017,0.1840877344191161,0.08265224239902517,0.08963652034356703,0.04900882693850863,0.018426605640918952,0.011145124379588076
60612,ZCTA5 60612,B27001_016,2037,266,Male,35 to 44 years,Yes,33647,0.4766843997979017,0.1350789074806075,0.9173477576009749,0.06693018694088626,0.4276755728593931,0.12119951258656046,0.06054031562992243
60612,ZCTA5 60612,B27001_017,215,82,Male,35 to 44 years,No,33647,0.4766843997979017,0.1350789074806075,0.08265224239902517,0.06693018694088626,0.04900882693850863,0.013879394894047017,0.00638987131096383
60612,ZCTA5 60612,B27001_019,1365,186,Male,45 to 54 years,Yes,33647,0.4766843997979017,0.10883585460813743,0.9173477576009749,0.05088120783427943,0.4276755728593931,0.0929354771599251,0.040568252741700596
60612,ZCTA5 60612,B27001_020,347,115,Male,45 to 54 years,No,33647,0.4766843997979017,0.10883585460813743,0.08265224239902517,0.05088120783427943,0.04900882693850863,0.01590037744821232,0.010312955092578834
60612,ZCTA5 60612,B27001_022,1369,217,Male,55 to 64 years,Yes,33647,0.4766843997979017,0.09697744226825572,0.9173477576009749,0.04333224358783844,0.4276755728593931,0.09141974024430112,0.0406871340684162
60612,ZCTA5 60612,B27001_023,89,44,Male,55 to 64 years,No,33647,0.4766843997979017,0.09697744226825572,0.08265224239902517,0.04333224358783844,0.04900882693850863,0.005557702023954588,0.0026451095194222366
60612,ZCTA5 60612,B27001_025,858,127,Male,65 to 74 years,Yes,33647,0.4766843997979017,0.05789520611050019,0.9173477576009749,0.027134662822837104,0.4276755728593931,0.055993104883050496,0.025500044580497518
60612,ZCTA5 60612,B27001_026,55,42,Male,65 to 74 years,No,33647,0.4766843997979017,0.05789520611050019,0.08265224239902517,0.027134662822837104,0.04900882693850863,0.0019021012274496984,0.0016346182423395846
60612,ZCTA5 60612,B27001_028,392,115,Male,75 years and over,Yes,33647,0.4766843997979017,0.0348025083959937,0.9173477576009749,0.011858412339881714,0.4276755728593931,0.03459446607424139,0.011650370018129403
60612,ZCTA5 60612,B27001_029,7,11,Male,75 years and over,No,33647,0.4766843997979017,0.0348025083959937,0.08265224239902517,0.011858412339881714,0.04900882693850863,2.0804232175231075e-4,2.0804232175231075e-4
60612,ZCTA5 60612,B27001_032,1430,302,Female,Under 6 years,Yes,33647,0.5233156002020982,0.0849704282699795,0.9173477576009749,0.04273783695426041,0.4896721847415817,0.08410853865129135,0.0425000743008292
60612,ZCTA5 60612,B27001_033,8,13,Female,Under 6 years,No,33647,0.5233156002020982,0.0849704282699795,0.08265224239902517,0.04273783695426041,0.03364341546051654,8.618896186881446e-4,2.377626534312123e-4
60612,ZCTA5 60612,B27001_035,2660,402,Female,6 to 18 years,Yes,33647,0.5233156002020982,0.16524504413469254,0.9173477576009749,0.0813742681368324,0.4896721847415817,0.15950902012066454,0.07905608226587808
60612,ZCTA5 60612,B27001_036,78,53,Female,6 to 18 years,No,33647,0.5233156002020982,0.16524504413469254,0.08265224239902517,0.0813742681368324,0.03364341546051654,0.005736024014027997,0.00231818587095432
60612,ZCTA5 60612,B27001_038,2145,293,Female,19 to 25 years,Yes,33647,0.5233156002020982,0.13210687431271734,0.9173477576009749,0.07129907569768479,0.4896721847415817,0.11192676910274318,0.06375011145124379
60612,ZCTA5 60612,B27001_039,254,110,Female,19 to 25 years,No,33647,0.5233156002020982,0.13210687431271734,0.08265224239902517,0.07129907569768479,0.03364341546051654,0.020180105209974143,0.00754896424644099
60612,ZCTA5 60612,B27001_041,2933,267,Female,26 to 34 years,Yes,33647,0.5233156002020982,0.1840877344191161,0.9173477576009749,0.09445121407554909,0.4896721847415817,0.16566112877819716,0.0871697328142182
60612,ZCTA5 60612,B27001_042,245,109,Female,26 to 34 years,No,33647,0.5233156002020982,0.1840877344191161,0.08265224239902517,0.09445121407554909,0.03364341546051654,0.018426605640918952,0.0072814812613308764
60612,ZCTA5 60612,B27001_044,2041,224,Female,35 to 44 years,Yes,33647,0.5233156002020982,0.1350789074806075,0.9173477576009749,0.06814872053972122,0.4896721847415817,0.12119951258656046,0.06065919695663804
60612,ZCTA5 60612,B27001_045,252,81,Female,35 to 44 years,No,33647,0.5233156002020982,0.1350789074806075,0.08265224239902517,0.06814872053972122,0.03364341546051654,0.013879394894047017,0.007489523583083187
60612,ZCTA5 60612,B27001_047,1762,216,Female,45 to 54 years,Yes,33647,0.5233156002020982,0.10883585460813743,0.9173477576009749,0.057954646773858,0.4896721847415817,0.0929354771599251,0.05236722441822451
60612,ZCTA5 60612,B27001_048,188,87,Female,45 to 54 years,No,33647,0.5233156002020982,0.10883585460813743,0.08265224239902517,0.057954646773858,0.03364341546051654,0.01590037744821232,0.005587422355633489
60612,ZCTA5 60612,B27001_050,1707,177,Female,55 to 64 years,Yes,33647,0.5233156002020982,0.09697744226825572,0.9173477576009749,0.053645198680417276,0.4896721847415817,0.09141974024430112,0.050732606175884924
60612,ZCTA5 60612,B27001_051,98,47,Female,55 to 64 years,No,33647,0.5233156002020982,0.09697744226825572,0.08265224239902517,0.053645198680417276,0.03364341546051654,0.005557702023954588,0.0029125925045323507
60612,ZCTA5 60612,B27001_053,1026,156,Female,65 to 74 years,Yes,33647,0.5233156002020982,0.05789520611050019,0.9173477576009749,0.03076054328766309,0.4896721847415817,0.055993104883050496,0.030493060302552978
60612,ZCTA5 60612,B27001_054,9,14,Female,65 to 74 years,No,33647,0.5233156002020982,0.05789520611050019,0.08265224239902517,0.03076054328766309,0.03364341546051654,0.0019021012274496984,2.6748298511011386e-4
60612,ZCTA5 60612,B27001_056,772,157,Female,75 years and over,Yes,33647,0.5233156002020982,0.0348025083959937,0.9173477576009749,0.022944096056111987,0.4896721847415817,0.03459446607424139,0.022944096056111987
