GEOID,NAME,variable,estimate,moe,Sex,Age,HI_coverage,zip_pop,prop_sex,prop_age,prop_HI_cov,prop_sex_age,prop_sex_HI_cov,prop_age_HI_cov,prop_sex_age_HI_cov
60601,ZCTA5 60601,B27001_023,66,103,Male,55 to 64 years,No,14647,0.48904212466716734,0.08076739264013108,0.02997200791971052,0.04219294053389773,0.021915750665665323,0.004506042192940534,0.004506042192940534
60601,ZCTA5 60601,B27001_025,414,228,Male,65 to 74 years,Yes,14647,0.48904212466716734,0.07250631528640678,0.9700279920802894,0.028265173755717896,0.46712637400150203,0.07250631528640678,0.028265173755717896
60601,ZCTA5 60601,B27001_026,0,17,Male,65 to 74 years,No,14647,0.48904212466716734,0.07250631528640678,0.02997200791971052,0.028265173755717896,0.021915750665665323,0,0
60601,ZCTA5 60601,B27001_028,310,169,Male,75 years and over,Yes,14647,0.48904212466716734,0.06916092032498122,0.9700279920802894,0.02116474363350857,0.46712637400150203,0.06916092032498122,0.02116474363350857
60601,ZCTA5 60601,B27001_029,0,17,Male,75 years and over,No,14647,0.48904212466716734,0.06916092032498122,0.02997200791971052,0.02116474363350857,0.021915750665665323,0,0
60601,ZCTA5 60601,B27001_032,382,171,Female,Under 6 years,Yes,14647,0.5109578753328327,0.04164675360142009,0.9700279920802894,0.026080426025807332,0.5029016180787874,0.04164675360142009,0.026080426025807332
60601,ZCTA5 60601,B27001_033,0,17,Female,Under 6 years,No,14647,0.5109578753328327,0.04164675360142009,0.02997200791971052,0.026080426025807332,0.008056257254045197,0,0
60601,ZCTA5 60601,B27001_035,432,218,Female,6 to 18 years,Yes,14647,0.5109578753328327,0.03966682597118864,0.9700279920802894,0.030723014951867276,0.5029016180787874,0.03843790537311395,0.029494094353792584
60601,ZCTA5 60601,B27001_036,18,25,Female,6 to 18 years,No,14647,0.5109578753328327,0.03966682597118864,0.02997200791971052,0.030723014951867276,0.008056257254045197,0.001228920598074691,0.001228920598074691
60601,ZCTA5 60601,B27001_038,894,359,Female,19 to 25 years,Yes,14647,0.5109578753328327,0.10746227896497576,0.9700279920802894,0.0647914248651601,0.5029016180787874,0.09742609408069912,0.061036389704376325
60601,ZCTA5 60601,B27001_039,55,63,Female,19 to 25 years,No,14647,0.5109578753328327,0.10746227896497576,0.02997200791971052,0.0647914248651601,0.008056257254045197,0.010036184884276643,0.003755035160783778
60601,ZCTA5 60601,B27001_041,2014,448,Female,26 to 34 years,Yes,14647,0.5109578753328327,0.31351129924216564,0.9700279920802894,0.14057486174643272,0.5029016180787874,0.30238274049293373,0.137502560251246
60601,ZCTA5 60601,B27001_042,45,74,Female,26 to 34 years,No,14647,0.5109578753328327,0.31351129924216564,0.02997200791971052,0.14057486174643272,0.008056257254045197,0.011128558749231925,0.0030723014951867275
60601,ZCTA5 60601,B27001_044,987,365,Female,35 to 44 years,Yes,14647,0.5109578753328327,0.13975558134771626,0.9700279920802894,0.06738581279442889,0.5029016180787874,0.13668327985252954,0.06738581279442889
60601,ZCTA5 60601,B27001_045,0,17,Female,35 to 44 years,No,14647,0.5109578753328327,0.13975558134771626,0.02997200791971052,0.06738581279442889,0.008056257254045197,0.0030723014951867275,0
60601,ZCTA5 60601,B27001_047,741,281,Female,45 to 54 years,Yes,14647,0.5109578753328327,0.13552263262101455,0.9700279920802894,0.05059056462074145,0.5029016180787874,0.13552263262101455,0.05059056462074145
60601,ZCTA5 60601,B27001_048,0,17,Female,45 to 54 years,No,14647,0.5109578753328327,0.13552263262101455,0.02997200791971052,0.05059056462074145,0.008056257254045197,0,0
60601,ZCTA5 60601,B27001_050,565,258,Female,55 to 64 years,Yes,14647,0.5109578753328327,0.08076739264013108,0.9700279920802894,0.03857445210623336,0.5029016180787874,0.07626135044719055,0.03857445210623336
60601,ZCTA5 60601,B27001_051,0,17,Female,55 to 64 years,No,14647,0.5109578753328327,0.08076739264013108,0.02997200791971052,0.03857445210623336,0.008056257254045197,0.004506042192940534,0
60601,ZCTA5 60601,B27001_053,648,289,Female,65 to 74 years,Yes,14647,0.5109578753328327,0.07250631528640678,0.9700279920802894,0.04424114153068888,0.5029016180787874,0.07250631528640678,0.04424114153068888
60601,ZCTA5 60601,B27001_054,0,17,Female,65 to 74 years,No,14647,0.5109578753328327,0.07250631528640678,0.02997200791971052,0.04424114153068888,0.008056257254045197,0,0
60601,ZCTA5 60601,B27001_056,703,274,Female,75 years and over,Yes,14647,0.5109578753328327,0.06916092032498122,0.9700279920802894,0.04799617669147266,0.5029016180787874,0.06916092032498122,0.04799617669147266
60601,ZCTA5 60601,B27001_057,0,17,Female,75 years and over,No,14647,0.5109578753328327,0.06916092032498122,0.02997200791971052,0.04799617669147266,0.008056257254045197,0,0
60602,ZCTA5 60602,B27001_004,5,11,Male,Under 6 years,Yes,1244,0.5570739549839229,0.04903536977491962,0.9911575562700965,0.0040192926045016075,0.5554662379421221,0.04903536977491962,0.0040192926045016075
60602,ZCTA5 60602,B27001_005,0,11,Male,Under 6 years,No,1244,0.5570739549839229,0.04903536977491962,0.008842443729903537,0.0040192926045016075,0.001607717041800643,0,0
60602,ZCTA5 60602,B27001_007,91,94,Male,6 to 18 years,Yes,1244,0.5570739549839229,0.08038585209003216,0.9911575562700965,0.07395498392282958,0.5554662379421221,0.07797427652733119,0.07315112540192927
60602,ZCTA5 60602,B27001_008,1,2,Male,6 to 18 years,No,1244,0.5570739549839229,0.08038585209003216,0.008842443729903537,0.07395498392282958,0.001607717041800643,0.002411575562700965,8.038585209003215e-4
60602,ZCTA5 60602,B27001_010,161,164,Male,19 to 25 years,Yes,1244,0.5570739549839229,0.24758842443729903,0.9911575562700965,0.1302250803858521,0.5554662379421221,0.2459807073954984,0.12942122186495178
60602,ZCTA5 60602,B27001_011,1,2,Male,19 to 25 years,No,1244,0.5570739549839229,0.24758842443729903,0.008842443729903537,0.1302250803858521,0.001607717041800643,0.001607717041800643,8.038585209003215e-4
60602,ZCTA5 60602,B27001_013,179,107,Male,26 to 34 years,Yes,1244,0.5570739549839229,0.2982315112540193,0.9911575562700965,0.14389067524115756,0.5554662379421221,0.2934083601286174,0.14389067524115756
60602,ZCTA5 60602,B27001_014,0,11,Male,26 to 34 years,No,1244,0.5570739549839229,0.2982315112540193,0.008842443729903537,0.14389067524115756,0.001607717041800643,0.00482315112540193,0
60602,ZCTA5 60602,B27001_016,198,122,Male,35 to 44 years,Yes,1244,0.5570739549839229,0.23713826366559485,0.9911575562700965,0.15916398713826366,0.5554662379421221,0.23713826366559485,0.15916398713826366
60602,ZCTA5 60602,B27001_017,0,11,Male,35 to 44 years,No,1244,0.5570739549839229,0.23713826366559485,0.008842443729903537,0.15916398713826366,0.001607717041800643,0,0
60602,ZCTA5 60602,B27001_019,47,72,Male,45 to 54 years,Yes,1244,0.5570739549839229,0.07958199356913183,0.9911575562700965,0.03778135048231511,0.5554662379421221,0.07958199356913183,0.03778135048231511
60602,ZCTA5 60602,B27001_020,0,11,Male,45 to 54 years,No,1244,0.5570739549839229,0.07958199356913183,0.008842443729903537,0.03778135048231511,0.001607717041800643,0,0
60602,ZCTA5 60602,B27001_022,5,10,Male,55 to 64 years,Yes,1244,0.5570739549839229,0.0040192926045016075,0.9911575562700965,0.0040192926045016075,0.5554662379421221,0.0040192926045016075,0.0040192926045016075
