NAME,County,State,variable,estimate,label
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_003,914,"$10,000 to $14,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_004,1159,"$15,000 to $19,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_005,1278,"$20,000 to $24,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_006,1388,"$25,000 to $29,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_007,1552,"$30,000 to $34,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_008,1568,"$35,000 to $39,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_009,1507,"$40,000 to $44,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_010,1770,"$45,000 to $49,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_011,3225,"$50,000 to $59,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_012,4794,"$60,000 to $74,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_013,5704,"$75,000 to $99,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_014,4470,"$100,000 to $124,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_015,3096,"$125,000 to $149,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_016,2599,"$150,000 to $199,999"
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19101_017,2244,"$200,000 or more"
"Tipton County, Indiana",Tipton, Indiana,B19101_002,61,"Less than $10,000"
"Tipton County, Indiana",Tipton, Indiana,B19101_003,71,"$10,000 to $14,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_004,128,"$15,000 to $19,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_005,90,"$20,000 to $24,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_006,204,"$25,000 to $29,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_007,201,"$30,000 to $34,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_008,191,"$35,000 to $39,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_009,164,"$40,000 to $44,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_010,264,"$45,000 to $49,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_011,412,"$50,000 to $59,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_012,431,"$60,000 to $74,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_013,828,"$75,000 to $99,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_014,518,"$100,000 to $124,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_015,255,"$125,000 to $149,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_016,258,"$150,000 to $199,999"
"Tipton County, Indiana",Tipton, Indiana,B19101_017,163,"$200,000 or more"
"Union County, Indiana",Union, Indiana,B19101_002,27,"Less than $10,000"
"Union County, Indiana",Union, Indiana,B19101_003,23,"$10,000 to $14,999"
"Union County, Indiana",Union, Indiana,B19101_004,33,"$15,000 to $19,999"
"Union County, Indiana",Union, Indiana,B19101_005,74,"$20,000 to $24,999"
"Union County, Indiana",Union, Indiana,B19101_006,84,"$25,000 to $29,999"
"Union County, Indiana",Union, Indiana,B19101_007,127,"$30,000 to $34,999"
"Union County, Indiana",Union, Indiana,B19101_008,130,"$35,000 to $39,999"
"Union County, Indiana",Union, Indiana,B19101_009,105,"$40,000 to $44,999"
"Union County, Indiana",Union, Indiana,B19101_010,125,"$45,000 to $49,999"
"Union County, Indiana",Union, Indiana,B19101_011,258,"$50,000 to $59,999"
"Union County, Indiana",Union, Indiana,B19101_012,236,"$60,000 to $74,999"
"Union County, Indiana",Union, Indiana,B19101_013,290,"$75,000 to $99,999"
"Union County, Indiana",Union, Indiana,B19101_014,158,"$100,000 to $124,999"
"Union County, Indiana",Union, Indiana,B19101_015,71,"$125,000 to $149,999"
"Union County, Indiana",Union, Indiana,B19101_016,56,"$150,000 to $199,999"
"Union County, Indiana",Union, Indiana,B19101_017,25,"$200,000 or more"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_002,2031,"Less than $10,000"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_003,1566,"$10,000 to $14,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_004,1785,"$15,000 to $19,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_005,1830,"$20,000 to $24,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_006,1981,"$25,000 to $29,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_007,2231,"$30,000 to $34,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_008,2065,"$35,000 to $39,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_009,1889,"$40,000 to $44,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_010,1703,"$45,000 to $49,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_011,3568,"$50,000 to $59,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_012,4931,"$60,000 to $74,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_013,7145,"$75,000 to $99,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_014,4181,"$100,000 to $124,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_015,2750,"$125,000 to $149,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_016,2660,"$150,000 to $199,999"
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19101_017,1947,"$200,000 or more"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_002,229,"Less than $10,000"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_003,122,"$10,000 to $14,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_004,96,"$15,000 to $19,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_005,161,"$20,000 to $24,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_006,150,"$25,000 to $29,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_007,243,"$30,000 to $34,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_008,214,"$35,000 to $39,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_009,286,"$40,000 to $44,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_010,250,"$45,000 to $49,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_011,542,"$50,000 to $59,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_012,518,"$60,000 to $74,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_013,625,"$75,000 to $99,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_014,391,"$100,000 to $124,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_015,224,"$125,000 to $149,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_016,159,"$150,000 to $199,999"
"Vermillion County, Indiana",Vermillion, Indiana,B19101_017,89,"$200,000 or more"
"Vigo County, Indiana",Vigo, Indiana,B19101_002,1324,"Less than $10,000"
"Vigo County, Indiana",Vigo, Indiana,B19101_003,944,"$10,000 to $14,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_004,1052,"$15,000 to $19,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_005,1209,"$20,000 to $24,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_006,1348,"$25,000 to $29,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_007,1377,"$30,000 to $34,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_008,1018,"$35,000 to $39,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_009,1409,"$40,000 to $44,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_010,1211,"$45,000 to $49,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_011,1995,"$50,000 to $59,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_012,3097,"$60,000 to $74,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_013,3398,"$75,000 to $99,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_014,2090,"$100,000 to $124,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_015,1481,"$125,000 to $149,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_016,1059,"$150,000 to $199,999"
"Vigo County, Indiana",Vigo, Indiana,B19101_017,928,"$200,000 or more"
"Wabash County, Indiana",Wabash, Indiana,B19101_002,393,"Less than $10,000"
"Wabash County, Indiana",Wabash, Indiana,B19101_003,194,"$10,000 to $14,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_004,218,"$15,000 to $19,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_005,304,"$20,000 to $24,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_006,290,"$25,000 to $29,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_007,443,"$30,000 to $34,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_008,429,"$35,000 to $39,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_009,454,"$40,000 to $44,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_010,523,"$45,000 to $49,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_011,903,"$50,000 to $59,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_012,1227,"$60,000 to $74,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_013,1708,"$75,000 to $99,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_014,639,"$100,000 to $124,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_015,431,"$125,000 to $149,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_016,182,"$150,000 to $199,999"
"Wabash County, Indiana",Wabash, Indiana,B19101_017,169,"$200,000 or more"
"Warren County, Indiana",Warren, Indiana,B19101_002,60,"Less than $10,000"
"Warren County, Indiana",Warren, Indiana,B19101_003,52,"$10,000 to $14,999"
"Warren County, Indiana",Warren, Indiana,B19101_004,27,"$15,000 to $19,999"
"Warren County, Indiana",Warren, Indiana,B19101_005,82,"$20,000 to $24,999"
"Warren County, Indiana",Warren, Indiana,B19101_006,92,"$25,000 to $29,999"
"Warren County, Indiana",Warren, Indiana,B19101_007,138,"$30,000 to $34,999"
"Warren County, Indiana",Warren, Indiana,B19101_008,140,"$35,000 to $39,999"
"Warren County, Indiana",Warren, Indiana,B19101_009,115,"$40,000 to $44,999"
"Warren County, Indiana",Warren, Indiana,B19101_010,102,"$45,000 to $49,999"
"Warren County, Indiana",Warren, Indiana,B19101_011,275,"$50,000 to $59,999"
"Warren County, Indiana",Warren, Indiana,B19101_012,260,"$60,000 to $74,999"
"Warren County, Indiana",Warren, Indiana,B19101_013,449,"$75,000 to $99,999"
"Warren County, Indiana",Warren, Indiana,B19101_014,396,"$100,000 to $124,999"
"Warren County, Indiana",Warren, Indiana,B19101_015,152,"$125,000 to $149,999"
"Warren County, Indiana",Warren, Indiana,B19101_016,142,"$150,000 to $199,999"
"Warren County, Indiana",Warren, Indiana,B19101_017,25,"$200,000 or more"
"Warrick County, Indiana",Warrick, Indiana,B19101_002,425,"Less than $10,000"
"Warrick County, Indiana",Warrick, Indiana,B19101_003,236,"$10,000 to $14,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_004,291,"$15,000 to $19,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_005,453,"$20,000 to $24,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_006,444,"$25,000 to $29,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_007,374,"$30,000 to $34,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_008,764,"$35,000 to $39,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_009,632,"$40,000 to $44,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_010,530,"$45,000 to $49,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_011,1338,"$50,000 to $59,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_012,1995,"$60,000 to $74,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_013,3288,"$75,000 to $99,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_014,2255,"$100,000 to $124,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_015,1684,"$125,000 to $149,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_016,1337,"$150,000 to $199,999"
"Warrick County, Indiana",Warrick, Indiana,B19101_017,1608,"$200,000 or more"
"Washington County, Indiana",Washington, Indiana,B19101_002,401,"Less than $10,000"
"Washington County, Indiana",Washington, Indiana,B19101_003,191,"$10,000 to $14,999"
"Washington County, Indiana",Washington, Indiana,B19101_004,254,"$15,000 to $19,999"
"Washington County, Indiana",Washington, Indiana,B19101_005,241,"$20,000 to $24,999"
"Washington County, Indiana",Washington, Indiana,B19101_006,543,"$25,000 to $29,999"
"Washington County, Indiana",Washington, Indiana,B19101_007,424,"$30,000 to $34,999"
"Washington County, Indiana",Washington, Indiana,B19101_008,439,"$35,000 to $39,999"
"Washington County, Indiana",Washington, Indiana,B19101_009,445,"$40,000 to $44,999"
"Washington County, Indiana",Washington, Indiana,B19101_010,437,"$45,000 to $49,999"
"Washington County, Indiana",Washington, Indiana,B19101_011,609,"$50,000 to $59,999"
"Washington County, Indiana",Washington, Indiana,B19101_012,1245,"$60,000 to $74,999"
"Washington County, Indiana",Washington, Indiana,B19101_013,1280,"$75,000 to $99,999"
"Washington County, Indiana",Washington, Indiana,B19101_014,604,"$100,000 to $124,999"
"Washington County, Indiana",Washington, Indiana,B19101_015,224,"$125,000 to $149,999"
"Washington County, Indiana",Washington, Indiana,B19101_016,175,"$150,000 to $199,999"
"Washington County, Indiana",Washington, Indiana,B19101_017,275,"$200,000 or more"
"Wayne County, Indiana",Wayne, Indiana,B19101_002,846,"Less than $10,000"
"Wayne County, Indiana",Wayne, Indiana,B19101_003,557,"$10,000 to $14,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_004,677,"$15,000 to $19,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_005,606,"$20,000 to $24,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_006,1085,"$25,000 to $29,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_007,1196,"$30,000 to $34,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_008,827,"$35,000 to $39,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_009,826,"$40,000 to $44,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_010,856,"$45,000 to $49,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_011,1761,"$50,000 to $59,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_012,2029,"$60,000 to $74,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_013,2553,"$75,000 to $99,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_014,1732,"$100,000 to $124,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_015,733,"$125,000 to $149,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_016,347,"$150,000 to $199,999"
"Wayne County, Indiana",Wayne, Indiana,B19101_017,744,"$200,000 or more"
"Wells County, Indiana",Wells, Indiana,B19101_002,77,"Less than $10,000"
"Wells County, Indiana",Wells, Indiana,B19101_003,139,"$10,000 to $14,999"
"Wells County, Indiana",Wells, Indiana,B19101_004,169,"$15,000 to $19,999"
"Wells County, Indiana",Wells, Indiana,B19101_005,260,"$20,000 to $24,999"
"Wells County, Indiana",Wells, Indiana,B19101_006,266,"$25,000 to $29,999"
"Wells County, Indiana",Wells, Indiana,B19101_007,264,"$30,000 to $34,999"
"Wells County, Indiana",Wells, Indiana,B19101_008,361,"$35,000 to $39,999"
"Wells County, Indiana",Wells, Indiana,B19101_009,468,"$40,000 to $44,999"
"Wells County, Indiana",Wells, Indiana,B19101_010,400,"$45,000 to $49,999"
"Wells County, Indiana",Wells, Indiana,B19101_011,700,"$50,000 to $59,999"
"Wells County, Indiana",Wells, Indiana,B19101_012,996,"$60,000 to $74,999"
"Wells County, Indiana",Wells, Indiana,B19101_013,1497,"$75,000 to $99,999"
"Wells County, Indiana",Wells, Indiana,B19101_014,1041,"$100,000 to $124,999"
"Wells County, Indiana",Wells, Indiana,B19101_015,364,"$125,000 to $149,999"
"Wells County, Indiana",Wells, Indiana,B19101_016,336,"$150,000 to $199,999"
"Wells County, Indiana",Wells, Indiana,B19101_017,276,"$200,000 or more"
"White County, Indiana",White, Indiana,B19101_002,128,"Less than $10,000"
"White County, Indiana",White, Indiana,B19101_003,107,"$10,000 to $14,999"
"White County, Indiana",White, Indiana,B19101_004,133,"$15,000 to $19,999"
"White County, Indiana",White, Indiana,B19101_005,308,"$20,000 to $24,999"
"White County, Indiana",White, Indiana,B19101_006,250,"$25,000 to $29,999"
"White County, Indiana",White, Indiana,B19101_007,216,"$30,000 to $34,999"
"White County, Indiana",White, Indiana,B19101_008,314,"$35,000 to $39,999"
"White County, Indiana",White, Indiana,B19101_009,551,"$40,000 to $44,999"
"White County, Indiana",White, Indiana,B19101_010,435,"$45,000 to $49,999"
"White County, Indiana",White, Indiana,B19101_011,615,"$50,000 to $59,999"
"White County, Indiana",White, Indiana,B19101_012,1053,"$60,000 to $74,999"
"White County, Indiana",White, Indiana,B19101_013,1250,"$75,000 to $99,999"
"White County, Indiana",White, Indiana,B19101_014,628,"$100,000 to $124,999"
"White County, Indiana",White, Indiana,B19101_015,329,"$125,000 to $149,999"
"White County, Indiana",White, Indiana,B19101_016,322,"$150,000 to $199,999"
"White County, Indiana",White, Indiana,B19101_017,197,"$200,000 or more"
"Whitley County, Indiana",Whitley, Indiana,B19101_002,217,"Less than $10,000"
"Whitley County, Indiana",Whitley, Indiana,B19101_003,260,"$10,000 to $14,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_004,174,"$15,000 to $19,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_005,273,"$20,000 to $24,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_006,265,"$25,000 to $29,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_007,287,"$30,000 to $34,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_008,494,"$35,000 to $39,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_009,416,"$40,000 to $44,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_010,531,"$45,000 to $49,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_011,669,"$50,000 to $59,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_012,1363,"$60,000 to $74,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_013,2127,"$75,000 to $99,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_014,1119,"$100,000 to $124,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_015,641,"$125,000 to $149,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_016,479,"$150,000 to $199,999"
"Whitley County, Indiana",Whitley, Indiana,B19101_017,360,"$200,000 or more"
"Adair County, Kentucky",Adair, Kentucky,B19101_002,260,"Less than $10,000"
"Adair County, Kentucky",Adair, Kentucky,B19101_003,187,"$10,000 to $14,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_004,259,"$15,000 to $19,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_005,412,"$20,000 to $24,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_006,286,"$25,000 to $29,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_007,258,"$30,000 to $34,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_008,315,"$35,000 to $39,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_009,416,"$40,000 to $44,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_010,327,"$45,000 to $49,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_011,421,"$50,000 to $59,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_012,543,"$60,000 to $74,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_013,573,"$75,000 to $99,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_014,232,"$100,000 to $124,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_015,158,"$125,000 to $149,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_016,149,"$150,000 to $199,999"
"Adair County, Kentucky",Adair, Kentucky,B19101_017,83,"$200,000 or more"
"Allen County, Kentucky",Allen, Kentucky,B19101_002,337,"Less than $10,000"
"Allen County, Kentucky",Allen, Kentucky,B19101_003,194,"$10,000 to $14,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_004,283,"$15,000 to $19,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_005,342,"$20,000 to $24,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_006,424,"$25,000 to $29,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_007,231,"$30,000 to $34,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_008,369,"$35,000 to $39,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_009,159,"$40,000 to $44,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_010,196,"$45,000 to $49,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_011,576,"$50,000 to $59,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_012,625,"$60,000 to $74,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_013,945,"$75,000 to $99,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_014,473,"$100,000 to $124,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_015,148,"$125,000 to $149,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_016,115,"$150,000 to $199,999"
"Allen County, Kentucky",Allen, Kentucky,B19101_017,99,"$200,000 or more"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_002,284,"Less than $10,000"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_003,136,"$10,000 to $14,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_004,281,"$15,000 to $19,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_005,162,"$20,000 to $24,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_006,182,"$25,000 to $29,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_007,339,"$30,000 to $34,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_008,239,"$35,000 to $39,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_009,266,"$40,000 to $44,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_010,200,"$45,000 to $49,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_011,539,"$50,000 to $59,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_012,674,"$60,000 to $74,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_013,1058,"$75,000 to $99,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_014,669,"$100,000 to $124,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_015,432,"$125,000 to $149,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_016,297,"$150,000 to $199,999"
"Anderson County, Kentucky",Anderson, Kentucky,B19101_017,202,"$200,000 or more"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_002,79,"Less than $10,000"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_003,67,"$10,000 to $14,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_004,129,"$15,000 to $19,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_005,91,"$20,000 to $24,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_006,68,"$25,000 to $29,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_007,123,"$30,000 to $34,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_008,145,"$35,000 to $39,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_009,137,"$40,000 to $44,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_010,97,"$45,000 to $49,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_011,187,"$50,000 to $59,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_012,224,"$60,000 to $74,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_013,235,"$75,000 to $99,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_014,164,"$100,000 to $124,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_015,188,"$125,000 to $149,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_016,115,"$150,000 to $199,999"
"Ballard County, Kentucky",Ballard, Kentucky,B19101_017,56,"$200,000 or more"
"Barren County, Kentucky",Barren, Kentucky,B19101_002,630,"Less than $10,000"
"Barren County, Kentucky",Barren, Kentucky,B19101_003,693,"$10,000 to $14,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_004,475,"$15,000 to $19,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_005,729,"$20,000 to $24,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_006,791,"$25,000 to $29,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_007,686,"$30,000 to $34,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_008,748,"$35,000 to $39,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_009,625,"$40,000 to $44,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_010,765,"$45,000 to $49,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_011,1115,"$50,000 to $59,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_012,1185,"$60,000 to $74,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_013,1153,"$75,000 to $99,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_014,780,"$100,000 to $124,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_015,457,"$125,000 to $149,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_016,279,"$150,000 to $199,999"
"Barren County, Kentucky",Barren, Kentucky,B19101_017,214,"$200,000 or more"
"Bath County, Kentucky",Bath, Kentucky,B19101_002,215,"Less than $10,000"
"Bath County, Kentucky",Bath, Kentucky,B19101_003,97,"$10,000 to $14,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_004,118,"$15,000 to $19,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_005,227,"$20,000 to $24,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_006,155,"$25,000 to $29,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_007,199,"$30,000 to $34,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_008,350,"$35,000 to $39,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_009,232,"$40,000 to $44,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_010,236,"$45,000 to $49,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_011,356,"$50,000 to $59,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_012,320,"$60,000 to $74,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_013,356,"$75,000 to $99,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_014,295,"$100,000 to $124,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_015,72,"$125,000 to $149,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_016,81,"$150,000 to $199,999"
"Bath County, Kentucky",Bath, Kentucky,B19101_017,77,"$200,000 or more"
"Bell County, Kentucky",Bell, Kentucky,B19101_002,1056,"Less than $10,000"
"Bell County, Kentucky",Bell, Kentucky,B19101_003,604,"$10,000 to $14,999"
"Bell County, Kentucky",Bell, Kentucky,B19101_004,616,"$15,000 to $19,999"
"Bell County, Kentucky",Bell, Kentucky,B19101_005,620,"$20,000 to $24,999"
"Bell County, Kentucky",Bell, Kentucky,B19101_006,455,"$25,000 to $29,999"
"Bell County, Kentucky",Bell, Kentucky,B19101_007,469,"$30,000 to $34,999"
